ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00018,PF14604:PF00620:PF12171:PF03732:PF04181:PF02023:PF07535:PF17123:PF12807:PF08824,203,322,126,77,196,1959,0.39,0.88,0.62,0.62,0.43,11,11,192,0,2155,1.0,0.92,0.05,0.05,0.22
PF00019,PF11341:PF02025:PF15696:PF15337:PF12628:PF02488:PF03544:PF02425:PF04370:PF05932,42,26,5,37,21,2295,0.19,0.98,0.12,0.12,0.14,0,0,42,0,2316,0,0.98,0.0,0.0,0
PF00020,PF00531:PF01342:PF13352:PF02365:PF04403:PF13873:PF04424:PF07535:PF13961:PF16016,44,162,27,17,135,2179,0.17,0.94,0.61,0.61,0.3,7,7,37,0,2314,1.0,0.98,0.16,0.16,0.4
PF00021,PF07762:PF00379:PF00929:PF09814:PF01655:PF14521:PF00488:PF10523:PF08294:PF11976,13,244,8,5,236,2109,0.03,0.9,0.62,0.62,0.13,10,1,12,9,2336,0.1,0.99,0.08,0.08,0.08
PF00022,PF00654:PF08214:PF09815:PF03133:PF02338:PF15913:PF07721:PF12224:PF01532:PF13188,131,266,77,54,189,2038,0.29,0.9,0.59,0.59,0.36,8,8,123,0,2227,1.0,0.95,0.06,0.06,0.24
PF00023,PF13606:PF11929:PF16553:PF11904:PF07525:PF07693:PF15898:PF13962:PF03496:PF11900,205,149,87,118,62,2091,0.58,0.92,0.42,0.42,0.46,4,4,201,0,2153,1.0,0.91,0.02,0.02,0.13
PF00024,PF04181:PF14244:PF12807:PF02023:PF13961:PF05048:PF12171:PF08614:PF03732:PF05380,102,232,60,42,172,2084,0.26,0.91,0.59,0.59,0.35,11,11,91,0,2256,1.0,0.96,0.11,0.11,0.32
PF00025,PF10523:PF07762:PF09814:PF03914:PF09362:PF00929:PF05653:PF14521:PF01529:PF00319,128,254,74,54,180,2050,0.29,0.9,0.58,0.58,0.36,13,12,116,1,2229,0.92,0.95,0.09,0.09,0.29
PF00026,PF08016:PF07762:PF10523:PF00929:PF14521:PF09814:PF07245:PF08613:PF02301:PF14719,113,205,53,60,152,2093,0.26,0.91,0.47,0.47,0.3,6,6,107,0,2245,1.0,0.95,0.05,0.05,0.23
PF00027,PF10536:PF14719:PF03359:PF00566:PF08719:PF07721:PF01062:PF08016:PF00176:PF00620,150,412,99,51,313,1895,0.24,0.85,0.66,0.66,0.33,15,15,135,0,2208,1.0,0.94,0.1,0.1,0.31
PF00028,PF15974:PF01049:PF16319:PF02759:PF12807:PF14604:PF12171:PF04181:PF00610:PF02023,97,258,63,34,195,2066,0.24,0.9,0.65,0.65,0.36,8,6,91,2,2259,0.75,0.96,0.06,0.06,0.21
PF00029,PF02076:PF03619:PF02116:PF02182:PF12298:PF05301:PF15250:PF04831:PF06775:PF15991,16,99,10,6,89,2253,0.1,0.96,0.62,0.62,0.24,1,1,15,0,2342,1.0,0.99,0.06,0.06,0.25
PF00030,PF15327:PF02204:PF12171:PF11341:PF02025:PF14224:PF14980:PF02425:PF12628:PF04370,36,122,17,19,105,2217,0.14,0.95,0.47,0.47,0.24,0,0,36,0,2322,0,0.98,0.0,0.0,0
PF00031,PF03067:PF08757:PF00635:PF08016:PF08214:PF03133:PF14719:PF12259:PF10239:PF07530,18,205,12,6,193,2147,0.06,0.92,0.67,0.67,0.18,5,0,18,5,2335,0.0,0.99,0.0,0.0,-0.0
PF00032,PF01253:PF04568:PF11790:PF02826:PF10601:PF09341:PF00203:PF06964:PF00584:PF14989,19,157,11,8,146,2193,0.07,0.93,0.58,0.58,0.19,5,2,17,3,2336,0.4,0.99,0.11,0.11,0.2
PF00033,PF09754:PF17053:PF04716:PF01668:PF15842:PF15503:PF09056:PF02661:PF10340:PF01470,20,72,6,14,66,2272,0.08,0.97,0.3,0.3,0.14,0,0,20,0,2338,0,0.99,0.0,0.0,0
PF00034,PF04707:PF02902:PF07062:PF01501:PF10601:PF16489:PF10639:PF08294:PF01521:PF03969,32,246,24,8,222,2104,0.1,0.9,0.75,0.75,0.25,7,3,29,4,2322,0.43,0.99,0.09,0.09,0.2
PF00035,PF12171:PF00160:PF03732:PF00620:PF03359:PF13676:PF10263:PF10536:PF01532:PF08719,95,382,75,20,307,1956,0.2,0.86,0.79,0.79,0.35,23,21,74,2,2261,0.91,0.97,0.22,0.22,0.44
PF00036,PF13833:PF13202:PF13405:PF12171:PF02204:PF07720:PF00160:PF14244:PF15913:PF04181,66,353,57,9,296,1996,0.16,0.87,0.86,0.86,0.34,22,20,46,2,2290,0.91,0.98,0.3,0.3,0.52
PF00037,PF05572:PF15785:PF13360:PF07173:PF12145:PF00619:PF13667:PF12814:PF00686:PF14214,24,180,12,12,168,2166,0.07,0.92,0.5,0.5,0.16,5,4,20,1,2333,0.8,0.99,0.17,0.17,0.36
PF00038,PF15247:PF16012:PF00687:PF10419:PF04679:PF12678:PF01670:PF14857:PF08016:PF03036,49,164,28,21,136,2173,0.17,0.93,0.57,0.57,0.29,1,1,48,0,2309,1.0,0.98,0.02,0.02,0.14
PF00039,PF07173:PF02010:PF05572:PF15739:PF08242:PF12765:PF01043:PF12862:PF12814:PF13251,7,143,3,4,140,2211,0.02,0.94,0.43,0.43,0.08,3,1,6,2,2349,0.33,1.0,0.14,0.14,0.22
PF00040,PF08719:PF07721:PF01547:PF06398:PF00354:PF10528:PF07717:PF00620:PF08016:PF14244,35,312,22,13,290,2033,0.07,0.87,0.63,0.63,0.18,13,7,28,6,2317,0.54,0.99,0.2,0.2,0.32
PF00041,PF01682:PF16066:PF00102:PF12171:PF00147:PF04181:PF14604:PF12807:PF02023:PF02759,177,315,110,67,205,1976,0.35,0.88,0.62,0.62,0.41,13,13,164,0,2181,1.0,0.93,0.07,0.07,0.26
PF00042,PF00338:PF04199:PF15320:PF01791:PF10185:PF01470:PF12311:PF03657:PF09419:PF01625,45,125,25,20,100,2213,0.2,0.95,0.56,0.56,0.31,3,3,42,0,2313,1.0,0.98,0.07,0.07,0.26
PF00043,PF14497:PF00647:PF00620:PF12171:PF08074:PF08719:PF01483:PF00160:PF07717:PF04592,91,382,69,22,313,1954,0.18,0.86,0.76,0.76,0.32,18,17,74,1,2266,0.94,0.97,0.19,0.19,0.41
PF00044,PF10206:PF08642:PF06925:PF16180:PF13971:PF03765:PF02123:PF01710:PF07103:PF10210,43,74,18,25,56,2259,0.24,0.97,0.42,0.42,0.3,0,0,43,0,2315,0,0.98,0.0,0.0,0
PF00045,PF04886:PF15696:PF15337:PF11341:PF02025:PF02488:PF12628:PF03544:PF04370:PF02024,47,45,17,30,28,2283,0.38,0.98,0.36,0.36,0.36,0,0,47,0,2311,0,0.98,0.0,0.0,0
PF00046,PF13676:PF04906:PF03761:PF04801:PF03824:PF05301:PF01532:PF06136:PF10204:PF06413,188,141,62,126,79,2091,0.44,0.91,0.33,0.33,0.34,1,1,187,0,2170,1.0,0.92,0.01,0.01,0.07
PF00047,PF13895:PF12171:PF01342:PF16016:PF07535:PF04403:PF02204:PF00610:PF13174:PF13873,71,222,53,18,169,2118,0.24,0.92,0.75,0.75,0.39,8,7,64,1,2286,0.88,0.97,0.1,0.1,0.29
PF00048,PF13564:PF10276:PF15046:PF09802:PF03298:PF17215:PF15003:PF01015:PF13933:PF04059,23,64,10,13,54,2281,0.16,0.97,0.43,0.43,0.25,0,0,23,0,2335,0,0.99,0.0,0.0,0
PF00049,PF06027:PF15251:PF02301:PF15247:PF09815:PF10419:PF07717:PF08016:PF03133:PF04679,13,248,8,5,240,2105,0.03,0.9,0.62,0.62,0.12,5,2,11,3,2342,0.4,0.99,0.15,0.15,0.25
PF00050,PF07648:PF09289:PF12171:PF00160:PF14244:PF07720:PF15913:PF04181:PF02204:PF07721,42,286,33,9,253,2063,0.12,0.89,0.79,0.79,0.27,5,2,40,3,2313,0.4,0.98,0.05,0.05,0.13
PF00051,PF16977:PF07204:PF12171:PF00620:PF00354:PF14244:PF04181:PF12807:PF08719:PF07721,57,276,45,12,231,2070,0.16,0.9,0.79,0.79,0.33,5,4,53,1,2300,0.8,0.98,0.07,0.07,0.23
PF00052,PF06008:PF00055:PF02488:PF02024:PF11415:PF06446:PF08092:PF00451:PF08089:PF08396,31,59,26,5,33,2294,0.44,0.98,0.84,0.84,0.6,0,0,31,0,2327,0,0.99,0.0,0.0,0
PF00053,PF00052:PF00055:PF00054:PF06008:PF12171:PF02759:PF14604:PF00620:PF12807:PF13174,76,329,69,7,260,2022,0.21,0.89,0.91,0.91,0.4,14,13,63,1,2281,0.93,0.97,0.17,0.17,0.39
PF00054,PF07721:PF08016:PF01547:PF08719:PF03133:PF00635:PF09815:PF07245:PF08214:PF00654,39,259,27,12,232,2087,0.1,0.9,0.69,0.69,0.24,8,4,35,4,2315,0.5,0.98,0.1,0.1,0.22
PF00055,PF13961:PF05585:PF03546:PF04843:PF10579:PF05380:PF08284:PF06918:PF01375:PF05048,51,135,32,19,103,2204,0.24,0.95,0.63,0.63,0.36,4,4,47,0,2307,1.0,0.98,0.08,0.08,0.28
PF00056,PF14671:PF05831:PF07470:PF12824:PF05677:PF00322:PF05631:PF03629:PF06984:PF04185,47,110,23,24,87,2224,0.21,0.95,0.49,0.49,0.3,0,0,47,0,2311,0,0.98,0.0,0.0,0
PF00057,PF16915:PF01823:PF11630:PF02488:PF06446:PF15696:PF11341:PF13698:PF15337:PF14224,135,49,30,105,19,2204,0.61,0.95,0.22,0.22,0.35,0,0,135,0,2223,0,0.94,0.0,0.0,0
PF00058,PF02488:PF15696:PF09249:PF14025:PF15337:PF06446:PF02024:PF11415:PF07142:PF11341,49,24,8,41,16,2293,0.33,0.98,0.16,0.16,0.22,0,0,49,0,2309,0,0.98,0.0,0.0,0
PF00059,PF07721:PF07245:PF01902:PF08016:PF01547:PF01661:PF00176:PF08719:PF08174:PF09507,150,293,84,66,209,1999,0.29,0.88,0.56,0.56,0.34,7,7,143,0,2208,1.0,0.94,0.05,0.05,0.21
PF00060,PF08016:PF14719:PF03167:PF02301:PF04679:PF10419:PF15247:PF00635:PF03759:PF03133,87,206,41,46,165,2106,0.2,0.91,0.47,0.47,0.27,7,6,81,1,2270,0.86,0.97,0.07,0.07,0.24
PF00061,PF05426:PF01963:PF13468:PF15680:PF04826:PF01933:PF01196:PF09588:PF00494:PF06632,41,113,24,17,89,2228,0.21,0.96,0.59,0.59,0.33,0,0,41,0,2317,0,0.98,0.0,0.0,0
PF00062,PF07762:PF09814:PF00379:PF00929:PF14521:PF04707:PF01655:PF10523:PF01501:PF08294,19,230,15,4,215,2124,0.07,0.91,0.79,0.79,0.21,9,5,14,4,2335,0.56,0.99,0.26,0.26,0.38
PF00063,PF01107:PF14858:PF12820:PF06398:PF01375:PF15785:PF12245:PF03732:PF14240:PF02939,143,144,55,88,89,2126,0.38,0.92,0.38,0.38,0.34,1,1,142,0,2215,1.0,0.94,0.01,0.01,0.08
PF00066,PF06446:PF02488:PF13698:PF02024:PF11415:PF09249:PF08092:PF00451:PF08089:PF14025,27,9,0,27,9,2322,0.0,0.98,0.0,0.0,-0.01,0,0,27,0,2331,0,0.99,0.0,0.0,0
PF00067,PF11721:PF13673:PF08923:PF04241:PF05088:PF04103:PF01789:PF16815:PF00398:PF03417,333,120,75,258,45,1980,0.62,0.87,0.23,0.23,0.32,3,3,330,0,2025,1.0,0.86,0.01,0.01,0.09
PF00068,PF12274:PF15364:PF12697:PF02520:PF07841:PF00398:PF00964:PF04826:PF14437:PF04103,16,154,8,8,146,2196,0.05,0.93,0.5,0.5,0.15,0,0,16,0,2342,0,0.99,0.0,0.0,0
PF00069,PF12678:PF08719:PF00566:PF05640:PF00169:PF01142:PF14719:PF01062:PF00620:PF00176,689,501,339,350,162,1507,0.68,0.78,0.49,0.49,0.44,21,21,668,0,1669,1.0,0.72,0.03,0.03,0.15
PF00070,PF09759:PF12820:PF05295:PF12453:PF15785:PF09072:PF02320:PF06398:PF02898:PF17065,7,95,3,4,92,2259,0.03,0.96,0.43,0.43,0.11,1,0,7,1,2350,0.0,1.0,0.0,0.0,-0.0
PF00071,PF01126:PF16054:PF07162:PF10155:PF15311:PF10158:PF05983:PF11700:PF02466:PF00375,281,132,80,201,52,2025,0.61,0.89,0.28,0.28,0.37,0,0,281,0,2077,0,0.88,0.0,0.0,0
PF00072,PF12678:PF00638:PF13676:PF02816:PF12171:PF08719:PF00160:PF01532:PF10258:PF07717,113,355,78,35,277,1968,0.22,0.87,0.69,0.69,0.34,20,19,94,1,2244,0.95,0.96,0.17,0.17,0.39
PF00073,PF11835:PF00606:PF14214:PF06869:PF05380:PF04031:PF07725:PF12862:PF15625:PF13580,18,134,8,10,126,2214,0.06,0.94,0.44,0.44,0.15,3,0,18,3,2337,0.0,0.99,0.0,0.0,-0.0
PF00074,PF14622:PF04826:PF06632:PF04822:PF01196:PF03062:PF09588:PF05477:PF01963:PF14832,3,128,3,0,125,2230,0.02,0.95,1.0,1.0,0.15,4,1,2,3,2352,0.25,1.0,0.33,0.33,0.29
PF00075,PF13960:PF01400:PF01764:PF04664:PF06999:PF09741:PF13388:PF08317:PF13304:PF11957,93,195,45,48,150,2115,0.23,0.92,0.48,0.48,0.3,3,3,90,0,2265,1.0,0.96,0.03,0.03,0.18
PF00076,PF04098:PF12171:PF00160:PF01985:PF07535:PF04801:PF07915:PF00620:PF06602:PF10263,475,340,196,279,144,1739,0.58,0.82,0.41,0.41,0.38,13,13,462,0,1883,1.0,0.8,0.03,0.03,0.15
PF00077,PF08284:PF15913:PF05057:PF12819:PF13961:PF03527:PF16087:PF13230:PF13873:PF14244,25,169,14,11,155,2178,0.08,0.93,0.56,0.56,0.2,12,8,17,4,2329,0.67,0.99,0.32,0.32,0.46
PF00078,PF10354:PF13963:PF05585:PF13961:PF07715:PF05380:PF03372:PF03546:PF12819:PF03101,412,207,140,272,67,1879,0.68,0.86,0.34,0.34,0.41,10,10,402,0,1946,1.0,0.83,0.02,0.02,0.14
PF00079,PF07245:PF07721:PF08016:PF03176:PF08174:PF14521:PF00636:PF01547:PF04679:PF03133,57,187,34,23,153,2148,0.18,0.93,0.6,0.6,0.3,5,4,53,1,2300,0.8,0.98,0.07,0.07,0.23
PF00080,PF08294:PF01667:PF11976:PF10639:PF04135:PF01501:PF01521:PF10127:PF16489:PF14521,38,182,26,12,156,2164,0.14,0.93,0.68,0.68,0.29,5,4,34,1,2319,0.8,0.99,0.11,0.11,0.29
PF00081,PF09121:PF08441:PF06459:PF12829:PF09818:PF07928:PF08224:PF16477:PF04129:PF05024,38,103,11,27,92,2228,0.11,0.95,0.29,0.29,0.15,0,0,38,0,2320,0,0.98,0.0,0.0,0
PF00082,PF13406:PF12171:PF02204:PF13176:PF00610:PF04181:PF07720:PF13961:PF15913:PF08448,108,240,61,47,179,2071,0.25,0.9,0.56,0.56,0.34,7,7,101,0,2250,1.0,0.96,0.06,0.06,0.25
PF00083,PF14303:PF01757:PF00167:PF02953:PF14822:PF00296:PF00909:PF00473:PF01746:PF06437,236,203,100,136,103,2019,0.49,0.9,0.42,0.42,0.4,6,6,230,0,2122,1.0,0.9,0.03,0.03,0.15
PF00084,PF13778:PF09014:PF00354:PF00431:PF11630:PF06446:PF15696:PF13698:PF02488:PF15337,100,144,69,31,75,2183,0.48,0.96,0.69,0.69,0.55,0,0,100,0,2258,0,0.96,0.0,0.0,0
PF00085,PF12171:PF12879:PF00887:PF01555:PF15913:PF07721:PF02023:PF03154:PF01823:PF06772,192,195,77,115,118,2048,0.39,0.9,0.4,0.4,0.34,2,2,190,0,2166,1.0,0.92,0.01,0.01,0.1
PF00086,PF12171:PF12879:PF15913:PF00887:PF02023:PF01555:PF05380:PF01823:PF16977:PF01390,53,227,37,16,190,2115,0.16,0.91,0.7,0.7,0.31,10,7,46,3,2302,0.7,0.98,0.13,0.13,0.3
PF00088,PF11835:PF12814:PF07173:PF12862:PF01375:PF07725:PF05572:PF00606:PF08242:PF14214,28,148,18,10,130,2200,0.12,0.94,0.64,0.64,0.26,5,4,24,1,2329,0.8,0.99,0.14,0.14,0.34
PF00089,PF07721:PF07245:PF08719:PF08016:PF00176:PF01661:PF00054:PF01547:PF00566:PF13812,231,407,146,85,261,1866,0.36,0.85,0.63,0.63,0.4,18,18,213,0,2127,1.0,0.91,0.08,0.08,0.27
PF00090,PF05986:PF08685:PF01823:PF15913:PF01421:PF12171:PF14244:PF08686:PF00160:PF04181,103,276,82,21,194,2061,0.3,0.91,0.8,0.8,0.45,8,8,95,0,2255,1.0,0.96,0.08,0.08,0.27
PF00091,PF16546:PF16692:PF06772:PF13423:PF09713:PF16131:PF08174:PF04278:PF09783:PF00389,111,165,57,54,108,2139,0.35,0.93,0.51,0.51,0.39,3,3,108,0,2247,1.0,0.95,0.03,0.03,0.16
PF00092,PF02023:PF13176:PF14244:PF15913:PF03732:PF04181:PF13961:PF05380:PF10354:PF00887,120,273,59,61,214,2024,0.22,0.88,0.49,0.49,0.27,12,12,108,0,2238,1.0,0.95,0.1,0.1,0.31
PF00093,PF04181:PF12171:PF03732:PF02023:PF14244:PF12807:PF00160:PF07915:PF00620:PF15913,48,359,37,11,322,1988,0.1,0.86,0.77,0.77,0.25,16,11,37,5,2305,0.69,0.98,0.23,0.23,0.39
PF00094,PF01902:PF01547:PF04561:PF06398:PF12820:PF04389:PF06337:PF03856:PF01200:PF10178,71,152,32,39,120,2167,0.21,0.93,0.45,0.45,0.28,4,2,69,2,2285,0.5,0.97,0.03,0.03,0.11
PF00095,PF02961:PF11630:PF06446:PF13698:PF11341:PF14224:PF02025:PF02488:PF02024:PF11415,54,15,5,49,10,2294,0.33,0.97,0.09,0.09,0.17,0,0,54,0,2304,0,0.98,0.0,0.0,0
PF00097,PF10601:PF04822:PF10639:PF13908:PF04826:PF09588:PF05477:PF14727:PF00411:PF14622,137,130,52,85,78,2143,0.4,0.93,0.38,0.38,0.35,3,3,134,0,2221,1.0,0.94,0.02,0.02,0.14
PF00098,PF00607:PF12171:PF00160:PF01985:PF00620:PF04098:PF02204:PF13174:PF04434:PF06602,181,347,104,77,243,1934,0.3,0.86,0.57,0.57,0.35,16,13,168,3,2174,0.81,0.93,0.07,0.07,0.23
PF00100,PF01866:PF10269:PF12483:PF02099:PF03067:PF05990:PF15749:PF05859:PF01088:PF13926,91,124,46,45,78,2189,0.37,0.95,0.51,0.51,0.41,1,1,90,0,2267,1.0,0.96,0.01,0.01,0.1
PF00101,PF00584:PF08144:PF08923:PF04241:PF11721:PF01918:PF13908:PF04103:PF04568:PF00398,8,118,7,1,111,2239,0.06,0.95,0.88,0.88,0.22,2,2,6,0,2350,1.0,1.0,0.25,0.25,0.5
PF00102,PF08719:PF07245:PF16012:PF04679:PF07717:PF14719:PF03176:PF12678:PF16808:PF07721,110,204,56,54,148,2100,0.27,0.91,0.51,0.51,0.33,6,6,104,0,2248,1.0,0.96,0.05,0.05,0.23
PF00103,PF00379:PF09398:PF08294:PF07762:PF00436:PF10639:PF00929:PF01501:PF09949:PF10300,10,228,6,4,222,2126,0.03,0.9,0.6,0.6,0.11,7,3,7,4,2344,0.43,1.0,0.3,0.3,0.36
PF00104,PF02159:PF07717:PF08719:PF12678:PF04679:PF16012:PF05029:PF13676:PF10258:PF02816,84,221,56,28,165,2109,0.25,0.92,0.67,0.67,0.38,11,11,73,0,2274,1.0,0.97,0.13,0.13,0.36
PF00105,PF06745:PF01595:PF00887:PF13352:PF07535:PF04181:PF02023:PF12171:PF14634:PF11977,86,185,44,42,141,2131,0.24,0.92,0.51,0.51,0.31,5,5,81,0,2272,1.0,0.97,0.06,0.06,0.24
PF00106,PF01073:PF06941:PF01513:PF12740:PF12146:PF11833:PF06936:PF02585:PF09587:PF05685,332,139,84,248,55,1971,0.6,0.87,0.25,0.25,0.33,5,5,327,0,2026,1.0,0.86,0.02,0.02,0.11
PF00107,PF16912:PF13823:PF08074:PF07717:PF08719:PF01483:PF04434:PF03828:PF04592:PF02204,171,240,83,88,157,2030,0.35,0.9,0.49,0.49,0.35,9,9,162,0,2187,1.0,0.93,0.05,0.05,0.22
PF00108,PF08007:PF06459:PF09471:PF02153:PF00474:PF03108:PF04129:PF05731:PF08224:PF15481,78,158,40,38,118,2162,0.25,0.93,0.51,0.51,0.33,3,3,75,0,2280,1.0,0.97,0.04,0.04,0.19
PF00109,PF01375:PF04843:PF07725:PF07173:PF10683:PF13580:PF03921:PF00975:PF08242:PF00606,99,110,54,45,56,2203,0.49,0.96,0.55,0.55,0.5,0,0,99,0,2259,0,0.96,0.0,0.0,0
PF00110,PF07245:PF14521:PF00929:PF01655:PF07762:PF08613:PF09814:PF00379:PF01101:PF08174,26,209,18,8,191,2141,0.09,0.92,0.69,0.69,0.22,10,8,18,2,2330,0.8,0.99,0.31,0.31,0.49
PF00111,PF12849:PF08477:PF00756:PF16670:PF05454:PF03985:PF07228:PF00872:PF13388:PF03530,64,141,39,25,102,2192,0.28,0.95,0.61,0.61,0.39,1,1,63,0,2294,1.0,0.97,0.02,0.02,0.12
PF00112,PF12131:PF11341:PF14224:PF07133:PF11630:PF02488:PF06446:PF13698:PF15696:PF02024,108,13,7,101,6,2244,0.54,0.95,0.06,0.06,0.18,0,0,108,0,2250,0,0.95,0.0,0.0,0
PF00113,PF14980:PF02425:PF02488:PF16851:PF02024:PF11415:PF04370:PF07589:PF15463:PF11341,29,10,0,29,10,2319,0.0,0.98,0.0,0.0,-0.01,0,0,29,0,2329,0,0.99,0.0,0.0,0
PF00114,PF02907:PF11066:PF07339:PF11068:PF13346:PF11075:PF11080:PF11086:PF11102:PF07305,2,4,0,2,4,2352,0.0,1.0,0.0,0.0,-0.0,0,0,2,0,2356,0,1.0,0.0,0.0,0
PF00115,PF01192:PF13020:PF01741:PF06127:PF01458:PF10716:PF06695:PF15013:PF11255:PF01198,28,65,10,18,55,2275,0.15,0.97,0.36,0.36,0.22,0,0,28,0,2330,0,0.99,0.0,0.0,0
PF00116,PF13116:PF08719:PF00620:PF07717:PF00102:PF04679:PF12678:PF04592:PF00354:PF07721,29,327,22,7,305,2024,0.07,0.87,0.76,0.76,0.2,11,6,23,5,2324,0.55,0.99,0.21,0.21,0.33
PF00117,PF12505:PF01764:PF08284:PF10551:PF02019:PF01404:PF15481:PF12265:PF09184:PF13960,121,188,60,61,128,2109,0.32,0.92,0.5,0.5,0.36,4,4,117,0,2237,1.0,0.95,0.03,0.03,0.18
PF00118,PF07818:PF15308:PF08074:PF06098:PF16808:PF10507:PF07717:PF16862:PF11709:PF11569,101,172,51,50,121,2136,0.3,0.93,0.5,0.5,0.35,3,3,98,0,2257,1.0,0.96,0.03,0.03,0.17
PF00119,PF12697:PF04103:PF12620:PF00398:PF07047:PF07763:PF11721:PF13673:PF01697:PF01182,19,208,8,11,200,2139,0.04,0.91,0.42,0.42,0.11,6,0,19,6,2333,0.0,0.99,0.0,0.0,-0.0
PF00120,PF02204:PF12171:PF11341:PF14980:PF02025:PF02425:PF12628:PF04370:PF16851:PF07589,41,121,18,23,103,2214,0.15,0.95,0.44,0.44,0.23,0,0,41,0,2317,0,0.98,0.0,0.0,0
PF00121,PF09462:PF12807:PF04191:PF11618:PF04181:PF14244:PF05141:PF08614:PF07721:PF05048,21,103,9,12,94,2243,0.09,0.96,0.43,0.43,0.18,3,3,18,0,2337,1.0,0.99,0.14,0.14,0.38
PF00122,PF15780:PF07725:PF06375:PF12862:PF07173:PF02010:PF11835:PF14237:PF05572:PF00619,187,132,61,126,71,2100,0.46,0.92,0.33,0.33,0.34,5,5,182,0,2171,1.0,0.92,0.03,0.03,0.16
