ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Hit Rate,Consensus MCC
PF08068,PF16198:PF01472:PF01509:PF09183:PF04376,1,9,1,0,8,305,0.11,0.97,1.0,0.33,3,1,0,2,311,0.33,0.99,1.0,0.58
PF11708,PF09282:PF10234:PF02470:PF04004:PF07223,5,6,2,3,4,305,0.33,0.98,0.4,0.35,0,0,5,0,309,0,0.98,0.0,0
PF11744,PF04535:PF06749:PF14009:PF03874:PF03321,1,7,0,1,7,306,0.0,0.97,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF09286,PF16470:PF05922:PF12583:PF01483:PF06964,3,10,2,1,8,303,0.2,0.97,0.67,0.36,3,2,1,1,310,0.67,0.99,0.67,0.66
PF07963,PF00482:PF02501:PF03934:PF08461:PF00816,3,3,2,1,1,310,0.67,0.99,0.67,0.66,1,1,2,0,311,1.0,0.99,0.33,0.58
PF12537,PF12430:PF14958:PF01237:PF13851:PF04437,3,16,3,0,13,298,0.19,0.96,1.0,0.42,0,0,3,0,311,0,0.99,0.0,0
PF08280,PF08453:PF03241:PF00669:PF05167:PF04466,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF00254,PF13174:PF00515:PF01346:PF07719:PF01694,11,26,9,2,17,286,0.35,0.94,0.82,0.51,6,5,6,1,302,0.83,0.98,0.45,0.61
PF09457,PF11618:PF16056:PF15625:PF16562:PF10174,2,10,2,0,8,304,0.2,0.97,1.0,0.44,0,0,2,0,312,0,0.99,0.0,0
PF15444,PF15130:PF15872:PF17085:PF15096:PF10856,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF02899,PF13356:PF09003:PF13276:PF02022:PF07245,1,5,0,1,5,308,0.0,0.98,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF07593,PF10393:PF09064:PF10912:PF16754:PF03415,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF05736,PF16325:PF12477:PF08497:PF02465:PF10566,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF00370,PF02782:PF01144:PF08442:PF02886:PF04043,6,14,6,0,8,300,0.43,0.97,1.0,0.65,4,1,5,3,305,0.25,0.97,0.17,0.19
PF14950,PF14951:PF07085:PF14911:PF02226:PF00073,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF03283,PF02990:PF05938:PF09353:PF04525:PF04979,2,12,2,0,10,302,0.17,0.97,1.0,0.4,1,0,2,1,311,0.0,0.99,0.0,-0.0
PF02495,PF11731:PF05929:PF04672:PF12156:PF03314,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF15577,PF15856:PF04610:PF11751:PF08291:PF06681,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF09818,PF15482:PF03601:PF06626:PF15460:PF06724,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF04091,PF12036:PF12460:PF07035:PF08427:PF12612,3,8,1,2,7,304,0.12,0.97,0.33,0.19,0,0,3,0,311,0,0.99,0.0,0
PF08886,PF14842:PF04740:PF01136:PF13780:PF01706,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF06830,PF04833:PF01458:PF04646:PF06880:PF06414,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF12209,PF07243:PF03831:PF04993:PF04284:PF09611,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF15058,PF15620:PF16832:PF15059:PF06567:PF16801,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF07382,PF14600:PF06483:PF13148:PF03244:PF01913,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF08015,PF13266:PF09922:PF09923:PF01221:PF01340,1,7,1,0,6,307,0.14,0.98,1.0,0.37,0,0,1,0,313,0,1.0,0.0,0
PF08212,PF00061:PF03973:PF05434:PF06870:PF06477,1,8,1,0,7,306,0.12,0.98,1.0,0.35,0,0,1,0,313,0,1.0,0.0,0
PF03466,PF00184:PF00220:PF00126:PF07846:PF08657,1,5,1,0,4,309,0.2,0.99,1.0,0.44,0,0,1,0,313,0,1.0,0.0,0
PF02498,PF05272:PF06761:PF15976:PF02501:PF13588,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF01271,PF01093:PF01296:PF06540:PF10529:PF02451,1,1,0,1,1,312,0.0,0.99,0.0,-0.0,0,0,1,0,313,0,1.0,0.0,0
PF01027,PF01248:PF07542:PF04505:PF00828:PF01758,5,15,4,1,11,298,0.27,0.96,0.8,0.45,4,4,1,0,309,1.0,1.0,0.8,0.89
PF02803,PF00108:PF02036:PF02737:PF01796:PF00725,11,14,11,0,3,300,0.79,0.99,1.0,0.88,4,4,7,0,303,1.0,0.98,0.36,0.6
PF10514,PF15085:PF15114:PF15343:PF01303:PF05836,1,1,0,1,1,312,0.0,0.99,0.0,-0.0,0,0,1,0,313,0,1.0,0.0,0
PF05301,PF15991:PF09756:PF15264:PF12319:PF10217,3,3,0,3,3,308,0.0,0.98,0.0,-0.01,0,0,3,0,311,0,0.99,0.0,0
PF06083,PF01632:PF08561:PF10218:PF04716:PF12020,1,10,1,0,9,304,0.1,0.97,1.0,0.31,0,0,1,0,313,0,1.0,0.0,0
PF00554,PF16179:PF16180:PF16181:PF03020:PF08198,3,5,3,0,2,309,0.6,0.99,1.0,0.77,1,1,2,0,311,1.0,0.99,0.33,0.58
PF06445,PF09397:PF09677:PF16325:PF01706:PF06995,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF10780,PF01097:PF00159:PF06127:PF08641:PF10244,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF01077,PF03460:PF13806:PF01855:PF04324:PF02898,2,3,2,0,1,311,0.67,1.0,1.0,0.82,2,2,0,0,312,1.0,1.0,1.0,1.0
PF01576,PF02736:PF00063:PF12460:PF14432:PF12036,8,22,8,0,14,292,0.36,0.96,1.0,0.59,3,3,5,0,306,1.0,0.98,0.38,0.61
PF14817,PF17167:PF15995:PF00073:PF02350:PF06792,2,4,1,1,3,309,0.25,0.99,0.5,0.35,0,0,2,0,312,0,0.99,0.0,0
PF15506,PF11697:PF01668:PF12318:PF12805:PF14512,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF01026,PF08619:PF05042:PF01238:PF01738:PF03328,4,8,4,0,4,306,0.5,0.99,1.0,0.7,2,2,2,0,310,1.0,0.99,0.5,0.7
PF02049,PF12724:PF02072:PF09673:PF07075:PF05418,1,1,0,1,1,312,0.0,0.99,0.0,-0.0,0,0,1,0,313,0,1.0,0.0,0
PF13768,PF08487:PF08473:PF08399:PF06668:PF15057,7,9,7,0,2,305,0.78,0.99,1.0,0.88,2,2,5,0,307,1.0,0.98,0.29,0.53
PF15219,PF03243:PF01337:PF08193:PF17064:PF06934,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF05189,PF01137:PF01523:PF01658:PF13280:PF06249,3,7,1,2,6,305,0.14,0.97,0.33,0.21,0,0,3,0,311,0,0.99,0.0,0
PF13550,PF17050:PF14534:PF10994:PF11493:PF17053,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF06146,PF04892:PF09699:PF00419:PF05981:PF01880,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF16500,PF13825:PF12188:PF01617:PF01032:PF16210,2,4,1,1,3,309,0.25,0.99,0.5,0.35,0,0,2,0,312,0,0.99,0.0,0
PF03601,PF05874:PF08642:PF15553:PF03749:PF03544,1,2,0,1,2,311,0.0,0.99,0.0,-0.0,0,0,1,0,313,0,1.0,0.0,0
PF16649,PF15211:PF15972:PF11630:PF15713:PF08792,1,0,0,1,0,313,0,1.0,0.0,0,0,0,1,0,313,0,1.0,0.0,0
PF15210,PF15683:PF15208:PF01478:PF15760:PF08808,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF11967,PF01514:PF01752:PF16449:PF17188:PF02565,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF14114,PF10566:PF07505:PF06007:PF06450:PF03428,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF09811,PF07816:PF13225:PF01632:PF07889:PF08641,2,5,1,1,4,308,0.2,0.98,0.5,0.31,0,0,2,0,312,0,0.99,0.0,0
PF10607,PF13765:PF13019:PF16906:PF08513:PF03226,6,14,6,0,8,300,0.43,0.97,1.0,0.65,2,1,5,1,307,0.5,0.98,0.17,0.28
PF02206,PF11548:PF14948:PF09414:PF16770:PF00533,2,11,2,0,9,303,0.18,0.97,1.0,0.42,1,1,1,0,312,1.0,1.0,0.5,0.71
PF14444,PF08729:PF14443:PF12509:PF14075:PF09497,1,4,1,0,3,310,0.25,0.99,1.0,0.5,0,0,1,0,313,0,1.0,0.0,0
PF12871,PF14849:PF11567:PF10576:PF01455:PF04187,1,2,0,1,2,311,0.0,0.99,0.0,-0.0,0,0,1,0,313,0,1.0,0.0,0
PF10338,PF10471:PF11623:PF02044:PF11282:PF09340,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF10559,PF00344:PF00101:PF14853:PF11960:PF10660,3,7,3,0,4,307,0.43,0.99,1.0,0.65,0,0,3,0,311,0,0.99,0.0,0
PF00736,PF10587:PF14768:PF14766:PF04921:PF05542,5,5,3,2,2,307,0.6,0.99,0.6,0.59,1,1,4,0,309,1.0,0.99,0.2,0.44
PF08843,PF11317:PF15088:PF07327:PF14519:PF02972,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF06303,PF02020:PF17146:PF01343:PF16321:PF05958,0,11,0,0,11,303,0.0,0.96,0,0,1,0,0,1,313,0.0,1.0,0,0
PF02797,PF00195:PF01333:PF07632:PF03951:PF00306,2,12,2,0,10,302,0.17,0.97,1.0,0.4,2,1,1,1,311,0.5,0.99,0.5,0.5
PF14878,PF14633:PF14635:PF14641:PF09371:PF14639,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF15883,PF07240:PF09252:PF00489:PF02393:PF15664,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF01373,PF05687:PF03181:PF00982:PF04859:PF02446,4,7,1,3,6,304,0.14,0.97,0.25,0.18,0,0,4,0,310,0,0.99,0.0,0
PF03789,PF12731:PF05722:PF12737:PF03791:PF07526,1,2,1,0,1,312,0.5,1.0,1.0,0.71,0,0,1,0,313,0,1.0,0.0,0
PF12878,PF12879:PF12887:PF05640:PF05177:PF15253,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF02805,PF00165:PF08639:PF14161:PF04422:PF15805,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF04842,PF17034:PF12036:PF13355:PF15627:PF15027,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF04295,PF08275:PF16976:PF00816:PF00455:PF12461,1,3,1,0,2,311,0.33,0.99,1.0,0.58,0,0,1,0,313,0,1.0,0.0,0
PF06862,PF03085:PF09746:PF08731:PF04037:PF04910,4,5,3,1,2,308,0.6,0.99,0.75,0.67,0,0,4,0,310,0,0.99,0.0,0
PF12597,PF06232:PF14774:PF06108:PF06541:PF00159,1,7,0,1,7,306,0.0,0.97,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF14252,PF06395:PF15720:PF15441:PF16523:PF03048,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF05162,PF16843:PF09055:PF04758:PF01020:PF12057,3,7,2,1,5,306,0.29,0.98,0.67,0.43,0,0,3,0,311,0,0.99,0.0,0
PF09084,PF02653:PF08402:PF05141:PF00528:PF12399,4,9,3,1,6,304,0.33,0.98,0.75,0.49,1,1,3,0,310,1.0,0.99,0.25,0.5
PF07333,PF11264:PF00537:PF06351:PF06232:PF15071,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF09229,PF08327:PF13339:PF11710:PF10312:PF03851,2,7,2,0,5,307,0.29,0.98,1.0,0.53,2,2,0,0,312,1.0,1.0,1.0,1.0
PF14779,PF07034:PF10022:PF14764:PF09822:PF10155,1,8,1,0,7,306,0.12,0.98,1.0,0.35,1,0,1,1,312,0.0,0.99,0.0,-0.0
PF06567,PF06566:PF10630:PF15467:PF05111:PF15064,0,4,0,0,4,310,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF14232,PF14231:PF08283:PF01228:PF00577:PF00345,0,4,0,0,4,310,0.0,0.99,0,0,1,0,0,1,313,0.0,1.0,0,0
PF00381,PF12477:PF06798:PF03241:PF06082:PF08808,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF03534,PF12256:PF12255:PF04196:PF09327:PF15518,1,1,1,0,0,313,1.0,1.0,1.0,1.0,0,0,1,0,313,0,1.0,0.0,0
PF02426,PF03831:PF08274:PF02719:PF16216:PF06995,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF10258,PF04004:PF10180:PF11250:PF09687:PF04090,2,8,1,1,7,305,0.12,0.97,0.5,0.24,0,0,2,0,312,0,0.99,0.0,0
PF11957,PF09034:PF01335:PF00531:PF10461:PF12721,0,7,0,0,7,307,0.0,0.98,0,0,0,0,0,0,314,0,1.0,0,0
PF03949,PF00390:PF04515:PF00456:PF02780:PF10022,2,7,2,0,5,307,0.29,0.98,1.0,0.53,2,1,1,1,311,0.5,0.99,0.5,0.5
PF09696,PF10244:PF05039:PF15370:PF15359:PF10780,2,3,0,2,3,309,0.0,0.98,0.0,-0.01,0,0,2,0,312,0,0.99,0.0,0
PF14826,PF08644:PF16188:PF01321:PF15801:PF05195,1,12,1,0,11,302,0.08,0.96,1.0,0.28,1,0,1,1,312,0.0,0.99,0.0,-0.0
PF13468,PF07961:PF08228:PF09232:PF03379:PF17124,3,2,1,2,1,310,0.5,0.99,0.33,0.4,0,0,3,0,311,0,0.99,0.0,0
PF16526,PF13545:PF08412:PF11879:PF10137:PF11933,3,2,1,2,1,310,0.5,0.99,0.33,0.4,1,1,2,0,311,1.0,0.99,0.33,0.58
PF01177,PF01230:PF02540:PF00795:PF01491:PF02416,3,10,2,1,8,303,0.2,0.97,0.67,0.36,3,2,1,1,310,0.67,0.99,0.67,0.66
PF08456,PF02572:PF13995:PF05100:PF13722:PF07499,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF05336,PF06711:PF06718:PF03323:PF16966:PF14616,2,3,1,1,2,310,0.33,0.99,0.5,0.4,1,1,1,0,312,1.0,1.0,0.5,0.71
PF08564,PF03234:PF08565:PF07334:PF08961:PF09775,1,4,1,0,3,310,0.25,0.99,1.0,0.5,0,0,1,0,313,0,1.0,0.0,0
PF17088,PF15036:PF15125:PF05558:PF05355:PF15055,0,6,0,0,6,308,0.0,0.98,0,0,0,0,0,0,314,0,1.0,0,0
PF14403,PF06355:PF02554:PF06074:PF02119:PF04671,0,5,0,0,5,309,0.0,0.98,0,0,0,0,0,0,314,0,1.0,0,0
PF03008,PF15471:PF12477:PF05309:PF04740:PF04965,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF05912,PF04402:PF00727:PF00714:PF03488:PF14672,2,2,1,1,1,311,0.5,0.99,0.5,0.5,1,0,2,1,311,0.0,0.99,0.0,-0.0
PF03152,PF15090:PF04699:PF11547:PF07260:PF12861,3,10,2,1,8,303,0.2,0.97,0.67,0.36,1,0,3,1,310,0.0,0.99,0.0,-0.01
PF06804,PF03412:PF07123:PF00950:PF01032:PF05936,1,7,1,0,6,307,0.14,0.98,1.0,0.37,0,0,1,0,313,0,1.0,0.0,0
PF15549,PF14986:PF15333:PF02950:PF08089:PF02941,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF05204,PF07157:PF07409:PF02305:PF11751:PF04196,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF10712,PF06723:PF10268:PF00012:PF14895:PF04450,0,10,0,0,10,304,0.0,0.97,0,0,0,0,0,0,314,0,1.0,0,0
PF16273,PF09032:PF05002:PF14050:PF04968:PF14849,0,5,0,0,5,309,0.0,0.98,0,0,0,0,0,0,314,0,1.0,0,0
PF10264,PF04182:PF14545:PF13945:PF07001:PF11261,1,4,1,0,3,310,0.25,0.99,1.0,0.5,0,0,1,0,313,0,1.0,0.0,0
PF15315,PF05135:PF15119:PF15776:PF15340:PF05797,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF04876,PF03178:PF10062:PF04976:PF07993:PF00342,0,9,0,0,9,305,0.0,0.97,0,0,2,0,0,2,312,0.0,0.99,0,0
PF04484,PF12023:PF07011:PF06351:PF06232:PF01716,1,7,0,1,7,306,0.0,0.97,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF15034,PF08501:PF01487:PF01488:PF01902:PF01042,0,6,0,0,6,308,0.0,0.98,0,0,2,0,0,2,312,0.0,0.99,0,0
PF15177,PF06679:PF14935:PF15260:PF02372:PF15187,2,3,0,2,3,309,0.0,0.98,0.0,-0.01,0,0,2,0,312,0,0.99,0.0,0
PF15474,PF07833:PF06114:PF11975:PF01914:PF10618,0,3,0,0,3,311,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF01084,PF00329:PF00886:PF00159:PF01058:PF00430,6,12,3,3,9,299,0.25,0.96,0.5,0.34,2,2,4,0,308,1.0,0.99,0.33,0.57
PF08126,PF15518:PF16888:PF13780:PF04740:PF16325,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF11995,PF13118:PF14739:PF13931:PF05762:PF09247,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF15273,PF15997:PF11261:PF15249:PF12509:PF12478,0,5,0,0,5,309,0.0,0.98,0,0,1,0,0,1,313,0.0,1.0,0,0
PF12640,PF17043:PF06852:PF02070:PF11581:PF12153,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF01238,PF01775:PF06172:PF00810:PF05995:PF12239,5,8,4,1,4,305,0.5,0.98,0.8,0.63,1,1,4,0,309,1.0,0.99,0.2,0.44
PF03118,PF01333:PF16639:PF01000:PF00306:PF03951,3,14,3,0,11,300,0.21,0.96,1.0,0.45,2,1,2,1,310,0.5,0.99,0.33,0.4
PF05292,PF06244:PF03878:PF01597:PF03350:PF07816,1,7,1,0,6,307,0.14,0.98,1.0,0.37,0,0,1,0,313,0,1.0,0.0,0
PF15830,PF16888:PF07157:PF03428:PF03925:PF14842,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF13722,PF07157:PF07409:PF03090:PF11751:PF03241,1,0,0,1,0,313,0,1.0,0.0,0,0,0,1,0,313,0,1.0,0.0,0
PF07204,PF11465:PF02158:PF03921:PF02480:PF02124,0,4,0,0,4,310,0.0,0.99,0,0,1,0,0,1,313,0.0,1.0,0,0
PF00297,PF01012:PF00252:PF00203:PF02585:PF00766,4,12,3,1,9,301,0.25,0.97,0.75,0.42,4,2,2,2,308,0.5,0.99,0.5,0.49
PF16178,PF04547:PF04842:PF14288:PF15027:PF13355,2,8,1,1,7,305,0.12,0.97,0.5,0.24,0,0,2,0,312,0,0.99,0.0,0
PF07348,PF16033:PF07105:PF07992:PF05613:PF00562,1,13,0,1,13,300,0.0,0.96,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF02682,PF02626:PF00289:PF02785:PF02436:PF08326,3,12,3,0,9,302,0.25,0.97,1.0,0.49,7,3,0,4,307,0.43,0.99,1.0,0.65
PF08724,PF14841:PF01913:PF16449:PF12019:PF06805,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF08518,PF16559:PF12205:PF03259:PF01412:PF16553,2,15,0,2,15,297,0.0,0.95,0.0,-0.02,0,0,2,0,312,0,0.99,0.0,0
PF14449,PF04740:PF16888:PF08453:PF05947:PF06826,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF08143,PF11627:PF12196:PF08081:PF12220:PF08080,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF10253,PF11510:PF14958:PF13559:PF14475:PF13230,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF08914,PF11626:PF06732:PF09197:PF16727:PF08605,3,4,2,1,2,309,0.5,0.99,0.67,0.57,0,0,3,0,311,0,0.99,0.0,0
PF04898,PF01645:PF00310:PF14691:PF01493:PF14721,1,6,1,0,5,308,0.17,0.98,1.0,0.4,1,1,0,0,313,1.0,1.0,1.0,1.0
PF08552,PF04934:PF15991:PF04729:PF02291:PF03479,1,11,0,1,11,302,0.0,0.96,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF01358,PF03618:PF17078:PF17017:PF15379:PF05874,0,0,0,0,0,314,0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF05326,PF08404:PF05666:PF06890:PF02465:PF06403,1,3,0,1,3,310,0.0,0.99,0.0,-0.01,0,0,1,0,313,0,1.0,0.0,0
PF13635,PF13390:PF01407:PF03814:PF09829:PF08535,0,2,0,0,2,312,0.0,0.99,0,0,0,0,0,0,314,0,1.0,0,0
PF03065,PF06355:PF09614:PF07192:PF15775:PF03888,0,1,0,0,1,313,0.0,1.0,0,0,0,0,0,0,314,0,1.0,0,0
PF16866,PF02008:PF12269:PF16987:PF02375:PF08429,1,13,1,0,12,301,0.08,0.96,1.0,0.27,2,0,1,2,311,0.0,0.99,0.0,-0.0
PF16644,PF08619:PF00999:PF02254:PF02080:PF06427,1,18,1,0,17,296,0.06,0.95,1.0,0.23,2,1,0,1,312,0.5,1.0,1.0,0.71
