ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00028,PF15974:PF01049:PF16319,47,8,8,39,0,956,1.0,0.96,0.17,0.17,0.4,1,1,46,0,956,1.0,0.95,0.02,0.02,0.14
PF00029,PF02076:PF03619:PF02116,8,29,5,3,24,971,0.17,0.97,0.62,0.62,0.32,4,3,5,1,994,0.75,0.99,0.38,0.38,0.53
PF00030,PF15327:PF02204:PF12171,17,64,9,8,55,931,0.14,0.94,0.53,0.53,0.25,14,5,12,9,977,0.36,0.98,0.29,0.29,0.31
PF00031,PF03067:PF08757:PF00635,9,50,5,4,45,949,0.1,0.95,0.56,0.56,0.22,10,2,7,8,986,0.2,0.99,0.22,0.22,0.2
PF00032,PF01253:PF04568:PF11790,11,32,2,9,30,962,0.06,0.96,0.18,0.18,0.09,6,1,10,5,987,0.17,0.99,0.09,0.09,0.12
PF00033,PF09754:PF17053:PF04716,10,15,0,10,15,978,0.0,0.98,0.0,0.0,-0.01,3,0,10,3,990,0.0,0.99,0.0,0.0,-0.01
PF00034,PF04707:PF02902:PF07062,17,77,11,6,66,920,0.14,0.93,0.65,0.65,0.28,4,2,15,2,984,0.5,0.98,0.12,0.12,0.24
PF00035,PF12171:PF00160:PF03732,54,128,35,19,93,856,0.27,0.89,0.65,0.65,0.37,36,21,33,15,934,0.58,0.95,0.39,0.39,0.45
PF00036,PF13833:PF13202:PF13405,37,95,30,7,65,901,0.32,0.93,0.81,0.81,0.48,43,24,13,19,947,0.56,0.97,0.65,0.65,0.59
PF00037,PF05572:PF15785:PF13360,16,41,6,10,35,952,0.15,0.96,0.38,0.38,0.21,5,2,14,3,984,0.4,0.98,0.12,0.12,0.22
PF00038,PF15247:PF16012:PF00687,22,30,8,14,22,959,0.27,0.96,0.36,0.36,0.29,3,2,20,1,980,0.67,0.98,0.09,0.09,0.24
PF00039,PF07173:PF02010:PF05572,3,25,1,2,24,976,0.04,0.97,0.33,0.33,0.11,4,1,2,3,997,0.25,1.0,0.33,0.33,0.29
PF00040,PF08719:PF07721:PF01547,20,41,6,14,35,948,0.15,0.95,0.3,0.3,0.19,4,1,19,3,980,0.25,0.98,0.05,0.05,0.1
PF00041,PF01682:PF16066:PF00102,89,58,35,54,23,891,0.6,0.92,0.39,0.39,0.45,8,8,81,0,914,1.0,0.92,0.09,0.09,0.29
PF00042,PF00338:PF04199:PF15320,23,37,11,12,26,954,0.3,0.96,0.48,0.48,0.36,11,6,17,5,975,0.55,0.98,0.26,0.26,0.37
PF00043,PF14497:PF00647:PF00620,48,100,32,16,68,887,0.32,0.92,0.67,0.67,0.42,23,17,31,6,949,0.74,0.96,0.35,0.35,0.5
PF00044,PF10206:PF08642:PF06925,28,6,4,24,2,973,0.67,0.97,0.14,0.14,0.3,1,1,27,0,975,1.0,0.97,0.04,0.04,0.19
PF00045,PF04886:PF15696:PF15337,26,14,6,20,8,969,0.43,0.97,0.23,0.23,0.3,1,1,25,0,977,1.0,0.98,0.04,0.04,0.19
PF00046,PF13676:PF04906:PF03761,94,28,18,76,10,899,0.64,0.91,0.19,0.19,0.32,4,3,91,1,908,0.75,0.91,0.03,0.03,0.14
PF00047,PF13895:PF12171:PF01342,36,62,23,13,39,928,0.37,0.95,0.64,0.64,0.46,11,9,27,2,965,0.82,0.97,0.25,0.25,0.44
PF00048,PF13564:PF10276:PF15046,13,13,3,10,10,980,0.23,0.98,0.23,0.23,0.22,0,0,13,0,990,0,0.99,0.0,0.0,0
PF00049,PF06027:PF15251:PF02301,8,18,1,7,17,978,0.06,0.98,0.12,0.12,0.07,3,1,7,2,993,0.33,0.99,0.12,0.12,0.2
PF00050,PF07648:PF09289:PF12171,19,63,14,5,49,935,0.22,0.95,0.74,0.74,0.39,6,3,16,3,981,0.5,0.98,0.16,0.16,0.27
PF00051,PF16977:PF07204:PF12171,34,49,16,18,33,936,0.33,0.95,0.47,0.47,0.37,3,2,32,1,968,0.67,0.97,0.06,0.06,0.19
PF00052,PF06008:PF00055:PF02488,13,25,10,3,15,975,0.4,0.98,0.77,0.77,0.55,3,3,10,0,990,1.0,0.99,0.23,0.23,0.48
PF00053,PF00052:PF00055:PF00054,38,32,27,11,5,960,0.84,0.98,0.71,0.71,0.77,15,14,24,1,964,0.93,0.98,0.37,0.37,0.58
PF00054,PF07721:PF08016:PF01547,15,50,8,7,42,946,0.16,0.95,0.53,0.53,0.27,4,2,13,2,986,0.5,0.99,0.13,0.13,0.25
PF00055,PF13961:PF05585:PF03546,24,36,7,17,29,950,0.19,0.95,0.29,0.29,0.22,5,4,20,1,978,0.8,0.98,0.17,0.17,0.36
PF00056,PF14671:PF05831:PF07470,24,24,5,19,19,960,0.21,0.96,0.21,0.21,0.19,1,1,23,0,979,1.0,0.98,0.04,0.04,0.2
PF00057,PF16915:PF01823:PF11630,74,22,14,60,8,921,0.64,0.93,0.19,0.19,0.32,1,1,73,0,929,1.0,0.93,0.01,0.01,0.11
PF00058,PF02488:PF15696:PF09249,21,2,0,21,2,980,0.0,0.98,0.0,0.0,-0.01,0,0,21,0,982,0,0.98,0.0,0.0,0
PF00059,PF07721:PF07245:PF01902,79,16,8,71,8,916,0.5,0.92,0.1,0.1,0.2,2,2,77,0,924,1.0,0.92,0.03,0.03,0.15
PF00060,PF08016:PF14719:PF03167,45,46,14,31,32,926,0.3,0.94,0.31,0.31,0.27,6,4,41,2,956,0.67,0.96,0.09,0.09,0.23
PF00061,PF05426:PF01963:PF13468,20,20,5,15,15,968,0.25,0.97,0.25,0.25,0.23,1,0,20,1,982,0.0,0.98,0.0,0.0,-0.0
PF00062,PF07762:PF09814:PF00379,8,46,6,2,40,955,0.13,0.96,0.75,0.75,0.3,11,4,4,7,988,0.36,0.99,0.5,0.5,0.42
PF00063,PF01107:PF14858:PF12820,71,6,3,68,3,929,0.5,0.93,0.04,0.04,0.13,0,0,71,0,932,0,0.93,0.0,0.0,0
PF00066,PF06446:PF02488:PF13698,13,0,0,13,0,990,0,0.99,0.0,0.0,0,0,0,13,0,990,0,0.99,0.0,0.0,0
PF00067,PF11721:PF13673:PF08923,175,35,27,148,8,820,0.77,0.84,0.15,0.15,0.3,6,6,169,0,828,1.0,0.83,0.03,0.03,0.17
PF00068,PF12274:PF15364:PF12697,10,67,4,6,63,930,0.06,0.93,0.4,0.4,0.13,6,1,9,5,988,0.17,0.99,0.1,0.1,0.12
PF00069,PF12678:PF08719:PF00566,339,99,77,262,22,642,0.78,0.72,0.23,0.23,0.31,15,14,325,1,663,0.93,0.67,0.04,0.04,0.16
PF00070,PF09759:PF12820:PF05295,4,9,0,4,9,990,0.0,0.99,0.0,0.0,-0.01,0,0,4,0,999,0,1.0,0.0,0.0,0
PF00071,PF01126:PF16054:PF07162,143,25,20,123,5,855,0.8,0.87,0.14,0.14,0.3,3,3,140,0,860,1.0,0.86,0.02,0.02,0.13
PF00072,PF12678:PF00638:PF13676,71,55,23,48,32,900,0.42,0.92,0.32,0.32,0.33,10,8,63,2,930,0.8,0.94,0.11,0.11,0.29
PF00073,PF11835:PF00606:PF14214,12,25,3,9,22,969,0.12,0.97,0.25,0.25,0.16,4,0,12,4,987,0.0,0.98,0.0,0.0,-0.01
PF00074,PF14622:PF04826:PF06632,2,25,1,1,24,977,0.04,0.98,0.5,0.5,0.14,2,1,1,1,1000,0.5,1.0,0.5,0.5,0.5
PF00075,PF13960:PF01400:PF01764,45,86,19,26,67,891,0.22,0.91,0.42,0.42,0.26,18,7,38,11,947,0.39,0.95,0.16,0.16,0.22
PF00076,PF04098:PF12171:PF00160,239,103,72,167,31,733,0.7,0.8,0.3,0.3,0.37,18,17,222,1,763,0.94,0.78,0.07,0.07,0.22
PF00077,PF08284:PF15913:PF05057,13,45,5,8,40,950,0.11,0.95,0.38,0.38,0.19,13,4,9,9,981,0.31,0.98,0.31,0.31,0.3
PF00078,PF10354:PF13963:PF05585,212,35,31,181,4,787,0.89,0.82,0.15,0.15,0.31,8,8,204,0,791,1.0,0.8,0.04,0.04,0.17
PF00079,PF07245:PF07721:PF08016,29,36,9,20,27,947,0.25,0.95,0.31,0.31,0.25,3,3,26,0,974,1.0,0.97,0.1,0.1,0.32
PF00080,PF08294:PF01667:PF11976,19,35,8,11,27,957,0.23,0.96,0.42,0.42,0.29,4,4,15,0,984,1.0,0.99,0.21,0.21,0.46
PF00081,PF09121:PF08441:PF06459,22,21,3,19,18,963,0.14,0.96,0.14,0.14,0.12,4,1,21,3,978,0.25,0.98,0.05,0.05,0.1
PF00082,PF13406:PF12171:PF02204,60,63,23,37,40,903,0.37,0.92,0.38,0.38,0.33,14,10,50,4,939,0.71,0.95,0.17,0.17,0.33
PF00083,PF14303:PF01757:PF00167,133,65,40,93,25,845,0.62,0.88,0.3,0.3,0.37,7,7,126,0,870,1.0,0.87,0.05,0.05,0.21
PF00084,PF13778:PF09014:PF00354,52,19,16,36,3,948,0.84,0.96,0.31,0.31,0.5,0,0,52,0,951,0,0.95,0.0,0.0,0
PF00085,PF12171:PF12879:PF00887,99,74,34,65,40,864,0.46,0.9,0.34,0.34,0.34,14,11,88,3,901,0.79,0.91,0.11,0.11,0.27
PF00086,PF12171:PF12879:PF15913,25,47,11,14,36,942,0.23,0.95,0.44,0.44,0.3,3,3,22,0,978,1.0,0.98,0.12,0.12,0.34
PF00088,PF11835:PF12814:PF07173,16,14,3,13,11,976,0.21,0.98,0.19,0.19,0.19,2,2,14,0,987,1.0,0.99,0.12,0.12,0.35
PF00089,PF07721:PF07245:PF08719,126,25,14,112,11,866,0.56,0.88,0.11,0.11,0.21,5,5,121,0,877,1.0,0.88,0.04,0.04,0.19
PF00090,PF05986:PF08685:PF01823,57,32,22,35,10,936,0.69,0.96,0.39,0.39,0.49,8,8,49,0,946,1.0,0.95,0.14,0.14,0.37
PF00091,PF16546:PF16692:PF06772,56,21,10,46,11,936,0.48,0.94,0.18,0.18,0.27,2,1,55,1,946,0.5,0.94,0.02,0.02,0.09
PF00092,PF02023:PF13176:PF14244,54,64,21,33,43,906,0.33,0.92,0.39,0.39,0.32,11,9,45,2,947,0.82,0.95,0.17,0.17,0.36
PF00093,PF04181:PF12171:PF03732,24,86,13,11,73,906,0.15,0.92,0.54,0.54,0.25,18,5,19,13,966,0.28,0.97,0.21,0.21,0.22
PF00094,PF01902:PF01547:PF04561,36,27,7,29,20,947,0.26,0.95,0.19,0.19,0.2,2,1,35,1,966,0.5,0.96,0.03,0.03,0.11
PF00095,PF02961:PF11630:PF06446,30,3,3,27,0,973,1.0,0.97,0.1,0.1,0.31,0,0,30,0,973,0,0.97,0.0,0.0,0
PF00097,PF10601:PF04822:PF10639,68,35,18,50,17,918,0.51,0.93,0.26,0.26,0.34,4,4,64,0,935,1.0,0.94,0.06,0.06,0.23
PF00098,PF00607:PF12171:PF00160,100,102,45,55,57,846,0.44,0.89,0.45,0.45,0.38,20,16,84,4,899,0.8,0.91,0.16,0.16,0.33
PF00100,PF01866:PF10269:PF12483,55,20,10,45,10,938,0.5,0.95,0.18,0.18,0.28,0,0,55,0,948,0,0.95,0.0,0.0,0
PF00101,PF00584:PF08144:PF08923,5,14,3,2,11,987,0.21,0.99,0.6,0.6,0.35,2,2,3,0,998,1.0,1.0,0.4,0.4,0.63
PF00102,PF08719:PF07245:PF16012,54,27,14,40,13,936,0.52,0.95,0.26,0.26,0.34,5,4,50,1,948,0.8,0.95,0.07,0.07,0.23
PF00103,PF00379:PF09398:PF08294,4,43,2,2,41,958,0.05,0.96,0.5,0.5,0.14,4,1,3,3,996,0.25,0.99,0.25,0.25,0.25
PF00104,PF02159:PF07717:PF08719,44,82,28,16,54,905,0.34,0.93,0.64,0.64,0.43,13,11,33,2,957,0.85,0.97,0.25,0.25,0.45
PF00105,PF06745:PF01595:PF00887,45,57,17,28,40,918,0.3,0.93,0.38,0.38,0.3,7,5,40,2,956,0.71,0.96,0.11,0.11,0.27
PF00106,PF01073:PF06941:PF01513,184,32,25,159,7,812,0.78,0.83,0.14,0.14,0.28,7,7,177,0,819,1.0,0.82,0.04,0.04,0.18
PF00107,PF16912:PF13823:PF08074,92,14,9,83,5,906,0.64,0.91,0.1,0.1,0.23,0,0,92,0,911,0,0.91,0.0,0.0,0
PF00108,PF08007:PF06459:PF09471,43,21,8,35,13,947,0.38,0.95,0.19,0.19,0.24,3,2,41,1,959,0.67,0.96,0.05,0.05,0.17
PF00109,PF01375:PF04843:PF07725,60,19,7,53,12,931,0.37,0.94,0.12,0.12,0.18,0,0,60,0,943,0,0.94,0.0,0.0,0
PF00110,PF07245:PF14521:PF00929,13,57,8,5,49,941,0.14,0.95,0.62,0.62,0.28,5,5,8,0,990,1.0,0.99,0.38,0.38,0.62
PF00111,PF12849:PF08477:PF00756,40,50,21,19,29,934,0.42,0.95,0.53,0.53,0.44,8,5,35,3,960,0.62,0.96,0.12,0.12,0.27
PF00112,PF12131:PF11341:PF14224,59,4,2,57,2,942,0.5,0.94,0.03,0.03,0.12,0,0,59,0,944,0,0.94,0.0,0.0,0
PF00113,PF14980:PF02425:PF02488,15,0,0,15,0,988,0,0.99,0.0,0.0,0,0,0,15,0,988,0,0.99,0.0,0.0,0
PF00114,PF02907:PF11066:PF07339,0,1,0,0,1,1002,0.0,1.0,0,0,0,0,0,0,0,1003,0,1.0,0,0,0
PF00115,PF01192:PF13020:PF01741,17,11,2,15,9,977,0.18,0.98,0.12,0.12,0.13,1,1,16,0,986,1.0,0.98,0.06,0.06,0.24
PF00116,PF13116:PF08719:PF00620,15,93,12,3,81,907,0.13,0.92,0.8,0.8,0.3,15,7,8,8,980,0.47,0.98,0.47,0.47,0.46
PF00117,PF12505:PF01764:PF08284,65,67,27,38,40,898,0.4,0.92,0.42,0.42,0.37,12,11,54,1,937,0.92,0.95,0.17,0.17,0.38
PF00118,PF07818:PF15308:PF08074,50,23,11,39,12,941,0.48,0.95,0.22,0.22,0.3,4,3,47,1,952,0.75,0.95,0.06,0.06,0.2
PF00119,PF12697:PF04103:PF12620,9,69,2,7,67,927,0.03,0.93,0.22,0.22,0.06,6,1,8,5,989,0.17,0.99,0.11,0.11,0.13
PF00120,PF02204:PF12171:PF11341,21,63,9,12,54,928,0.14,0.93,0.43,0.43,0.22,15,5,16,10,972,0.33,0.97,0.24,0.24,0.27
PF00121,PF09462:PF12807:PF04191,13,14,3,10,11,979,0.21,0.98,0.23,0.23,0.21,1,1,12,0,990,1.0,0.99,0.08,0.08,0.28
PF00122,PF15780:PF07725:PF06375,105,22,17,88,5,893,0.77,0.91,0.16,0.16,0.33,5,4,101,1,897,0.8,0.9,0.04,0.04,0.16
PF00123,PF04679:PF07717:PF08719,7,84,4,3,80,916,0.05,0.92,0.57,0.57,0.15,16,2,5,14,982,0.12,0.98,0.29,0.29,0.18
PF00124,PF15243:PF04367:PF00430,2,6,0,2,6,995,0.0,0.99,0.0,0.0,-0.0,1,0,2,1,1000,0.0,1.0,0.0,0.0,-0.0
PF00125,PF03297:PF13952:PF00488,46,49,21,25,28,929,0.43,0.95,0.46,0.46,0.41,3,3,43,0,957,1.0,0.96,0.07,0.07,0.25
PF00126,PF07114:PF03657:PF09419,6,17,2,4,15,982,0.12,0.98,0.33,0.33,0.19,5,2,4,3,994,0.4,0.99,0.33,0.33,0.36
PF00127,PF06766:PF10104:PF07200,3,19,1,2,18,982,0.05,0.98,0.33,0.33,0.13,3,0,3,3,997,0.0,0.99,0.0,0.0,-0.0
PF00128,PF12044:PF01328:PF08409,39,23,9,30,14,950,0.39,0.96,0.23,0.23,0.28,4,3,36,1,963,0.75,0.96,0.08,0.08,0.23
PF00129,PF00969:PF16497:PF16533,6,6,3,3,3,994,0.5,0.99,0.5,0.5,0.5,1,1,5,0,997,1.0,1.0,0.17,0.17,0.41
PF00130,PF00620:PF12013:PF14377,60,86,33,27,53,890,0.38,0.92,0.55,0.55,0.42,12,6,54,6,937,0.5,0.94,0.1,0.1,0.2
PF00131,PF00203:PF06320:PF16064,1,26,0,1,26,976,0.0,0.97,0.0,0.0,-0.01,5,0,1,5,997,0.0,0.99,0.0,0.0,-0.0
PF00132,PF08016:PF02301:PF01247,59,52,16,43,36,908,0.31,0.92,0.27,0.27,0.25,4,4,55,0,944,1.0,0.95,0.07,0.07,0.25
PF00133,PF02441:PF08510:PF17065,50,40,15,35,25,928,0.38,0.94,0.3,0.3,0.3,4,3,47,1,952,0.75,0.95,0.06,0.06,0.2
PF00134,PF09184:PF01764:PF10551,69,89,31,38,58,876,0.35,0.9,0.45,0.45,0.34,29,20,49,9,925,0.69,0.94,0.29,0.29,0.42
PF00135,PF02902:PF00235:PF13532,81,96,40,41,56,866,0.42,0.9,0.49,0.49,0.4,23,19,62,4,918,0.83,0.93,0.23,0.23,0.42
PF00136,PF01547:PF11766:PF08174,36,25,12,24,13,954,0.48,0.96,0.33,0.33,0.38,1,1,35,0,967,1.0,0.97,0.03,0.03,0.16
PF00137,PF08719:PF00620:PF07717,23,127,15,8,112,868,0.12,0.88,0.65,0.65,0.24,34,9,14,25,955,0.26,0.96,0.39,0.39,0.3
PF00139,PF07019:PF13495:PF01501,23,51,11,12,40,940,0.22,0.95,0.48,0.48,0.3,8,6,17,2,978,0.75,0.98,0.26,0.26,0.44
PF00140,PF07721:PF01966:PF15913,7,35,3,4,32,964,0.09,0.96,0.43,0.43,0.18,3,2,5,1,995,0.67,0.99,0.29,0.29,0.43
PF00141,PF11807:PF03583:PF02104,37,20,9,28,11,955,0.45,0.96,0.24,0.24,0.31,0,0,37,0,966,0,0.96,0.0,0.0,0
PF00142,PF00537:PF15172:PF16906,2,15,1,1,14,987,0.07,0.99,0.5,0.5,0.18,0,0,2,0,1001,0,1.0,0.0,0.0,0
PF00143,PF12680:PF12280:PF03045,1,19,0,1,19,983,0.0,0.98,0.0,0.0,-0.0,1,0,1,1,1001,0.0,1.0,0.0,0.0,-0.0
PF00144,PF07428:PF12435:PF02434,68,30,13,55,17,918,0.43,0.93,0.19,0.19,0.26,3,3,65,0,935,1.0,0.94,0.04,0.04,0.2
PF00145,PF08016:PF03133:PF02301,27,60,12,15,48,928,0.2,0.94,0.44,0.44,0.27,9,6,21,3,973,0.67,0.98,0.22,0.22,0.38
PF00146,PF04277:PF00379:PF09398,22,39,6,16,33,948,0.15,0.95,0.27,0.27,0.18,1,1,21,0,981,1.0,0.98,0.05,0.05,0.21
PF00147,PF07721:PF08719:PF07717,50,83,19,31,64,889,0.23,0.91,0.38,0.38,0.25,10,7,43,3,950,0.7,0.95,0.14,0.14,0.3
PF00148,PF15013:PF09792:PF01741,1,5,0,1,5,997,0.0,0.99,0.0,0.0,-0.0,0,0,1,0,1002,0,1.0,0.0,0.0,0
PF00149,PF00929:PF00379:PF14521,120,76,39,81,37,846,0.51,0.88,0.33,0.33,0.35,11,9,111,2,881,0.82,0.89,0.07,0.07,0.23
PF00150,PF03145:PF05919:PF17050,49,17,8,41,9,945,0.47,0.95,0.16,0.16,0.26,1,1,48,0,954,1.0,0.95,0.02,0.02,0.14
PF00151,PF13388:PF12849:PF10269,33,14,7,26,7,963,0.5,0.97,0.21,0.21,0.31,0,0,33,0,970,0,0.97,0.0,0.0,0
PF00152,PF09170:PF16900:PF07717,69,75,25,44,50,884,0.33,0.91,0.36,0.36,0.3,10,7,62,3,931,0.7,0.94,0.1,0.1,0.25
PF00153,PF05535:PF01342:PF16016,124,23,16,108,7,872,0.7,0.89,0.13,0.13,0.27,1,1,123,0,879,1.0,0.88,0.01,0.01,0.08
PF00154,PF08294:PF10639:PF05172,15,30,2,13,28,960,0.07,0.96,0.13,0.13,0.07,4,2,13,2,986,0.5,0.99,0.13,0.13,0.25
PF00155,PF13673:PF11721:PF04103,99,38,21,78,17,887,0.55,0.91,0.21,0.21,0.3,7,7,92,0,904,1.0,0.91,0.07,0.07,0.25
PF00156,PF01329:PF14469:PF01501,32,56,19,13,37,934,0.34,0.95,0.59,0.59,0.43,4,3,29,1,970,0.75,0.97,0.09,0.09,0.26
PF00157,PF04617:PF03826:PF10525,8,9,4,4,5,990,0.44,0.99,0.5,0.5,0.47,3,3,5,0,995,1.0,1.0,0.38,0.38,0.61
PF00158,PF13304:PF08284:PF13388,11,25,3,8,22,970,0.12,0.97,0.27,0.27,0.17,2,2,9,0,992,1.0,0.99,0.18,0.18,0.42
PF00159,PF11771:PF15052:PF06020,2,2,0,2,2,999,0.0,1.0,0.0,0.0,-0.0,0,0,2,0,1001,0,1.0,0.0,0.0,0
PF00160,PF10544:PF00620:PF04366,73,92,31,42,61,869,0.34,0.9,0.42,0.42,0.32,10,6,67,4,926,0.6,0.93,0.08,0.08,0.2
PF00161,PF08557:PF01022:PF07297,13,13,3,10,10,980,0.23,0.98,0.23,0.23,0.22,0,0,13,0,990,0,0.99,0.0,0.0,0
PF00162,PF02390:PF08613:PF01101,21,46,10,11,36,946,0.22,0.95,0.48,0.48,0.3,6,3,18,3,979,0.5,0.98,0.14,0.14,0.26
PF00163,PF02488:PF02024:PF11415,15,1,0,15,1,987,0.0,0.98,0.0,0.0,-0.0,0,0,15,0,988,0,0.99,0.0,0.0,0
PF00164,PF06624:PF07019:PF10639,10,31,3,7,28,965,0.1,0.97,0.3,0.3,0.16,5,1,9,4,989,0.2,0.99,0.1,0.1,0.14
PF00165,PF16495:PF13959:PF06220,6,50,5,1,45,952,0.1,0.95,0.83,0.83,0.28,11,4,2,7,990,0.36,0.99,0.67,0.67,0.49
PF00166,PF10551:PF09184:PF02019,16,62,10,6,52,935,0.16,0.94,0.62,0.62,0.3,6,3,13,3,984,0.5,0.98,0.19,0.19,0.3
PF00167,PF06687:PF15502:PF01876,9,18,3,6,15,979,0.17,0.98,0.33,0.33,0.23,3,2,7,1,993,0.67,0.99,0.22,0.22,0.38
PF00168,PF01902:PF02342:PF01547,130,27,18,112,9,864,0.67,0.88,0.14,0.14,0.27,4,4,126,0,873,1.0,0.87,0.03,0.03,0.16
PF00169,PF00620:PF00160:PF08719,136,131,75,61,56,811,0.57,0.88,0.55,0.55,0.49,34,29,107,5,862,0.85,0.89,0.21,0.21,0.39
PF00170,PF15247:PF01670:PF03036,33,19,7,26,12,958,0.37,0.96,0.21,0.21,0.26,1,1,32,0,970,1.0,0.97,0.03,0.03,0.17
PF00171,PF00379:PF09398:PF01501,105,67,30,75,37,861,0.45,0.89,0.29,0.29,0.3,12,9,96,3,895,0.75,0.9,0.09,0.09,0.23
PF00172,PF15292:PF09045:PF07691,136,15,8,128,7,860,0.53,0.87,0.06,0.06,0.14,1,1,135,0,867,1.0,0.87,0.01,0.01,0.08
PF00173,PF05141:PF02320:PF01661,87,42,23,64,19,897,0.55,0.92,0.26,0.26,0.34,8,6,81,2,914,0.75,0.92,0.07,0.07,0.21
PF00174,PF04909:PF04724:PF09414,20,41,9,11,32,951,0.22,0.96,0.45,0.45,0.29,10,5,15,5,978,0.5,0.98,0.25,0.25,0.34
PF00175,PF08608:PF08719:PF07717,62,83,27,35,56,885,0.33,0.91,0.44,0.44,0.33,14,12,50,2,939,0.86,0.95,0.19,0.19,0.39
