ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Hit Rate,Consensus MCC
PF17121,PF14824,2,5,0,2,5,1019,0.0,0.99,0.0,-0.0,5,0,2,5,1019,0.0,0.99,0.0,-0.0
PF06540,PF01296,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF01706,PF06834,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF11720,PF09183,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14144,PF02173,5,3,1,4,2,1019,0.33,0.99,0.2,0.26,3,1,4,2,1019,0.33,0.99,0.2,0.26
PF08098,PF03891,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF12382,PF14465,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF01093,PF02267,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF03078,PF02337,2,3,1,1,2,1022,0.33,1.0,0.5,0.41,3,1,1,2,1022,0.33,1.0,0.5,0.41
PF03095,PF04729,7,7,2,5,5,1014,0.29,0.99,0.29,0.28,7,2,5,5,1014,0.29,0.99,0.29,0.28
PF15697,PF06533,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF07172,PF15129,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF02627,PF12311,9,0,0,9,0,1017,0,0.99,0.0,0,0,0,9,0,1017,0,0.99,0.0,0
PF15661,PF08275,1,2,0,1,2,1023,0.0,1.0,0.0,-0.0,2,0,1,2,1023,0.0,1.0,0.0,-0.0
PF06736,PF08204,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14396,PF12399,2,3,1,1,2,1022,0.33,1.0,0.5,0.41,3,1,1,2,1022,0.33,1.0,0.5,0.41
PF03710,PF00419,1,3,0,1,3,1022,0.0,1.0,0.0,-0.0,3,0,1,3,1022,0.0,1.0,0.0,-0.0
PF09133,PF10033,3,5,0,3,5,1018,0.0,0.99,0.0,-0.0,5,0,3,5,1018,0.0,0.99,0.0,-0.0
PF04352,PF01752,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF05049,PF14946,6,0,0,6,0,1020,0,0.99,0.0,0,0,0,6,0,1020,0,0.99,0.0,0
PF01033,PF09412,7,8,3,4,5,1014,0.38,0.99,0.43,0.4,8,3,4,5,1014,0.38,0.99,0.43,0.4
PF08528,PF04090,4,1,0,4,1,1021,0.0,1.0,0.0,-0.0,1,0,4,1,1021,0.0,1.0,0.0,-0.0
PF04986,PF03050,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF02958,PF07914,15,7,1,14,6,1005,0.14,0.98,0.07,0.09,7,1,14,6,1005,0.14,0.98,0.07,0.09
PF10080,PF10634,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF07044,PF15633,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF05637,PF01786,11,6,1,10,5,1010,0.17,0.99,0.09,0.12,6,1,10,5,1010,0.17,0.99,0.09,0.12
PF11988,PF08744,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF11162,PF02217,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF14226,PF03171,26,25,22,4,3,997,0.88,0.99,0.85,0.86,25,22,4,3,997,0.88,0.99,0.85,0.86
PF01992,PF08061,3,0,0,3,0,1023,0,1.0,0.0,0,0,0,3,0,1023,0,1.0,0.0,0
PF11464,PF16696,10,0,0,10,0,1016,0,0.99,0.0,0,0,0,10,0,1016,0,0.99,0.0,0
PF05866,PF15082,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF00974,PF02465,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF12549,PF00351,1,12,1,0,11,1014,0.08,0.99,1.0,0.29,12,1,0,11,1014,0.08,0.99,1.0,0.29
PF15138,PF07400,5,1,0,5,1,1020,0.0,0.99,0.0,-0.0,1,0,5,1,1020,0.0,0.99,0.0,-0.0
PF05662,PF07409,5,0,0,5,0,1021,0,1.0,0.0,0,0,0,5,0,1021,0,1.0,0.0,0
PF08564,PF03234,4,4,3,1,1,1021,0.75,1.0,0.75,0.75,4,3,1,1,1021,0.75,1.0,0.75,0.75
PF04770,PF03479,3,3,0,3,3,1020,0.0,0.99,0.0,-0.0,3,0,3,3,1020,0.0,0.99,0.0,-0.0
PF02114,PF01784,6,1,0,6,1,1019,0.0,0.99,0.0,-0.0,1,0,6,1,1019,0.0,0.99,0.0,-0.0
PF14160,PF15805,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF15920,PF16704,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF17078,PF06485,2,1,0,2,1,1023,0.0,1.0,0.0,-0.0,1,0,2,1,1023,0.0,1.0,0.0,-0.0
PF06596,PF14998,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF00877,PF01810,6,6,0,6,6,1014,0.0,0.99,0.0,-0.01,6,0,6,6,1014,0.0,0.99,0.0,-0.01
PF12080,PF07499,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF04696,PF12511,5,5,3,2,2,1019,0.6,1.0,0.6,0.6,5,3,2,2,1019,0.6,1.0,0.6,0.6
PF06479,PF14593,7,2,1,6,1,1018,0.5,0.99,0.14,0.26,2,1,6,1,1018,0.5,0.99,0.14,0.26
PF01049,PF00028,4,37,3,1,34,988,0.08,0.97,0.75,0.24,37,3,1,34,988,0.08,0.97,0.75,0.24
PF03067,PF05335,11,2,1,10,1,1014,0.5,0.99,0.09,0.21,2,1,10,1,1014,0.5,0.99,0.09,0.21
PF09497,PF08729,4,3,1,3,2,1020,0.33,1.0,0.25,0.29,3,1,3,2,1020,0.33,1.0,0.25,0.29
PF08478,PF05467,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF06952,PF04754,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF05336,PF06711,2,1,1,1,0,1024,1.0,1.0,0.5,0.71,1,1,1,0,1024,1.0,1.0,0.5,0.71
PF12529,PF02485,1,11,1,0,10,1015,0.09,0.99,1.0,0.3,11,1,0,10,1015,0.09,0.99,1.0,0.3
PF14228,PF14222,2,2,2,0,0,1024,1.0,1.0,1.0,1.0,2,2,0,0,1024,1.0,1.0,1.0,1.0
PF06011,PF06333,9,3,1,8,2,1015,0.33,0.99,0.11,0.19,3,1,8,2,1015,0.33,0.99,0.11,0.19
PF16112,PF14114,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF16840,PF15318,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF08082,PF10598,7,6,6,1,0,1019,1.0,1.0,0.86,0.93,6,6,1,0,1019,1.0,1.0,0.86,0.93
PF10596,PF10597,8,6,6,2,0,1018,1.0,1.0,0.75,0.87,6,6,2,0,1018,1.0,1.0,0.75,0.87
PF04818,PF01805,23,21,8,15,13,990,0.38,0.97,0.35,0.35,21,8,15,13,990,0.38,0.97,0.35,0.35
PF01827,PF07735,6,6,0,6,6,1014,0.0,0.99,0.0,-0.01,6,0,6,6,1014,0.0,0.99,0.0,-0.01
PF11038,PF12385,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF04762,PF16940,7,2,0,7,2,1017,0.0,0.99,0.0,-0.0,2,0,7,2,1017,0.0,0.99,0.0,-0.0
PF01387,PF15252,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14948,PF11548,2,4,2,0,2,1022,0.5,1.0,1.0,0.71,4,2,0,2,1022,0.5,1.0,1.0,0.71
PF06452,PF08792,4,1,0,4,1,1021,0.0,1.0,0.0,-0.0,1,0,4,1,1021,0.0,1.0,0.0,-0.0
PF06240,PF04290,3,2,2,1,0,1023,1.0,1.0,0.67,0.82,2,2,1,0,1023,1.0,1.0,0.67,0.82
PF00356,PF00532,9,5,5,4,0,1017,1.0,1.0,0.56,0.74,5,5,4,0,1017,1.0,1.0,0.56,0.74
PF01337,PF16836,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF10334,PF10337,5,6,5,0,1,1020,0.83,1.0,1.0,0.91,6,5,0,1,1020,0.83,1.0,1.0,0.91
PF14973,PF15249,4,5,0,4,5,1017,0.0,0.99,0.0,-0.0,5,0,4,5,1017,0.0,0.99,0.0,-0.0
PF01558,PF17147,3,3,3,0,0,1023,1.0,1.0,1.0,1.0,3,3,0,0,1023,1.0,1.0,1.0,1.0
PF03966,PF05365,10,3,0,10,3,1013,0.0,0.99,0.0,-0.01,3,0,10,3,1013,0.0,0.99,0.0,-0.01
PF01312,PF17193,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF01676,PF06415,10,1,1,9,0,1016,1.0,0.99,0.1,0.31,1,1,9,0,1016,1.0,0.99,0.1,0.31
PF10672,PF12955,1,1,0,1,1,1024,0.0,1.0,0.0,-0.0,1,0,1,1,1024,0.0,1.0,0.0,-0.0
PF06544,PF01205,9,18,3,6,15,1002,0.17,0.98,0.33,0.23,18,3,6,15,1002,0.17,0.98,0.33,0.23
PF10278,PF02605,2,1,0,2,1,1023,0.0,1.0,0.0,-0.0,1,0,2,1,1023,0.0,1.0,0.0,-0.0
PF07956,PF15302,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF10146,PF14931,1,1,0,1,1,1024,0.0,1.0,0.0,-0.0,1,0,1,1,1024,0.0,1.0,0.0,-0.0
PF02778,PF01974,4,10,4,0,6,1016,0.4,0.99,1.0,0.63,10,4,0,6,1016,0.4,0.99,1.0,0.63
PF12628,PF06724,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF01168,PF14031,16,4,4,12,0,1010,1.0,0.99,0.25,0.5,4,4,12,0,1010,1.0,0.99,0.25,0.5
PF05686,PF04777,19,19,7,12,12,995,0.37,0.98,0.37,0.36,19,7,12,12,995,0.37,0.98,0.37,0.36
PF01228,PF02901,1,2,1,0,1,1024,0.5,1.0,1.0,0.71,2,1,0,1,1024,0.5,1.0,1.0,0.71
PF14317,PF12608,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF03907,PF17078,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF07892,PF16350,1,10,1,0,9,1016,0.1,0.99,1.0,0.31,10,1,0,9,1016,0.1,0.99,1.0,0.31
PF11515,PF03256,4,12,4,0,8,1014,0.33,0.99,1.0,0.58,12,4,0,8,1014,0.33,0.99,1.0,0.58
PF00060,PF10613,35,24,22,13,2,989,0.92,0.99,0.63,0.75,24,22,13,2,989,0.92,0.99,0.63,0.75
PF06825,PF03386,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF16136,PF07897,1,1,1,0,0,1025,1.0,1.0,1.0,1.0,1,1,0,0,1025,1.0,1.0,1.0,1.0
PF10601,PF07816,9,0,0,9,0,1017,0,0.99,0.0,0,0,0,9,0,1017,0,0.99,0.0,0
PF08074,PF06461,8,8,8,0,0,1018,1.0,1.0,1.0,1.0,8,8,0,0,1018,1.0,1.0,1.0,1.0
PF12482,PF06357,2,2,0,2,2,1022,0.0,1.0,0.0,-0.0,2,0,2,2,1022,0.0,1.0,0.0,-0.0
PF14469,PF15172,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF02100,PF08559,3,4,0,3,4,1019,0.0,0.99,0.0,-0.0,4,0,3,4,1019,0.0,0.99,0.0,-0.0
PF08900,PF01778,0,9,0,0,9,1017,0.0,0.99,0,0,9,0,0,9,1017,0.0,0.99,0,0
PF15519,PF12220,7,1,0,7,1,1018,0.0,0.99,0.0,-0.0,1,0,7,1,1018,0.0,0.99,0.0,-0.0
PF09216,PF08642,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF06739,PF15817,1,1,1,0,0,1025,1.0,1.0,1.0,1.0,1,1,0,0,1025,1.0,1.0,1.0,1.0
PF11929,PF09372,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF02431,PF03386,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF16679,PF08839,7,8,6,1,2,1017,0.75,1.0,0.86,0.8,8,6,1,2,1017,0.75,1.0,0.86,0.8
PF03184,PF03221,30,26,18,12,8,988,0.69,0.98,0.6,0.63,26,18,12,8,988,0.69,0.98,0.6,0.63
PF16492,PF08374,1,1,1,0,0,1025,1.0,1.0,1.0,1.0,1,1,0,0,1025,1.0,1.0,1.0,1.0
PF16686,PF02765,2,5,2,0,3,1021,0.4,1.0,1.0,0.63,5,2,0,3,1021,0.4,1.0,1.0,0.63
PF15200,PF17076,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF06680,PF01161,0,18,0,0,18,1008,0.0,0.98,0,0,18,0,0,18,1008,0.0,0.98,0,0
PF08757,PF10042,1,1,0,1,1,1024,0.0,1.0,0.0,-0.0,1,0,1,1,1024,0.0,1.0,0.0,-0.0
PF05139,PF09424,2,2,0,2,2,1022,0.0,1.0,0.0,-0.0,2,0,2,2,1022,0.0,1.0,0.0,-0.0
PF17136,PF01777,6,10,2,4,8,1012,0.2,0.99,0.33,0.25,10,2,4,8,1012,0.2,0.99,0.33,0.25
PF17027,PF10618,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF03151,PF04230,22,1,0,22,1,1003,0.0,0.98,0.0,-0.0,1,0,22,1,1003,0.0,0.98,0.0,-0.0
PF00393,PF03446,9,17,8,1,9,1008,0.47,0.99,0.89,0.64,17,8,1,9,1008,0.47,0.99,0.89,0.64
PF15844,PF08116,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF02456,PF03845,1,5,0,1,5,1020,0.0,0.99,0.0,-0.0,5,0,1,5,1020,0.0,0.99,0.0,-0.0
PF03982,PF12146,11,29,5,6,24,991,0.17,0.97,0.45,0.27,29,5,6,24,991,0.17,0.97,0.45,0.27
PF10505,PF09733,6,5,0,6,5,1015,0.0,0.99,0.0,-0.01,5,0,6,5,1015,0.0,0.99,0.0,-0.01
PF01841,PF00868,16,3,3,13,0,1010,1.0,0.99,0.19,0.43,3,3,13,0,1010,1.0,0.99,0.19,0.43
PF12778,PF17206,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF04978,PF02873,2,2,1,1,1,1023,0.5,1.0,0.5,0.5,2,1,1,1,1023,0.5,1.0,0.5,0.5
PF01265,PF09468,7,2,0,7,2,1017,0.0,0.99,0.0,-0.0,2,0,7,2,1017,0.0,0.99,0.0,-0.0
PF00114,PF01580,1,2,0,1,2,1023,0.0,1.0,0.0,-0.0,2,0,1,2,1023,0.0,1.0,0.0,-0.0
PF02758,PF14484,5,7,3,2,4,1017,0.43,0.99,0.6,0.5,7,3,2,4,1017,0.43,0.99,0.6,0.5
PF02497,PF10380,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF03015,PF07993,16,30,15,1,15,995,0.5,0.98,0.94,0.68,30,15,1,15,995,0.5,0.98,0.94,0.68
PF01801,PF12246,1,3,0,1,3,1022,0.0,1.0,0.0,-0.0,3,0,1,3,1022,0.0,1.0,0.0,-0.0
PF08808,PF15281,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF00893,PF11363,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF08445,PF06021,5,2,1,4,1,1020,0.5,1.0,0.2,0.31,2,1,4,1,1020,0.5,1.0,0.2,0.31
PF11380,PF17101,2,0,0,2,0,1024,0,1.0,0.0,0,0,0,2,0,1024,0,1.0,0.0,0
PF07112,PF07390,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF02747,PF00705,10,8,8,2,0,1016,1.0,1.0,0.8,0.89,8,8,2,0,1016,1.0,1.0,0.8,0.89
PF06832,PF04355,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF11956,PF03520,2,5,2,0,3,1021,0.4,1.0,1.0,0.63,5,2,0,3,1021,0.4,1.0,1.0,0.63
PF02899,PF13356,5,4,2,3,2,1019,0.5,1.0,0.4,0.44,4,2,3,2,1019,0.5,1.0,0.4,0.44
PF06658,PF04176,1,6,1,0,5,1020,0.17,1.0,1.0,0.41,6,1,0,5,1020,0.17,1.0,1.0,0.41
PF02670,PF13288,8,3,2,6,1,1017,0.67,0.99,0.25,0.41,3,2,6,1,1017,0.67,0.99,0.25,0.41
PF00561,PF12146,55,29,20,35,9,962,0.69,0.96,0.36,0.48,29,20,35,9,962,0.69,0.96,0.36,0.48
PF09030,PF08214,5,12,5,0,7,1014,0.42,0.99,1.0,0.64,12,5,0,7,1014,0.42,0.99,1.0,0.64
PF16846,PF08493,1,4,1,0,3,1022,0.25,1.0,1.0,0.5,4,1,0,3,1022,0.25,1.0,1.0,0.5
PF08195,PF05811,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF17050,PF15556,2,1,0,2,1,1023,0.0,1.0,0.0,-0.0,1,0,2,1,1023,0.0,1.0,0.0,-0.0
PF07428,PF03553,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF09404,PF12904,8,0,0,8,0,1018,0,0.99,0.0,0,0,0,8,0,1018,0,0.99,0.0,0
PF05542,PF02470,0,2,0,0,2,1024,0.0,1.0,0,0,2,0,0,2,1024,0.0,1.0,0,0
PF12602,PF11751,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF02284,PF05915,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF09607,PF04236,4,1,0,4,1,1021,0.0,1.0,0.0,-0.0,1,0,4,1,1021,0.0,1.0,0.0,-0.0
PF13266,PF06683,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF07661,PF04717,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF11652,PF15379,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF04559,PF03865,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF05823,PF01674,1,5,0,1,5,1020,0.0,0.99,0.0,-0.0,5,0,1,5,1020,0.0,0.99,0.0,-0.0
PF12054,PF08658,3,7,0,3,7,1016,0.0,0.99,0.0,-0.0,7,0,3,7,1016,0.0,0.99,0.0,-0.0
PF11025,PF02915,0,1,0,0,1,1025,0.0,1.0,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF00508,PF15052,3,1,0,3,1,1022,0.0,1.0,0.0,-0.0,1,0,3,1,1022,0.0,1.0,0.0,-0.0
PF14077,PF15512,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF08164,PF16174,6,0,0,6,0,1020,0,0.99,0.0,0,0,0,6,0,1020,0,0.99,0.0,0
PF06045,PF14683,1,10,1,0,9,1016,0.1,0.99,1.0,0.31,10,1,0,9,1016,0.1,0.99,1.0,0.31
PF04069,PF12911,5,3,1,4,2,1019,0.33,0.99,0.2,0.26,3,1,4,2,1019,0.33,0.99,0.2,0.26
PF05145,PF04046,1,4,0,1,4,1021,0.0,1.0,0.0,-0.0,4,0,1,4,1021,0.0,1.0,0.0,-0.0
PF04857,PF08675,13,1,1,12,0,1013,1.0,0.99,0.08,0.28,1,1,12,0,1013,1.0,0.99,0.08,0.28
PF08336,PF13640,6,29,5,1,24,996,0.17,0.98,0.83,0.37,29,5,1,24,996,0.17,0.98,0.83,0.37
