ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00030,PF15327:PF02204:PF12171:PF11341:PF02025,7,13,3,4,10,295,0.23,0.96,0.43,0.43,0.29,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00031,PF03067:PF08757:PF00635:PF08016:PF08214,4,21,3,1,18,290,0.14,0.94,0.75,0.75,0.31,2,1,3,1,307,0.5,0.99,0.25,0.25,0.35
PF00032,PF01253:PF04568:PF11790:PF02826:PF10601,4,16,2,2,14,294,0.12,0.95,0.5,0.5,0.23,2,1,3,1,307,0.5,0.99,0.25,0.25,0.35
PF00033,PF09754:PF17053:PF04716:PF01668:PF15842,4,6,1,3,5,303,0.17,0.97,0.25,0.25,0.19,0,0,4,0,308,0,0.99,0.0,0.0,0
PF00034,PF04707:PF02902:PF07062:PF01501:PF10601,5,21,4,1,17,290,0.19,0.94,0.8,0.8,0.37,4,1,4,3,304,0.25,0.98,0.2,0.2,0.21
PF00035,PF12171:PF00160:PF03732:PF00620:PF03359,9,37,6,3,31,272,0.16,0.89,0.67,0.67,0.29,5,5,4,0,303,1.0,0.99,0.56,0.56,0.74
PF00036,PF13833:PF13202:PF13405:PF12171:PF02204,7,26,5,2,21,284,0.19,0.93,0.71,0.71,0.35,5,5,2,0,305,1.0,0.99,0.71,0.71,0.84
PF00037,PF05572:PF15785:PF13360:PF07173:PF12145,3,9,2,1,7,302,0.22,0.97,0.67,0.67,0.38,4,2,1,2,307,0.5,0.99,0.67,0.67,0.57
PF00038,PF15247:PF16012:PF00687:PF10419:PF04679,12,17,5,7,12,288,0.29,0.94,0.42,0.42,0.32,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4
PF00039,PF07173:PF02010:PF05572:PF15739:PF08242,1,11,1,0,10,301,0.09,0.97,1.0,1.0,0.3,4,0,1,4,307,0.0,0.98,0.0,0.0,-0.01
PF00040,PF08719:PF07721:PF01547:PF06398:PF00354,5,12,3,2,9,298,0.25,0.96,0.6,0.6,0.37,2,2,3,0,307,1.0,0.99,0.4,0.4,0.63
PF00041,PF01682:PF16066:PF00102:PF12171:PF00147,18,30,10,8,20,274,0.33,0.91,0.56,0.56,0.39,4,4,14,0,294,1.0,0.96,0.22,0.22,0.46
PF00042,PF00338:PF04199:PF15320:PF01791:PF10185,7,11,4,3,7,298,0.36,0.97,0.57,0.57,0.44,1,1,6,0,305,1.0,0.98,0.14,0.14,0.37
PF00043,PF14497:PF00647:PF00620:PF12171:PF08074,9,27,6,3,21,282,0.22,0.92,0.67,0.67,0.36,3,3,6,0,303,1.0,0.98,0.33,0.33,0.57
PF00044,PF10206:PF08642:PF06925:PF16180:PF13971,2,5,1,1,4,306,0.2,0.98,0.5,0.5,0.31,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00045,PF04886:PF15696:PF15337:PF11341:PF02025,7,7,4,3,3,302,0.57,0.98,0.57,0.57,0.56,0,0,7,0,305,0,0.98,0.0,0.0,0
PF00046,PF13676:PF04906:PF03761:PF04801:PF03824,23,8,5,18,3,286,0.62,0.93,0.22,0.22,0.34,1,1,22,0,289,1.0,0.93,0.04,0.04,0.2
PF00047,PF13895:PF12171:PF01342:PF16016:PF07535,7,17,5,2,12,293,0.29,0.96,0.71,0.71,0.44,2,2,5,0,305,1.0,0.98,0.29,0.29,0.53
PF00048,PF13564:PF10276:PF15046:PF09802:PF03298,4,5,2,2,3,305,0.4,0.98,0.5,0.5,0.44,0,0,4,0,308,0,0.99,0.0,0.0,0
PF00049,PF06027:PF15251:PF02301:PF15247:PF09815,2,10,1,1,9,301,0.1,0.97,0.5,0.5,0.21,1,1,1,0,310,1.0,1.0,0.5,0.5,0.71
PF00050,PF07648:PF09289:PF12171:PF00160:PF14244,2,21,2,0,19,291,0.1,0.94,1.0,1.0,0.3,3,0,2,3,307,0.0,0.98,0.0,0.0,-0.01
PF00051,PF16977:PF07204:PF12171:PF00620:PF00354,4,26,3,1,23,285,0.12,0.92,0.75,0.75,0.27,3,2,2,1,307,0.67,0.99,0.5,0.5,0.57
PF00052,PF06008:PF00055:PF02488:PF02024:PF11415,5,8,5,0,3,304,0.62,0.99,1.0,1.0,0.79,0,0,5,0,307,0,0.98,0.0,0.0,0
PF00053,PF00052:PF00055:PF00054:PF06008:PF12171,7,17,7,0,10,295,0.41,0.97,1.0,1.0,0.63,4,4,3,0,305,1.0,0.99,0.57,0.57,0.75
PF00054,PF07721:PF08016:PF01547:PF08719:PF03133,7,19,5,2,14,291,0.26,0.95,0.71,0.71,0.41,2,2,5,0,305,1.0,0.98,0.29,0.29,0.53
PF00055,PF13961:PF05585:PF03546:PF04843:PF10579,7,10,3,4,7,298,0.3,0.96,0.43,0.43,0.34,1,1,6,0,305,1.0,0.98,0.14,0.14,0.37
PF00056,PF14671:PF05831:PF07470:PF12824:PF05677,6,4,3,3,1,305,0.75,0.99,0.5,0.5,0.61,0,0,6,0,306,0,0.98,0.0,0.0,0
PF00057,PF16915:PF01823:PF11630:PF02488:PF06446,16,4,4,12,0,296,1.0,0.96,0.25,0.25,0.49,0,0,16,0,296,0,0.95,0.0,0.0,0
PF00058,PF02488:PF15696:PF09249:PF14025:PF15337,8,4,2,6,2,302,0.5,0.97,0.25,0.25,0.34,0,0,8,0,304,0,0.97,0.0,0.0,0
PF00059,PF07721:PF07245:PF01902:PF08016:PF01547,14,11,4,10,7,291,0.36,0.95,0.29,0.29,0.29,1,1,13,0,298,1.0,0.96,0.07,0.07,0.26
PF00060,PF08016:PF14719:PF03167:PF02301:PF04679,6,17,4,2,13,293,0.24,0.95,0.67,0.67,0.38,2,2,4,0,306,1.0,0.99,0.33,0.33,0.57
PF00061,PF05426:PF01963:PF13468:PF15680:PF04826,6,6,2,4,4,302,0.33,0.97,0.33,0.33,0.32,1,0,6,1,305,0.0,0.98,0.0,0.0,-0.01
PF00062,PF07762:PF09814:PF00379:PF00929:PF14521,4,15,3,1,12,296,0.2,0.96,0.75,0.75,0.37,3,1,3,2,306,0.33,0.98,0.25,0.25,0.28
PF00063,PF01107:PF14858:PF12820:PF06398:PF01375,20,5,3,17,2,290,0.6,0.94,0.15,0.15,0.28,2,2,18,0,292,1.0,0.94,0.1,0.1,0.31
PF00066,PF06446:PF02488:PF13698:PF02024:PF11415,5,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01,0,0,5,0,307,0,0.98,0.0,0.0,0
PF00067,PF11721:PF13673:PF08923:PF04241:PF05088,37,9,5,32,4,271,0.56,0.88,0.14,0.14,0.23,1,1,36,0,275,1.0,0.88,0.03,0.03,0.15
PF00068,PF12274:PF15364:PF12697:PF02520:PF07841,2,9,2,0,7,303,0.22,0.98,1.0,1.0,0.47,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00069,PF12678:PF08719:PF00566:PF05640:PF00169,86,46,32,54,14,212,0.7,0.78,0.37,0.37,0.39,5,5,81,0,226,1.0,0.74,0.06,0.06,0.21
PF00070,PF09759:PF12820:PF05295:PF12453:PF15785,1,2,1,0,1,310,0.5,1.0,1.0,1.0,0.71,0,0,1,0,311,0,1.0,0.0,0.0,0
PF00071,PF01126:PF16054:PF07162:PF10155:PF15311,30,8,5,25,3,279,0.62,0.91,0.17,0.17,0.29,1,1,29,0,282,1.0,0.91,0.03,0.03,0.17
PF00072,PF12678:PF00638:PF13676:PF02816:PF12171,10,20,6,4,14,288,0.3,0.94,0.6,0.6,0.4,5,5,5,0,302,1.0,0.98,0.5,0.5,0.7
PF00073,PF11835:PF00606:PF14214:PF06869:PF05380,2,14,1,1,13,297,0.07,0.96,0.5,0.5,0.18,1,0,2,1,309,0.0,0.99,0.0,0.0,-0.0
PF00074,PF14622:PF04826:PF06632:PF04822:PF01196,0,7,0,0,7,305,0.0,0.98,0,0,0,0,0,0,0,312,0,1.0,0,0,0
PF00075,PF13960:PF01400:PF01764:PF04664:PF06999,13,19,5,8,14,285,0.26,0.93,0.38,0.38,0.28,2,2,11,0,299,1.0,0.96,0.15,0.15,0.39
PF00076,PF04098:PF12171:PF00160:PF01985:PF07535,53,19,10,43,9,250,0.53,0.83,0.19,0.19,0.24,1,1,52,0,259,1.0,0.83,0.02,0.02,0.13
PF00077,PF08284:PF15913:PF05057:PF12819:PF13961,3,9,1,2,8,301,0.11,0.97,0.33,0.33,0.18,2,1,2,1,308,0.5,0.99,0.33,0.33,0.4
PF00078,PF10354:PF13963:PF05585:PF13961:PF07715,46,12,7,39,5,261,0.58,0.86,0.15,0.15,0.25,2,2,44,0,266,1.0,0.86,0.04,0.04,0.19
PF00079,PF07245:PF07721:PF08016:PF03176:PF08174,7,10,3,4,7,298,0.3,0.96,0.43,0.43,0.34,1,1,6,0,305,1.0,0.98,0.14,0.14,0.37
PF00080,PF08294:PF01667:PF11976:PF10639:PF04135,5,14,3,2,11,296,0.21,0.96,0.6,0.6,0.34,3,1,4,2,305,0.33,0.98,0.2,0.2,0.25
PF00081,PF09121:PF08441:PF06459:PF12829:PF09818,2,8,0,2,8,302,0.0,0.97,0.0,0.0,-0.01,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00082,PF13406:PF12171:PF02204:PF13176:PF00610,10,20,4,6,16,286,0.2,0.93,0.4,0.4,0.25,3,2,8,1,301,0.67,0.97,0.2,0.2,0.36
PF00083,PF14303:PF01757:PF00167:PF02953:PF14822,25,16,10,15,6,281,0.62,0.93,0.4,0.4,0.47,3,3,22,0,287,1.0,0.93,0.12,0.12,0.33
PF00084,PF13778:PF09014:PF00354:PF00431:PF11630,10,13,7,3,6,296,0.54,0.97,0.7,0.7,0.6,1,1,9,0,302,1.0,0.97,0.1,0.1,0.31
PF00085,PF12171:PF12879:PF00887:PF01555:PF15913,22,14,6,16,8,282,0.43,0.92,0.27,0.27,0.3,1,1,21,0,290,1.0,0.93,0.05,0.05,0.21
PF00086,PF12171:PF12879:PF15913:PF00887:PF02023,6,14,4,2,10,296,0.29,0.96,0.67,0.67,0.42,3,2,4,1,305,0.67,0.98,0.33,0.33,0.46
PF00088,PF11835:PF12814:PF07173:PF12862:PF01375,4,12,3,1,9,299,0.25,0.97,0.75,0.75,0.42,1,0,4,1,307,0.0,0.98,0.0,0.0,-0.01
PF00089,PF07721:PF07245:PF08719:PF08016:PF00176,18,40,12,6,28,266,0.3,0.89,0.67,0.67,0.4,1,1,17,0,294,1.0,0.95,0.06,0.06,0.23
PF00090,PF05986:PF08685:PF01823:PF15913:PF01421,10,11,9,1,2,300,0.82,0.99,0.9,0.9,0.85,3,3,7,0,302,1.0,0.98,0.3,0.3,0.54
PF00091,PF16546:PF16692:PF06772:PF13423:PF09713,17,8,4,13,4,291,0.5,0.95,0.24,0.24,0.32,1,1,16,0,295,1.0,0.95,0.06,0.06,0.24
PF00092,PF02023:PF13176:PF14244:PF15913:PF03732,12,15,6,6,9,291,0.4,0.95,0.5,0.5,0.42,4,4,8,0,300,1.0,0.97,0.33,0.33,0.57
PF00093,PF04181:PF12171:PF03732:PF02023:PF14244,6,18,4,2,14,292,0.22,0.95,0.67,0.67,0.37,4,3,3,1,305,0.75,0.99,0.5,0.5,0.61
PF00094,PF01902:PF01547:PF04561:PF06398:PF12820,8,5,1,7,4,300,0.2,0.96,0.12,0.12,0.14,1,0,8,1,303,0.0,0.97,0.0,0.0,-0.01
PF00095,PF02961:PF11630:PF06446:PF13698:PF11341,8,2,1,7,1,303,0.5,0.97,0.12,0.12,0.24,0,0,8,0,304,0,0.97,0.0,0.0,0
PF00097,PF10601:PF04822:PF10639:PF13908:PF04826,16,7,3,13,4,292,0.43,0.95,0.19,0.19,0.26,0,0,16,0,296,0,0.95,0.0,0.0,0
PF00098,PF00607:PF12171:PF00160:PF01985:PF00620,16,33,8,8,25,271,0.24,0.89,0.5,0.5,0.3,5,4,12,1,295,0.8,0.96,0.25,0.25,0.43
PF00100,PF01866:PF10269:PF12483:PF02099:PF03067,7,12,3,4,9,296,0.25,0.96,0.43,0.43,0.31,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00101,PF00584:PF08144:PF08923:PF04241:PF11721,0,10,0,0,10,302,0.0,0.97,0,0,0,0,0,0,0,312,0,1.0,0,0,0
PF00102,PF08719:PF07245:PF16012:PF04679:PF07717,17,26,10,7,16,279,0.38,0.93,0.59,0.59,0.44,3,3,14,0,295,1.0,0.96,0.18,0.18,0.41
PF00103,PF00379:PF09398:PF08294:PF07762:PF00436,3,14,2,1,12,297,0.14,0.96,0.67,0.67,0.3,2,1,2,1,308,0.5,0.99,0.33,0.33,0.4
PF00104,PF02159:PF07717:PF08719:PF12678:PF04679,12,27,7,5,20,280,0.26,0.92,0.58,0.58,0.35,5,5,7,0,300,1.0,0.98,0.42,0.42,0.64
PF00105,PF06745:PF01595:PF00887:PF13352:PF07535,14,8,5,9,3,295,0.62,0.96,0.36,0.36,0.45,0,0,14,0,298,0,0.96,0.0,0.0,0
PF00106,PF01073:PF06941:PF01513:PF12740:PF12146,27,10,7,20,3,282,0.7,0.93,0.26,0.26,0.4,4,4,23,0,285,1.0,0.93,0.15,0.15,0.37
PF00107,PF16912:PF13823:PF08074:PF07717:PF08719,19,24,10,9,14,279,0.42,0.93,0.53,0.53,0.43,2,2,17,0,293,1.0,0.95,0.11,0.11,0.32
PF00108,PF08007:PF06459:PF09471:PF02153:PF00474,11,11,5,6,6,295,0.45,0.96,0.45,0.45,0.43,3,3,8,0,301,1.0,0.97,0.27,0.27,0.52
PF00109,PF01375:PF04843:PF07725:PF07173:PF10683,6,6,4,2,2,304,0.67,0.99,0.67,0.67,0.66,0,0,6,0,306,0,0.98,0.0,0.0,0
PF00110,PF07245:PF14521:PF00929:PF01655:PF07762,4,15,3,1,12,296,0.2,0.96,0.75,0.75,0.37,2,1,3,1,307,0.5,0.99,0.25,0.25,0.35
PF00111,PF12849:PF08477:PF00756:PF16670:PF05454,7,12,4,3,8,297,0.33,0.96,0.57,0.57,0.42,2,2,5,0,305,1.0,0.98,0.29,0.29,0.53
PF00112,PF12131:PF11341:PF14224:PF07133:PF11630,10,1,1,9,0,302,1.0,0.97,0.1,0.1,0.31,0,0,10,0,302,0,0.97,0.0,0.0,0
PF00113,PF14980:PF02425:PF02488:PF16851:PF02024,6,1,0,6,1,305,0.0,0.98,0.0,0.0,-0.01,0,0,6,0,306,0,0.98,0.0,0.0,0
PF00114,PF02907:PF11066:PF07339:PF11068:PF13346,1,0,0,1,0,311,0,1.0,0.0,0.0,0,0,0,1,0,311,0,1.0,0.0,0.0,0
PF00115,PF01192:PF13020:PF01741:PF06127:PF01458,5,3,1,4,2,305,0.33,0.98,0.2,0.2,0.25,0,0,5,0,307,0,0.98,0.0,0.0,0
PF00116,PF13116:PF08719:PF00620:PF07717:PF00102,5,38,4,1,34,273,0.11,0.89,0.8,0.8,0.26,7,4,1,3,304,0.57,0.99,0.8,0.8,0.67
PF00117,PF12505:PF01764:PF08284:PF10551:PF02019,14,17,8,6,9,289,0.47,0.95,0.57,0.57,0.49,1,1,13,0,298,1.0,0.96,0.07,0.07,0.26
PF00118,PF07818:PF15308:PF08074:PF06098:PF16808,8,6,4,4,2,302,0.67,0.98,0.5,0.5,0.57,0,0,8,0,304,0,0.97,0.0,0.0,0
PF00119,PF12697:PF04103:PF12620:PF00398:PF07047,5,12,3,2,9,298,0.25,0.96,0.6,0.6,0.37,1,1,4,0,307,1.0,0.99,0.2,0.2,0.44
PF00120,PF02204:PF12171:PF11341:PF14980:PF02025,4,13,2,2,11,297,0.15,0.96,0.5,0.5,0.26,1,0,4,1,307,0.0,0.98,0.0,0.0,-0.01
PF00121,PF09462:PF12807:PF04191:PF11618:PF04181,0,8,0,0,8,304,0.0,0.97,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00122,PF15780:PF07725:PF06375:PF12862:PF07173,16,10,7,9,3,293,0.7,0.96,0.44,0.44,0.54,1,1,15,0,296,1.0,0.95,0.06,0.06,0.24
PF00123,PF04679:PF07717:PF08719:PF08016:PF05029,2,28,2,0,26,284,0.07,0.92,1.0,1.0,0.26,3,1,1,2,308,0.33,0.99,0.5,0.5,0.4
PF00124,PF15243:PF04367:PF00430:PF15071:PF11025,5,5,0,5,5,302,0.0,0.97,0.0,0.0,-0.02,0,0,5,0,307,0,0.98,0.0,0.0,0
PF00125,PF03297:PF13952:PF00488:PF13640:PF05700,14,23,7,7,16,282,0.3,0.93,0.5,0.5,0.35,2,2,12,0,298,1.0,0.96,0.14,0.14,0.37
PF00126,PF07114:PF03657:PF09419:PF01730:PF00338,1,8,1,0,7,304,0.12,0.98,1.0,1.0,0.35,1,1,0,0,311,1.0,1.0,1.0,1.0,1.0
PF00127,PF06766:PF10104:PF07200:PF02076:PF12298,1,6,0,1,6,305,0.0,0.98,0.0,0.0,-0.01,0,0,1,0,311,0,1.0,0.0,0.0,0
PF00128,PF12044:PF01328:PF08409:PF10551:PF12265,8,10,5,3,5,299,0.5,0.97,0.62,0.62,0.55,1,1,7,0,304,1.0,0.98,0.12,0.12,0.35
PF00129,PF00969:PF16497:PF16533:PF00474:PF09184,1,10,1,0,9,302,0.1,0.97,1.0,1.0,0.31,2,0,1,2,309,0.0,0.99,0.0,0.0,-0.0
PF00130,PF00620:PF12013:PF14377:PF07533:PF08719,14,27,10,4,17,281,0.37,0.93,0.71,0.71,0.48,2,2,12,0,298,1.0,0.96,0.14,0.14,0.37
PF00131,PF00203:PF06320:PF16064:PF03959:PF03669,1,10,0,1,10,301,0.0,0.96,0.0,0.0,-0.01,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0
PF00132,PF08016:PF02301:PF01247:PF00929:PF07245,11,17,6,5,11,290,0.35,0.95,0.55,0.55,0.41,2,2,9,0,301,1.0,0.97,0.18,0.18,0.42
PF00133,PF02441:PF08510:PF17065:PF10178:PF05907,14,8,6,8,2,296,0.75,0.97,0.43,0.43,0.55,1,1,13,0,298,1.0,0.96,0.07,0.07,0.26
PF00134,PF09184:PF01764:PF10551:PF08007:PF02019,14,15,6,8,9,289,0.4,0.95,0.43,0.43,0.39,3,3,11,0,298,1.0,0.96,0.21,0.21,0.45
PF00135,PF02902:PF00235:PF13532:PF10639:PF08294,17,23,9,8,14,281,0.39,0.93,0.53,0.53,0.42,4,4,13,0,295,1.0,0.96,0.24,0.24,0.47
PF00136,PF01547:PF11766:PF08174:PF07245:PF14521,6,9,2,4,7,299,0.22,0.96,0.33,0.33,0.25,0,0,6,0,306,0,0.98,0.0,0.0,0
PF00137,PF08719:PF00620:PF07717:PF07721:PF04679,10,35,6,4,29,273,0.17,0.89,0.6,0.6,0.28,8,6,4,2,300,0.75,0.98,0.6,0.6,0.66
PF00139,PF07019:PF13495:PF01501:PF04930:PF08592,5,12,5,0,7,300,0.42,0.98,1.0,1.0,0.64,2,1,4,1,306,0.5,0.98,0.2,0.2,0.31
PF00140,PF07721:PF01966:PF15913:PF09783:PF01041,0,7,0,0,7,305,0.0,0.98,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00141,PF11807:PF03583:PF02104:PF09419:PF03259,9,5,3,6,2,301,0.6,0.97,0.33,0.33,0.44,2,2,7,0,303,1.0,0.98,0.22,0.22,0.47
PF00142,PF00537:PF15172:PF16906:PF15666:PF04839,0,6,0,0,6,306,0.0,0.98,0,0,0,0,0,0,0,312,0,1.0,0,0,0
PF00143,PF12680:PF12280:PF03045:PF08559:PF11968,1,4,0,1,4,307,0.0,0.98,0.0,0.0,-0.01,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0
PF00144,PF07428:PF12435:PF02434:PF10503:PF17050,9,11,4,5,7,296,0.36,0.96,0.44,0.44,0.38,0,0,9,0,303,0,0.97,0.0,0.0,0
PF00145,PF08016:PF03133:PF02301:PF13879:PF01247,5,17,4,1,13,294,0.24,0.96,0.8,0.8,0.42,2,1,4,1,306,0.5,0.98,0.2,0.2,0.31
PF00146,PF04277:PF00379:PF09398:PF07762:PF00436,4,11,2,2,9,299,0.18,0.96,0.5,0.5,0.29,1,1,3,0,308,1.0,0.99,0.25,0.25,0.5
PF00147,PF07721:PF08719:PF07717:PF03176:PF08016,12,29,7,5,22,278,0.24,0.91,0.58,0.58,0.34,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4
PF00148,PF15013:PF09792:PF01741:PF14998:PF13020,0,3,0,0,3,309,0.0,0.99,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00149,PF00929:PF00379:PF14521:PF16787:PF07762,32,15,9,23,6,274,0.6,0.91,0.28,0.28,0.37,2,2,30,0,280,1.0,0.9,0.06,0.06,0.24
PF00150,PF03145:PF05919:PF17050:PF12146:PF01101,11,12,5,6,7,294,0.42,0.96,0.45,0.45,0.41,2,2,9,0,301,1.0,0.97,0.18,0.18,0.42
PF00151,PF13388:PF12849:PF10269:PF08477:PF01088,6,15,3,3,12,294,0.2,0.95,0.5,0.5,0.3,2,2,4,0,306,1.0,0.99,0.33,0.33,0.57
PF00152,PF09170:PF16900:PF07717:PF08719:PF04679,10,24,7,3,17,285,0.29,0.94,0.7,0.7,0.43,3,3,7,0,302,1.0,0.98,0.3,0.3,0.54
PF00153,PF05535:PF01342:PF16016:PF02365:PF11559,27,9,5,22,4,281,0.56,0.92,0.19,0.19,0.29,0,0,27,0,285,0,0.91,0.0,0.0,0
PF00154,PF08294:PF10639:PF05172:PF09791:PF06632,3,10,3,0,7,302,0.3,0.98,1.0,1.0,0.54,0,0,3,0,309,0,0.99,0.0,0.0,0
PF00155,PF13673:PF11721:PF04103:PF00398:PF08923,20,6,4,16,2,290,0.67,0.94,0.2,0.2,0.34,0,0,20,0,292,0,0.94,0.0,0.0,0
PF00156,PF01329:PF14469:PF01501:PF04568:PF01418,5,12,5,0,7,300,0.42,0.98,1.0,1.0,0.64,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01
PF00157,PF04617:PF03826:PF10525:PF03792:PF12413,2,5,1,1,4,306,0.2,0.98,0.5,0.5,0.31,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00158,PF13304:PF08284:PF13388:PF01400:PF08477,3,21,2,1,19,290,0.1,0.94,0.67,0.67,0.24,2,1,2,1,308,0.5,0.99,0.33,0.33,0.4
