ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00015,PF13879,20,15,3,17,12,2326,0.2,0.99,0.15,0.15,0.17,15,3,17,12,2326,0.2,0.99,0.15,0.15,0.17
PF00016,PF14980,10,2,0,10,2,2346,0.0,0.99,0.0,0.0,-0.0,2,0,10,2,2346,0.0,0.99,0.0,0.0,-0.0
PF00017,PF05406,146,39,18,128,21,2191,0.46,0.94,0.12,0.12,0.22,39,18,128,21,2191,0.46,0.94,0.12,0.12,0.22
PF00018,PF14604,203,132,98,105,34,2121,0.74,0.94,0.48,0.48,0.57,132,98,105,34,2121,0.74,0.94,0.48,0.48,0.57
PF00019,PF11341,42,3,0,42,3,2313,0.0,0.98,0.0,0.0,-0.0,3,0,42,3,2313,0.0,0.98,0.0,0.0,-0.0
PF00020,PF00531,44,74,24,20,50,2264,0.32,0.97,0.55,0.55,0.41,74,24,20,50,2264,0.32,0.97,0.55,0.55,0.41
PF00021,PF07762,13,29,0,13,29,2316,0.0,0.98,0.0,0.0,-0.01,29,0,13,29,2316,0.0,0.98,0.0,0.0,-0.01
PF00022,PF00654,131,72,32,99,40,2187,0.44,0.94,0.24,0.24,0.3,72,32,99,40,2187,0.44,0.94,0.24,0.24,0.3
PF00023,PF13606,205,93,64,141,29,2124,0.69,0.93,0.31,0.31,0.43,93,64,141,29,2124,0.69,0.93,0.31,0.31,0.43
PF00024,PF04181,102,17,7,95,10,2246,0.41,0.96,0.07,0.07,0.15,17,7,95,10,2246,0.41,0.96,0.07,0.07,0.15
PF00025,PF10523,128,16,9,119,7,2223,0.56,0.95,0.07,0.07,0.19,16,9,119,7,2223,0.56,0.95,0.07,0.07,0.19
PF00026,PF08016,113,53,16,97,37,2208,0.3,0.94,0.14,0.14,0.18,53,16,97,37,2208,0.3,0.94,0.14,0.14,0.18
PF00027,PF10536,150,35,22,128,13,2195,0.63,0.94,0.15,0.15,0.28,35,22,128,13,2195,0.63,0.94,0.15,0.15,0.28
PF00028,PF15974,97,4,4,93,0,2261,1.0,0.96,0.04,0.04,0.2,4,4,93,0,2261,1.0,0.96,0.04,0.04,0.2
PF00029,PF02076,16,10,3,13,7,2335,0.3,0.99,0.19,0.19,0.23,10,3,13,7,2335,0.3,0.99,0.19,0.19,0.23
PF00030,PF15327,36,4,0,36,4,2318,0.0,0.98,0.0,0.0,-0.01,4,0,36,4,2318,0.0,0.98,0.0,0.0,-0.01
PF00031,PF03067,18,38,6,12,32,2308,0.16,0.98,0.33,0.33,0.22,38,6,12,32,2308,0.16,0.98,0.33,0.33,0.22
PF00032,PF01253,19,55,5,14,50,2289,0.09,0.97,0.26,0.26,0.14,55,5,14,50,2289,0.09,0.97,0.26,0.26,0.14
PF00033,PF09754,20,8,0,20,8,2330,0.0,0.99,0.0,0.0,-0.01,8,0,20,8,2330,0.0,0.99,0.0,0.0,-0.01
PF00034,PF04707,32,25,4,28,21,2305,0.16,0.98,0.12,0.12,0.13,25,4,28,21,2305,0.16,0.98,0.12,0.12,0.13
PF00035,PF12171,95,78,30,65,48,2215,0.38,0.95,0.32,0.32,0.32,78,30,65,48,2215,0.38,0.95,0.32,0.32,0.32
PF00036,PF13833,66,100,46,20,54,2238,0.46,0.97,0.7,0.7,0.55,100,46,20,54,2238,0.46,0.97,0.7,0.7,0.55
PF00037,PF05572,24,23,5,19,18,2316,0.22,0.98,0.21,0.21,0.2,23,5,19,18,2316,0.22,0.98,0.21,0.21,0.2
PF00038,PF15247,49,11,6,43,5,2304,0.55,0.98,0.12,0.12,0.25,11,6,43,5,2304,0.55,0.98,0.12,0.12,0.25
PF00039,PF07173,7,18,1,6,17,2334,0.06,0.99,0.14,0.14,0.08,18,1,6,17,2334,0.06,0.99,0.14,0.14,0.08
PF00040,PF08719,35,40,6,29,34,2289,0.15,0.97,0.17,0.17,0.15,40,6,29,34,2289,0.15,0.97,0.17,0.17,0.15
PF00041,PF01682,177,21,16,161,5,2176,0.76,0.93,0.09,0.09,0.25,21,16,161,5,2176,0.76,0.93,0.09,0.09,0.25
PF00042,PF00338,45,41,13,32,28,2285,0.32,0.97,0.29,0.29,0.29,41,13,32,28,2285,0.32,0.97,0.29,0.29,0.29
PF00043,PF14497,91,64,41,50,23,2244,0.64,0.97,0.45,0.45,0.52,64,41,50,23,2244,0.64,0.97,0.45,0.45,0.52
PF00044,PF10206,43,10,4,39,6,2309,0.4,0.98,0.09,0.09,0.19,10,4,39,6,2309,0.4,0.98,0.09,0.09,0.19
PF00045,PF04886,47,23,13,34,10,2301,0.57,0.98,0.28,0.28,0.39,23,13,34,10,2301,0.57,0.98,0.28,0.28,0.39
PF00046,PF13676,188,45,32,156,13,2157,0.71,0.93,0.17,0.17,0.33,45,32,156,13,2157,0.71,0.93,0.17,0.17,0.33
PF00047,PF13895,71,57,42,29,15,2272,0.74,0.98,0.59,0.59,0.65,57,42,29,15,2272,0.74,0.98,0.59,0.59,0.65
PF00048,PF13564,23,18,5,18,13,2322,0.28,0.99,0.22,0.22,0.24,18,5,18,13,2322,0.28,0.99,0.22,0.22,0.24
PF00049,PF06027,13,18,2,11,16,2329,0.11,0.99,0.15,0.15,0.13,18,2,11,16,2329,0.11,0.99,0.15,0.15,0.13
PF00050,PF07648,42,47,24,18,23,2293,0.51,0.98,0.57,0.57,0.53,47,24,18,23,2293,0.51,0.98,0.57,0.57,0.53
PF00051,PF16977,57,14,9,48,5,2296,0.64,0.98,0.16,0.16,0.31,14,9,48,5,2296,0.64,0.98,0.16,0.16,0.31
PF00052,PF06008,31,8,7,24,1,2326,0.88,0.99,0.23,0.23,0.44,8,7,24,1,2326,0.88,0.99,0.23,0.23,0.44
PF00053,PF00052,76,31,29,47,2,2280,0.94,0.98,0.38,0.38,0.59,31,29,47,2,2280,0.94,0.98,0.38,0.38,0.59
PF00054,PF07721,39,10,1,38,9,2310,0.1,0.98,0.03,0.03,0.04,10,1,38,9,2310,0.1,0.98,0.03,0.03,0.04
PF00055,PF13961,51,30,8,43,22,2285,0.27,0.97,0.16,0.16,0.19,30,8,43,22,2285,0.27,0.97,0.16,0.16,0.19
PF00056,PF14671,47,10,4,43,6,2305,0.4,0.98,0.09,0.09,0.18,10,4,43,6,2305,0.4,0.98,0.09,0.09,0.18
PF00057,PF16915,135,1,1,134,0,2223,1.0,0.94,0.01,0.01,0.08,1,1,134,0,2223,1.0,0.94,0.01,0.01,0.08
PF00058,PF02488,49,0,0,49,0,2309,0,0.98,0.0,0.0,0,0,0,49,0,2309,0,0.98,0.0,0.0,0
PF00059,PF07721,150,10,3,147,7,2201,0.3,0.93,0.02,0.02,0.06,10,3,147,7,2201,0.3,0.93,0.02,0.02,0.06
PF00060,PF08016,87,53,22,65,31,2240,0.42,0.96,0.25,0.25,0.3,53,22,65,31,2240,0.42,0.96,0.25,0.25,0.3
PF00061,PF05426,41,8,2,39,6,2311,0.25,0.98,0.05,0.05,0.1,8,2,39,6,2311,0.25,0.98,0.05,0.05,0.1
PF00062,PF07762,19,29,8,11,21,2318,0.28,0.99,0.42,0.42,0.33,29,8,11,21,2318,0.28,0.99,0.42,0.42,0.33
PF00063,PF01107,143,11,6,137,5,2210,0.55,0.94,0.04,0.04,0.14,11,6,137,5,2210,0.55,0.94,0.04,0.04,0.14
PF00066,PF06446,27,2,0,27,2,2329,0.0,0.99,0.0,0.0,-0.0,2,0,27,2,2329,0.0,0.99,0.0,0.0,-0.0
PF00067,PF11721,333,25,22,311,3,2022,0.88,0.87,0.07,0.07,0.22,25,22,311,3,2022,0.88,0.87,0.07,0.07,0.22
PF00068,PF12274,16,13,1,15,12,2330,0.08,0.99,0.06,0.06,0.06,13,1,15,12,2330,0.08,0.99,0.06,0.06,0.06
PF00069,PF12678,689,35,27,662,8,1661,0.77,0.72,0.04,0.04,0.13,35,27,662,8,1661,0.77,0.72,0.04,0.04,0.13
PF00070,PF09759,7,17,1,6,16,2335,0.06,0.99,0.14,0.14,0.09,17,1,6,16,2335,0.06,0.99,0.14,0.14,0.09
PF00071,PF01126,281,19,15,266,4,2073,0.79,0.89,0.05,0.05,0.19,19,15,266,4,2073,0.79,0.89,0.05,0.05,0.19
PF00072,PF12678,113,35,17,96,18,2227,0.49,0.95,0.15,0.15,0.25,35,17,96,18,2227,0.49,0.95,0.15,0.15,0.25
PF00073,PF11835,18,1,0,18,1,2339,0.0,0.99,0.0,0.0,-0.0,1,0,18,1,2339,0.0,0.99,0.0,0.0,-0.0
PF00074,PF14622,3,37,2,1,35,2320,0.05,0.98,0.67,0.67,0.19,37,2,1,35,2320,0.05,0.98,0.67,0.67,0.19
PF00075,PF13960,93,9,5,88,4,2261,0.56,0.96,0.05,0.05,0.16,9,5,88,4,2261,0.56,0.96,0.05,0.05,0.16
PF00076,PF04098,475,19,11,464,8,1875,0.58,0.8,0.02,0.02,0.08,19,11,464,8,1875,0.58,0.8,0.02,0.02,0.08
PF00077,PF08284,25,44,8,17,36,2297,0.18,0.98,0.32,0.32,0.23,44,8,17,36,2297,0.18,0.98,0.32,0.32,0.23
PF00078,PF10354,412,19,15,397,4,1942,0.79,0.83,0.04,0.04,0.15,19,15,397,4,1942,0.79,0.83,0.04,0.04,0.15
PF00079,PF07245,57,10,6,51,4,2297,0.6,0.98,0.11,0.11,0.24,10,6,51,4,2297,0.6,0.98,0.11,0.11,0.24
PF00080,PF08294,38,22,10,28,12,2308,0.45,0.98,0.26,0.26,0.34,22,10,28,12,2308,0.45,0.98,0.26,0.26,0.34
PF00081,PF09121,38,1,0,38,1,2319,0.0,0.98,0.0,0.0,-0.0,1,0,38,1,2319,0.0,0.98,0.0,0.0,-0.0
PF00082,PF13406,108,2,2,106,0,2250,1.0,0.96,0.02,0.02,0.13,2,2,106,0,2250,1.0,0.96,0.02,0.02,0.13
PF00083,PF14303,236,56,42,194,14,2108,0.75,0.91,0.18,0.18,0.34,56,42,194,14,2108,0.75,0.91,0.18,0.18,0.34
PF00084,PF13778,100,4,4,96,0,2258,1.0,0.96,0.04,0.04,0.2,4,4,96,0,2258,1.0,0.96,0.04,0.04,0.2
PF00085,PF12171,192,78,38,154,40,2126,0.49,0.92,0.2,0.2,0.27,78,38,154,40,2126,0.49,0.92,0.2,0.2,0.27
PF00086,PF12171,53,78,17,36,61,2244,0.22,0.96,0.32,0.32,0.24,78,17,36,61,2244,0.22,0.96,0.32,0.32,0.24
PF00088,PF11835,28,1,0,28,1,2329,0.0,0.99,0.0,0.0,-0.0,1,0,28,1,2329,0.0,0.99,0.0,0.0,-0.0
PF00089,PF07721,231,10,7,224,3,2124,0.7,0.9,0.03,0.03,0.13,10,7,224,3,2124,0.7,0.9,0.03,0.03,0.13
PF00090,PF05986,103,28,26,77,2,2253,0.93,0.97,0.25,0.25,0.47,28,26,77,2,2253,0.93,0.97,0.25,0.25,0.47
PF00091,PF16546,111,23,13,98,10,2237,0.57,0.95,0.12,0.12,0.24,23,13,98,10,2237,0.57,0.95,0.12,0.12,0.24
PF00092,PF02023,120,25,20,100,5,2233,0.8,0.96,0.17,0.17,0.35,25,20,100,5,2233,0.8,0.96,0.17,0.17,0.35
PF00093,PF04181,48,17,4,44,13,2297,0.24,0.98,0.08,0.08,0.13,17,4,44,13,2297,0.24,0.98,0.08,0.08,0.13
PF00094,PF01902,71,14,6,65,8,2279,0.43,0.97,0.08,0.08,0.18,14,6,65,8,2279,0.43,0.97,0.08,0.08,0.18
PF00095,PF02961,54,6,4,50,2,2302,0.67,0.98,0.07,0.07,0.22,6,4,50,2,2302,0.67,0.98,0.07,0.07,0.22
PF00097,PF10601,137,37,24,113,13,2208,0.65,0.95,0.18,0.18,0.32,37,24,113,13,2208,0.65,0.95,0.18,0.18,0.32
PF00098,PF00607,181,20,16,165,4,2173,0.8,0.93,0.09,0.09,0.25,20,16,165,4,2173,0.8,0.93,0.09,0.09,0.25
PF00100,PF01866,91,26,12,79,14,2253,0.46,0.96,0.13,0.13,0.23,26,12,79,14,2253,0.46,0.96,0.13,0.13,0.23
PF00101,PF00584,8,21,4,4,17,2333,0.19,0.99,0.5,0.5,0.3,21,4,4,17,2333,0.19,0.99,0.5,0.5,0.3
PF00102,PF08719,110,40,24,86,16,2232,0.6,0.96,0.22,0.22,0.34,40,24,86,16,2232,0.6,0.96,0.22,0.22,0.34
PF00103,PF00379,10,58,5,5,53,2295,0.09,0.98,0.5,0.5,0.2,58,5,5,53,2295,0.09,0.98,0.5,0.5,0.2
PF00104,PF02159,84,17,16,68,1,2273,0.94,0.97,0.19,0.19,0.42,17,16,68,1,2273,0.94,0.97,0.19,0.19,0.42
PF00105,PF06745,86,0,0,86,0,2272,0,0.96,0.0,0.0,0,0,0,86,0,2272,0,0.96,0.0,0.0,0
PF00106,PF01073,332,34,30,302,4,2022,0.88,0.87,0.09,0.09,0.26,34,30,302,4,2022,0.88,0.87,0.09,0.09,0.26
PF00107,PF16912,171,1,1,170,0,2187,1.0,0.93,0.01,0.01,0.07,1,1,170,0,2187,1.0,0.93,0.01,0.01,0.07
PF00108,PF08007,78,28,15,63,13,2267,0.54,0.97,0.19,0.19,0.31,28,15,63,13,2267,0.54,0.97,0.19,0.19,0.31
PF00109,PF01375,99,8,3,96,5,2254,0.38,0.96,0.03,0.03,0.1,8,3,96,5,2254,0.38,0.96,0.03,0.03,0.1
PF00110,PF07245,26,10,5,21,5,2327,0.5,0.99,0.19,0.19,0.31,10,5,21,5,2327,0.5,0.99,0.19,0.19,0.31
PF00111,PF12849,64,23,12,52,11,2283,0.52,0.97,0.19,0.19,0.3,23,12,52,11,2283,0.52,0.97,0.19,0.19,0.3
PF00112,PF12131,108,3,3,105,0,2250,1.0,0.96,0.03,0.03,0.16,3,3,105,0,2250,1.0,0.96,0.03,0.03,0.16
PF00113,PF14980,29,2,0,29,2,2327,0.0,0.99,0.0,0.0,-0.0,2,0,29,2,2327,0.0,0.99,0.0,0.0,-0.0
PF00114,PF02907,2,3,0,2,3,2353,0.0,1.0,0.0,0.0,-0.0,3,0,2,3,2353,0.0,1.0,0.0,0.0,-0.0
PF00115,PF01192,28,11,2,26,9,2321,0.18,0.99,0.07,0.07,0.11,11,2,26,9,2321,0.18,0.99,0.07,0.07,0.11
PF00116,PF13116,29,14,13,16,1,2328,0.93,0.99,0.45,0.45,0.64,14,13,16,1,2328,0.93,0.99,0.45,0.45,0.64
PF00117,PF12505,121,7,5,116,2,2235,0.71,0.95,0.04,0.04,0.16,7,5,116,2,2235,0.71,0.95,0.04,0.04,0.16
PF00118,PF07818,101,21,11,90,10,2247,0.52,0.96,0.11,0.11,0.23,21,11,90,10,2247,0.52,0.96,0.11,0.11,0.23
PF00119,PF12697,19,111,7,12,104,2235,0.06,0.95,0.37,0.37,0.14,111,7,12,104,2235,0.06,0.95,0.37,0.37,0.14
PF00120,PF02204,41,59,14,27,45,2272,0.24,0.97,0.34,0.34,0.27,59,14,27,45,2272,0.24,0.97,0.34,0.34,0.27
PF00121,PF09462,21,10,2,19,8,2329,0.2,0.99,0.1,0.1,0.13,10,2,19,8,2329,0.2,0.99,0.1,0.1,0.13
PF00122,PF15780,187,18,15,172,3,2168,0.83,0.93,0.08,0.08,0.24,18,15,172,3,2168,0.83,0.93,0.08,0.08,0.24
PF00123,PF04679,12,37,5,7,32,2314,0.14,0.98,0.42,0.42,0.23,37,5,7,32,2314,0.14,0.98,0.42,0.42,0.23
PF00124,PF15243,12,2,0,12,2,2344,0.0,0.99,0.0,0.0,-0.0,2,0,12,2,2344,0.0,0.99,0.0,0.0,-0.0
PF00125,PF03297,92,15,7,85,8,2258,0.47,0.96,0.08,0.08,0.18,15,7,85,8,2258,0.47,0.96,0.08,0.08,0.18
PF00126,PF07114,12,9,0,12,9,2337,0.0,0.99,0.0,0.0,-0.0,9,0,12,9,2337,0.0,0.99,0.0,0.0,-0.0
PF00127,PF06766,6,5,0,6,5,2347,0.0,1.0,0.0,0.0,-0.0,5,0,6,5,2347,0.0,1.0,0.0,0.0,-0.0
PF00128,PF12044,72,9,2,70,7,2279,0.22,0.97,0.03,0.03,0.07,9,2,70,7,2279,0.22,0.97,0.03,0.03,0.07
PF00129,PF00969,11,10,3,8,7,2340,0.3,0.99,0.27,0.27,0.28,10,3,8,7,2340,0.3,0.99,0.27,0.27,0.28
PF00130,PF00620,114,163,70,44,93,2151,0.43,0.94,0.61,0.61,0.48,163,70,44,93,2151,0.43,0.94,0.61,0.61,0.48
PF00131,PF00203,3,31,1,2,30,2325,0.03,0.99,0.33,0.33,0.1,31,1,2,30,2325,0.03,0.99,0.33,0.33,0.1
PF00132,PF08016,105,53,16,89,37,2216,0.3,0.95,0.15,0.15,0.19,53,16,89,37,2216,0.3,0.95,0.15,0.15,0.19
PF00133,PF02441,102,39,14,88,25,2231,0.36,0.95,0.14,0.14,0.2,39,14,88,25,2231,0.36,0.95,0.14,0.14,0.2
PF00134,PF09184,126,16,8,118,8,2224,0.5,0.95,0.06,0.06,0.16,16,8,118,8,2224,0.5,0.95,0.06,0.06,0.16
PF00135,PF02902,150,122,46,104,76,2132,0.38,0.92,0.31,0.31,0.3,122,46,104,76,2132,0.38,0.92,0.31,0.31,0.3
PF00136,PF01547,60,36,14,46,22,2276,0.39,0.97,0.23,0.23,0.29,36,14,46,22,2276,0.39,0.97,0.23,0.23,0.29
PF00137,PF08719,55,40,15,40,25,2278,0.38,0.97,0.27,0.27,0.31,40,15,40,25,2278,0.38,0.97,0.27,0.27,0.31
PF00139,PF07019,42,35,12,30,23,2293,0.34,0.98,0.29,0.29,0.3,35,12,30,23,2293,0.34,0.98,0.29,0.29,0.3
PF00140,PF07721,10,10,0,10,10,2338,0.0,0.99,0.0,0.0,-0.0,10,0,10,10,2338,0.0,0.99,0.0,0.0,-0.0
PF00141,PF11807,67,23,13,54,10,2281,0.57,0.97,0.19,0.19,0.32,23,13,54,10,2281,0.57,0.97,0.19,0.19,0.32
PF00142,PF00537,3,2,0,3,2,2353,0.0,1.0,0.0,0.0,-0.0,2,0,3,2,2353,0.0,1.0,0.0,0.0,-0.0
PF00143,PF12680,3,12,0,3,12,2343,0.0,0.99,0.0,0.0,-0.0,12,0,3,12,2343,0.0,0.99,0.0,0.0,-0.0
PF00144,PF07428,101,0,0,101,0,2257,0,0.96,0.0,0.0,0,0,0,101,0,2257,0,0.96,0.0,0.0,0
PF00145,PF08016,47,53,12,35,41,2270,0.23,0.97,0.26,0.26,0.22,53,12,35,41,2270,0.23,0.97,0.26,0.26,0.22
PF00146,PF04277,33,5,5,28,0,2325,1.0,0.99,0.15,0.15,0.39,5,5,28,0,2325,1.0,0.99,0.15,0.15,0.39
PF00147,PF07721,107,10,1,106,9,2242,0.1,0.95,0.01,0.01,0.02,10,1,106,9,2242,0.1,0.95,0.01,0.01,0.02
PF00148,PF15013,4,4,0,4,4,2350,0.0,1.0,0.0,0.0,-0.0,4,0,4,4,2350,0.0,1.0,0.0,0.0,-0.0
PF00149,PF00929,240,92,50,190,42,2076,0.54,0.9,0.21,0.21,0.29,92,50,190,42,2076,0.54,0.9,0.21,0.21,0.29
PF00150,PF03145,86,27,13,73,14,2258,0.48,0.96,0.15,0.15,0.26,27,13,73,14,2258,0.48,0.96,0.15,0.15,0.26
PF00151,PF13388,57,0,0,57,0,2301,0,0.98,0.0,0.0,0,0,0,57,0,2301,0,0.98,0.0,0.0,0
PF00152,PF09170,114,2,1,113,1,2243,0.5,0.95,0.01,0.01,0.06,2,1,113,1,2243,0.5,0.95,0.01,0.01,0.06
PF00153,PF05535,235,0,0,235,0,2123,0,0.9,0.0,0.0,0,0,0,235,0,2123,0,0.9,0.0,0.0,0
PF00154,PF08294,29,22,3,26,19,2310,0.14,0.98,0.1,0.1,0.11,22,3,26,19,2310,0.14,0.98,0.1,0.1,0.11
PF00155,PF13673,180,39,26,154,13,2165,0.67,0.93,0.14,0.14,0.29,39,26,154,13,2165,0.67,0.93,0.14,0.14,0.29
PF00156,PF01329,56,30,7,49,23,2279,0.23,0.97,0.12,0.12,0.16,30,7,49,23,2279,0.23,0.97,0.12,0.12,0.16
PF00157,PF04617,14,3,1,13,2,2342,0.33,0.99,0.07,0.07,0.15,3,1,13,2,2342,0.33,0.99,0.07,0.07,0.15
PF00158,PF13304,20,10,2,18,8,2330,0.2,0.99,0.1,0.1,0.14,10,2,18,8,2330,0.2,0.99,0.1,0.1,0.14
PF00159,PF11771,3,0,0,3,0,2355,0,1.0,0.0,0.0,0,0,0,3,0,2355,0,1.0,0.0,0.0,0
PF00160,PF10544,144,17,10,134,7,2207,0.59,0.94,0.07,0.07,0.19,17,10,134,7,2207,0.59,0.94,0.07,0.07,0.19
PF00161,PF08557,19,12,4,15,8,2331,0.33,0.99,0.21,0.21,0.26,12,4,15,8,2331,0.33,0.99,0.21,0.21,0.26
PF00162,PF02390,42,29,16,26,13,2303,0.55,0.98,0.38,0.38,0.45,29,16,26,13,2303,0.55,0.98,0.38,0.38,0.45
PF00163,PF02488,25,0,0,25,0,2333,0,0.99,0.0,0.0,0,0,0,25,0,2333,0,0.99,0.0,0.0,0
PF00164,PF06624,21,15,7,14,8,2329,0.47,0.99,0.33,0.33,0.39,15,7,14,8,2329,0.47,0.99,0.33,0.33,0.39
PF00165,PF16495,9,11,2,7,9,2340,0.18,0.99,0.22,0.22,0.2,11,2,7,9,2340,0.18,0.99,0.22,0.22,0.2
PF00166,PF10551,28,91,13,15,78,2252,0.14,0.96,0.46,0.46,0.24,91,13,15,78,2252,0.14,0.96,0.46,0.46,0.24
PF00167,PF06687,15,14,2,13,12,2331,0.14,0.99,0.13,0.13,0.13,14,2,13,12,2331,0.14,0.99,0.13,0.13,0.13
PF00168,PF01902,248,14,9,239,5,2105,0.64,0.9,0.04,0.04,0.14,14,9,239,5,2105,0.64,0.9,0.04,0.04,0.14
PF00169,PF00620,257,163,104,153,59,2042,0.64,0.91,0.4,0.4,0.46,163,104,153,59,2042,0.64,0.91,0.4,0.4,0.46
PF00170,PF15247,70,11,5,65,6,2282,0.45,0.97,0.07,0.07,0.17,11,5,65,6,2282,0.45,0.97,0.07,0.07,0.17
PF00171,PF00379,198,58,30,168,28,2132,0.52,0.92,0.15,0.15,0.25,58,30,168,28,2132,0.52,0.92,0.15,0.15,0.25
PF00172,PF15292,238,0,0,238,0,2120,0,0.9,0.0,0.0,0,0,0,238,0,2120,0,0.9,0.0,0.0,0
PF00173,PF05141,146,17,11,135,6,2206,0.65,0.94,0.08,0.08,0.21,17,11,135,6,2206,0.65,0.94,0.08,0.08,0.21
PF00174,PF04909,34,64,18,16,46,2278,0.28,0.97,0.53,0.53,0.37,64,18,16,46,2278,0.28,0.97,0.53,0.53,0.37
PF00175,PF08608,115,18,12,103,6,2237,0.67,0.95,0.1,0.1,0.25,18,12,103,6,2237,0.67,0.95,0.1,0.1,0.25
PF00176,PF08719,212,40,27,185,13,2133,0.68,0.92,0.13,0.13,0.27,40,27,185,13,2133,0.68,0.92,0.13,0.13,0.27
PF00177,PF14521,50,16,3,47,13,2295,0.19,0.97,0.06,0.06,0.1,16,3,47,13,2295,0.19,0.97,0.06,0.06,0.1
PF00178,PF00660,58,3,0,58,3,2297,0.0,0.97,0.0,0.0,-0.01,3,0,58,3,2297,0.0,0.97,0.0,0.0,-0.01
PF00179,PF15247,198,11,7,191,4,2156,0.64,0.92,0.04,0.04,0.14,11,7,191,4,2156,0.64,0.92,0.04,0.04,0.14
PF00180,PF13673,69,39,16,53,23,2266,0.41,0.97,0.23,0.23,0.29,39,16,53,23,2266,0.41,0.97,0.23,0.23,0.29
PF00181,PF08007,39,28,9,30,19,2300,0.32,0.98,0.23,0.23,0.26,28,9,30,19,2300,0.32,0.98,0.23,0.23,0.26
PF00182,PF00187,29,26,12,17,14,2315,0.46,0.99,0.41,0.41,0.43,26,12,17,14,2315,0.46,0.99,0.41,0.41,0.43
PF00183,PF00986,60,21,4,56,17,2281,0.19,0.97,0.07,0.07,0.1,21,4,56,17,2281,0.19,0.97,0.07,0.07,0.1
PF00184,PF01165,4,8,0,4,8,2346,0.0,0.99,0.0,0.0,-0.0,8,0,4,8,2346,0.0,0.99,0.0,0.0,-0.0
PF00185,PF02748,38,3,3,35,0,2320,1.0,0.99,0.08,0.08,0.28,3,3,35,0,2320,1.0,0.99,0.08,0.08,0.28
PF00186,PF08773,20,3,0,20,3,2335,0.0,0.99,0.0,0.0,-0.0,3,0,20,3,2335,0.0,0.99,0.0,0.0,-0.0
PF00187,PF00182,26,29,12,14,17,2315,0.41,0.99,0.46,0.46,0.43,29,12,14,17,2315,0.41,0.99,0.46,0.46,0.43
PF00188,PF03407,96,28,17,79,11,2251,0.61,0.96,0.18,0.18,0.31,28,17,79,11,2251,0.61,0.96,0.18,0.18,0.31
PF00189,PF11341,26,3,0,26,3,2329,0.0,0.99,0.0,0.0,-0.0,3,0,26,3,2329,0.0,0.99,0.0,0.0,-0.0
PF00190,PF03176,32,21,2,30,19,2307,0.1,0.98,0.06,0.06,0.07,21,2,30,19,2307,0.1,0.98,0.06,0.06,0.07
PF00191,PF01342,45,13,7,38,6,2307,0.54,0.98,0.16,0.16,0.28,13,7,38,6,2307,0.54,0.98,0.16,0.16,0.28
PF00193,PF08205,20,59,4,16,55,2283,0.07,0.97,0.2,0.2,0.1,59,4,16,55,2283,0.07,0.97,0.2,0.2,0.1
