ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00072,PF03924:PF00512:PF08448,113,82,72,41,10,2235,0.88,0.98,0.64,0.64,0.74,22,22,91,0,2245,1.0,0.96,0.19,0.19,0.43
PF00073,PF00548:PF12381:PF08762,18,18,18,0,0,2340,1.0,1.0,1.0,1.0,1.0,6,6,12,0,2340,1.0,0.99,0.33,0.33,0.58
PF00074,PF02422:PF05498:PF06404,3,17,1,2,16,2339,0.06,0.99,0.33,0.33,0.14,0,0,3,0,2355,0,1.0,0.0,0.0,0
PF00075,PF12259:PF01693:PF14529,93,127,56,37,71,2194,0.44,0.95,0.6,0.6,0.49,17,13,80,4,2261,0.76,0.96,0.14,0.14,0.32
PF00076,PF08081:PF12353:PF08050,475,29,29,446,0,1883,1.0,0.81,0.06,0.06,0.22,1,1,474,0,1883,1.0,0.8,0.0,0.0,0.04
PF00077,PF08284:PF00692:PF00607,25,63,16,9,47,2286,0.25,0.98,0.64,0.64,0.39,24,13,12,11,2322,0.54,0.99,0.52,0.52,0.53
PF00078,PF05380:PF00075:PF07245,412,126,100,312,26,1920,0.79,0.86,0.24,0.24,0.39,33,32,380,1,1945,0.97,0.84,0.08,0.08,0.25
PF00079,PF04045:PF16038:PF01182,57,63,17,40,46,2255,0.27,0.96,0.3,0.3,0.27,11,8,49,3,2298,0.73,0.98,0.14,0.14,0.31
PF00080,PF00403:PF01347:PF09172,38,84,20,18,64,2256,0.24,0.97,0.53,0.53,0.34,32,13,25,19,2301,0.41,0.98,0.34,0.34,0.36
PF00081,PF02777:PF07258:PF16196,38,63,38,0,25,2295,0.6,0.99,1.0,1.0,0.77,5,5,33,0,2320,1.0,0.99,0.13,0.13,0.36
PF00082,PF05922:PF16470:PF12583,108,65,58,50,7,2243,0.89,0.98,0.54,0.54,0.68,12,12,96,0,2250,1.0,0.96,0.11,0.11,0.33
PF00083,PF07690:PF01966:PF06624,236,432,142,94,290,1832,0.33,0.84,0.6,0.6,0.36,46,40,196,6,2116,0.87,0.91,0.17,0.17,0.36
PF00084,PF13402:PF02494:PF13948,100,49,38,62,11,2247,0.78,0.97,0.38,0.38,0.53,4,4,96,0,2258,1.0,0.96,0.04,0.04,0.2
PF00085,PF04777:PF15928:PF07449,192,55,44,148,11,2155,0.8,0.93,0.23,0.23,0.41,1,1,191,0,2166,1.0,0.92,0.01,0.01,0.07
PF00086,PF09307:PF08831:PF00095,53,61,29,24,32,2273,0.48,0.98,0.55,0.55,0.5,10,10,43,0,2305,1.0,0.98,0.19,0.19,0.43
PF00088,PF16863:PF17137:PF16338,28,39,14,14,25,2305,0.36,0.98,0.5,0.5,0.42,7,5,23,2,2328,0.71,0.99,0.18,0.18,0.35
PF00089,PF12032:PF08610:PF16030,231,42,34,197,8,2119,0.81,0.91,0.15,0.15,0.32,6,6,225,0,2127,1.0,0.9,0.03,0.03,0.15
PF00090,PF15913:PF00007:PF07474,103,43,31,72,12,2243,0.72,0.96,0.3,0.3,0.45,4,4,99,0,2255,1.0,0.96,0.04,0.04,0.19
PF00091,PF03953:PF08609:PF05652,111,110,89,22,21,2226,0.81,0.98,0.8,0.8,0.8,15,15,96,0,2247,1.0,0.96,0.14,0.14,0.36
PF00092,PF08473:PF06668:PF13768,120,61,34,86,27,2211,0.56,0.95,0.28,0.28,0.38,9,9,111,0,2238,1.0,0.95,0.07,0.07,0.27
PF00093,PF07452:PF00007:PF12947,48,59,25,23,34,2276,0.42,0.98,0.52,0.52,0.46,6,6,42,0,2310,1.0,0.98,0.12,0.12,0.35
PF00094,PF08742:PF09175:PF12714,71,54,51,20,3,2284,0.94,0.99,0.72,0.72,0.82,24,24,47,0,2287,1.0,0.98,0.34,0.34,0.58
PF00095,PF00086:PF10511:PF02961,54,54,22,32,32,2272,0.41,0.97,0.41,0.41,0.39,5,4,50,1,2303,0.8,0.98,0.07,0.07,0.24
PF00097,PF13445:PF13639:PF14634,137,276,84,53,192,2029,0.3,0.9,0.61,0.61,0.38,65,48,89,17,2204,0.74,0.96,0.35,0.35,0.49
PF00098,PF02093:PF02337:PF07962,181,24,19,162,5,2172,0.79,0.93,0.1,0.1,0.27,6,6,175,0,2177,1.0,0.93,0.03,0.03,0.18
PF00100,PF00530:PF01055:PF14845,91,141,48,43,93,2174,0.34,0.94,0.53,0.53,0.4,29,22,69,7,2260,0.76,0.97,0.24,0.24,0.42
PF00101,PF12338:PF00283:PF14853,8,20,5,3,15,2335,0.25,0.99,0.62,0.62,0.39,1,0,8,1,2349,0.0,1.0,0.0,0.0,-0.0
PF00102,PF14948:PF11548:PF09414,110,19,16,94,3,2245,0.84,0.96,0.15,0.15,0.34,5,5,105,0,2248,1.0,0.96,0.05,0.05,0.21
PF00103,PF02267:PF12301:PF00711,10,9,2,8,7,2341,0.22,0.99,0.2,0.2,0.21,1,1,9,0,2348,1.0,1.0,0.1,0.1,0.32
PF00104,PF00105:PF02166:PF02159,84,87,75,9,12,2262,0.86,0.99,0.89,0.89,0.87,18,18,66,0,2274,1.0,0.97,0.21,0.21,0.46
PF00105,PF00104:PF11825:PF12743,86,84,75,11,9,2263,0.89,0.99,0.87,0.87,0.88,10,10,76,0,2272,1.0,0.97,0.12,0.12,0.34
PF00106,PF15011:PF01575:PF02036,332,68,48,284,20,2006,0.71,0.87,0.14,0.14,0.28,18,17,315,1,2025,0.94,0.87,0.05,0.05,0.2
PF00107,PF08240:PF16912:PF08242,171,204,146,25,58,2129,0.72,0.96,0.85,0.85,0.76,43,40,131,3,2184,0.93,0.94,0.23,0.23,0.45
PF00108,PF02803:PF02036:PF05768,78,94,71,7,23,2257,0.76,0.99,0.91,0.91,0.82,20,20,58,0,2280,1.0,0.98,0.26,0.26,0.5
PF00109,PF02801:PF08242:PF14765,99,122,98,1,24,2235,0.8,0.99,0.99,0.99,0.89,62,59,40,3,2256,0.95,0.98,0.6,0.6,0.75
PF00110,PF00822:PF13088:PF06179,26,43,9,17,34,2298,0.21,0.98,0.35,0.35,0.26,8,5,21,3,2329,0.62,0.99,0.19,0.19,0.34
PF00111,PF03450:PF00941:PF01315,64,38,31,33,7,2287,0.82,0.98,0.48,0.48,0.62,36,30,34,6,2288,0.83,0.98,0.47,0.47,0.62
PF00112,PF08246:PF08773:PF12131,108,59,54,54,5,2245,0.92,0.97,0.5,0.5,0.67,3,3,105,0,2250,1.0,0.96,0.03,0.03,0.16
PF00113,PF03952:PF00016:PF00883,29,68,25,4,43,2286,0.37,0.98,0.86,0.86,0.56,13,8,21,5,2324,0.62,0.99,0.28,0.28,0.41
PF00114,PF01580:PF06070:PF10995,2,8,0,2,8,2348,0.0,1.0,0.0,0.0,-0.0,0,0,2,0,2356,0,1.0,0.0,0.0,0
PF00115,PF00119:PF00124:PF00507,28,33,15,13,18,2312,0.45,0.99,0.54,0.54,0.49,7,6,22,1,2329,0.86,0.99,0.21,0.21,0.43
PF00116,PF02790:PF13116:PF13442,29,27,22,7,5,2324,0.81,0.99,0.76,0.76,0.78,15,15,14,0,2329,1.0,0.99,0.52,0.52,0.72
PF00117,PF00988:PF00958:PF06418,121,83,79,42,4,2233,0.95,0.98,0.65,0.65,0.78,13,13,108,0,2237,1.0,0.95,0.11,0.11,0.32
PF00118,PF10247:PF04051:PF01504,101,106,45,56,61,2196,0.42,0.95,0.45,0.45,0.41,20,17,84,3,2254,0.85,0.96,0.17,0.17,0.37
PF00119,PF00124:PF00115:PF00499,19,39,12,7,27,2312,0.31,0.99,0.63,0.63,0.43,6,1,18,5,2334,0.17,0.99,0.05,0.05,0.09
PF00120,PF03951:PF04909:PF00891,41,104,33,8,71,2246,0.32,0.97,0.8,0.8,0.49,29,19,22,10,2307,0.66,0.99,0.46,0.46,0.54
PF00121,PF02672:PF02800:PF00044,21,57,12,9,45,2292,0.21,0.98,0.57,0.57,0.34,32,11,10,21,2316,0.34,0.99,0.52,0.52,0.42
PF00122,PF12409:PF00690:PF00689,187,129,113,74,16,2155,0.88,0.96,0.6,0.6,0.71,104,103,84,1,2170,0.99,0.96,0.55,0.55,0.72
PF00123,PF16680:PF02189:PF11628,12,13,1,11,12,2334,0.08,0.99,0.08,0.08,0.08,3,1,11,2,2344,0.33,0.99,0.08,0.08,0.16
PF00124,PF00119:PF00507:PF00499,12,25,2,10,23,2323,0.08,0.99,0.17,0.17,0.11,9,1,11,8,2338,0.11,0.99,0.08,0.08,0.09
PF00125,PF16211:PF01661:PF02926,92,106,53,39,53,2213,0.5,0.96,0.58,0.58,0.52,25,22,70,3,2263,0.88,0.97,0.24,0.24,0.45
PF00126,PF00220:PF14232:PF03466,12,22,12,0,10,2336,0.55,1.0,1.0,1.0,0.74,0,0,12,0,2346,0,0.99,0.0,0.0,0
PF00127,PF10542:PF04839:PF15305,6,10,0,6,10,2342,0.0,0.99,0.0,0.0,-0.0,0,0,6,0,2352,0,1.0,0.0,0.0,0
PF00128,PF02922:PF11852:PF02806,72,43,38,34,5,2281,0.88,0.98,0.53,0.53,0.68,26,25,47,1,2285,0.96,0.98,0.35,0.35,0.57
PF00129,PF04833:PF07654:PF04859,11,43,10,1,33,2314,0.23,0.99,0.91,0.91,0.46,3,2,9,1,2346,0.67,1.0,0.18,0.18,0.35
PF00130,PF00609:PF00017:PF00169,114,332,87,27,245,1999,0.26,0.88,0.76,0.76,0.4,85,61,53,24,2220,0.72,0.97,0.54,0.54,0.6
PF00131,PF14967:PF02106:PF10285,3,4,0,3,4,2351,0.0,1.0,0.0,0.0,-0.0,0,0,3,0,2355,0,1.0,0.0,0.0,0
PF00132,PF00483:PF14602:PF06426,105,90,67,38,23,2230,0.74,0.97,0.64,0.64,0.68,18,18,87,0,2253,1.0,0.96,0.17,0.17,0.41
PF00133,PF08264:PF06827:PF09334,102,121,77,25,44,2212,0.64,0.97,0.75,0.75,0.68,35,34,68,1,2255,0.97,0.97,0.33,0.33,0.56
PF00134,PF02984:PF08268:PF00847,126,112,80,46,32,2200,0.71,0.97,0.63,0.63,0.66,29,27,99,2,2230,0.93,0.96,0.21,0.21,0.44
PF00135,PF08674:PF06884:PF11095,150,28,19,131,9,2199,0.68,0.94,0.13,0.13,0.28,1,1,149,0,2208,1.0,0.94,0.01,0.01,0.08
PF00136,PF03104:PF14260:PF12254,60,61,59,1,2,2296,0.97,1.0,0.98,0.98,0.97,37,37,23,0,2298,1.0,0.99,0.62,0.62,0.78
PF00137,PF07687:PF12406:PF04145,55,55,19,36,36,2267,0.35,0.97,0.35,0.35,0.33,11,5,50,6,2297,0.45,0.98,0.09,0.09,0.2
PF00139,PF03822:PF14593:PF00314,42,44,23,19,21,2295,0.52,0.98,0.55,0.55,0.53,7,6,36,1,2315,0.86,0.98,0.14,0.14,0.35
PF00140,PF08281:PF04545:PF04539,10,42,8,2,34,2314,0.19,0.98,0.8,0.8,0.39,24,7,3,17,2331,0.29,0.99,0.7,0.7,0.45
PF00141,PF11895:PF02949:PF00685,67,119,35,32,84,2207,0.29,0.95,0.52,0.52,0.37,25,19,48,6,2285,0.76,0.98,0.28,0.28,0.46
PF00142,PF06446:PF01097:PF16541,3,13,1,2,12,2343,0.08,0.99,0.33,0.33,0.16,0,0,3,0,2355,0,1.0,0.0,0.0,0
PF00143,PF12020:PF00965:PF02284,3,20,0,3,20,2335,0.0,0.99,0.0,0.0,-0.0,2,0,3,2,2353,0.0,1.0,0.0,0.0,-0.0
PF00144,PF03109:PF11954:PF07930,101,72,37,64,35,2222,0.51,0.96,0.37,0.37,0.41,3,3,98,0,2257,1.0,0.96,0.03,0.03,0.17
PF00145,PF12047:PF02008:PF01426,47,102,34,13,68,2243,0.33,0.97,0.72,0.72,0.48,22,18,29,4,2307,0.82,0.99,0.38,0.38,0.55
PF00146,PF00421:PF00507:PF00223,33,46,14,19,32,2293,0.3,0.98,0.42,0.42,0.35,11,5,28,6,2319,0.45,0.99,0.15,0.15,0.26
PF00147,PF07546:PF05889:PF12160,107,15,11,96,4,2247,0.73,0.96,0.1,0.1,0.26,1,1,106,0,2251,1.0,0.96,0.01,0.01,0.09
PF00148,PF08369:PF11937:PF09364,4,22,4,0,18,2336,0.18,0.99,1.0,1.0,0.42,2,2,2,0,2354,1.0,1.0,0.5,0.5,0.71
PF00149,PF02872:PF14008:PF16656,240,72,72,168,0,2118,1.0,0.93,0.3,0.3,0.53,44,44,196,0,2118,1.0,0.92,0.18,0.18,0.41
PF00150,PF10503:PF01341:PF02013,86,30,20,66,10,2262,0.67,0.97,0.23,0.23,0.38,9,9,77,0,2272,1.0,0.97,0.1,0.1,0.32
PF00151,PF01477:PF00305:PF08016,57,91,29,28,62,2239,0.32,0.96,0.51,0.51,0.38,42,16,41,26,2275,0.38,0.97,0.28,0.28,0.31
PF00152,PF01336:PF16900:PF09170,114,101,75,39,26,2218,0.74,0.97,0.66,0.66,0.68,22,15,99,7,2237,0.68,0.96,0.13,0.13,0.29
PF00153,PF13833:PF13499:PF13202,235,299,116,119,183,1940,0.39,0.87,0.49,0.49,0.37,114,66,169,48,2075,0.58,0.91,0.28,0.28,0.36
PF00154,PF03198:PF00332:PF07983,29,76,16,13,60,2269,0.21,0.97,0.55,0.55,0.33,23,8,21,15,2314,0.35,0.98,0.28,0.28,0.3
PF00155,PF05175:PF13847:PF09029,180,110,43,137,67,2111,0.39,0.91,0.24,0.24,0.26,26,18,162,8,2170,0.69,0.93,0.1,0.1,0.24
PF00156,PF00215:PF04043:PF14572,56,96,34,22,62,2240,0.35,0.96,0.61,0.61,0.45,20,14,42,6,2296,0.7,0.98,0.25,0.25,0.41
PF00157,PF03792:PF16878:PF12284,14,31,11,3,20,2324,0.35,0.99,0.79,0.79,0.52,5,4,10,1,2343,0.8,1.0,0.29,0.29,0.48
PF00158,PF02954:PF04397:PF00990,20,27,12,8,15,2323,0.44,0.99,0.6,0.6,0.51,9,9,11,0,2338,1.0,1.0,0.45,0.45,0.67
PF00159,PF00446:PF01279:PF10780,3,10,2,1,8,2347,0.2,1.0,0.67,0.67,0.36,2,2,1,0,2355,1.0,1.0,0.67,0.67,0.82
PF00160,PF13879:PF04641:PF15906,144,46,21,123,25,2189,0.46,0.94,0.15,0.15,0.23,11,10,134,1,2213,0.91,0.94,0.07,0.07,0.24
PF00161,PF00652:PF00535:PF16499,19,146,15,4,131,2208,0.1,0.94,0.79,0.79,0.27,73,11,8,62,2277,0.15,0.97,0.58,0.58,0.29
PF00162,PF02390:PF15473:PF00228,42,40,20,22,20,2296,0.5,0.98,0.48,0.48,0.48,9,9,33,0,2316,1.0,0.99,0.21,0.21,0.46
PF00163,PF00900:PF00849:PF16065,25,85,10,15,75,2258,0.12,0.96,0.4,0.4,0.2,19,4,21,15,2318,0.21,0.98,0.16,0.16,0.18
PF00164,PF00177:PF01058:PF04716,21,88,14,7,74,2263,0.16,0.97,0.67,0.67,0.31,18,6,15,12,2325,0.33,0.99,0.29,0.29,0.3
PF00165,PF04422:PF02805:PF12350,9,18,8,1,10,2339,0.44,1.0,0.89,0.89,0.63,0,0,9,0,2349,0,1.0,0.0,0.0,0
PF00166,PF03330:PF00967:PF01113,28,43,9,19,34,2296,0.21,0.98,0.32,0.32,0.25,6,5,23,1,2329,0.83,0.99,0.18,0.18,0.38
PF00167,PF14798:PF05308:PF00048,15,29,3,12,26,2317,0.1,0.98,0.2,0.2,0.14,1,1,14,0,2343,1.0,0.99,0.07,0.07,0.26
PF00168,PF10540:PF08150:PF08165,248,23,23,225,0,2110,1.0,0.9,0.09,0.09,0.29,7,7,241,0,2110,1.0,0.9,0.03,0.03,0.16
PF00169,PF00620:PF00130:PF01237,257,238,141,116,97,2004,0.59,0.91,0.55,0.55,0.52,90,78,179,12,2089,0.87,0.92,0.3,0.3,0.48
PF00170,PF07716:PF11538:PF02701,70,84,25,45,59,2229,0.3,0.96,0.36,0.36,0.3,14,9,61,5,2283,0.64,0.97,0.13,0.13,0.28
