ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00069,PF12678:PF08719:PF00566:PF05640:PF00169:PF01142:PF14719:PF01062:PF00620:PF00176,252,177,115,137,62,700,0.65,0.8,0.46,0.46,0.43,5,5,247,0,762,1.0,0.76,0.02,0.02,0.12
PF00070,PF09759:PF12820:PF05295:PF12453:PF15785:PF09072:PF02320:PF06398:PF02898:PF17065,2,35,1,1,34,978,0.03,0.97,0.5,0.5,0.11,0,0,2,0,1012,0,1.0,0.0,0.0,0
PF00071,PF01126:PF16054:PF07162:PF10155:PF15311:PF10158:PF05983:PF11700:PF02466:PF00375,106,51,34,72,17,891,0.67,0.91,0.32,0.32,0.42,0,0,106,0,908,0,0.9,0.0,0.0,0
PF00072,PF12678:PF00638:PF13676:PF02816:PF12171:PF08719:PF00160:PF01532:PF10258:PF07717,31,128,23,8,105,878,0.18,0.89,0.74,0.74,0.33,6,6,25,0,983,1.0,0.98,0.19,0.19,0.43
PF00073,PF11835:PF00606:PF14214:PF06869:PF05380:PF04031:PF07725:PF12862:PF15625:PF13580,4,47,2,2,45,965,0.04,0.95,0.5,0.5,0.14,0,0,4,0,1010,0,1.0,0.0,0.0,0
PF00074,PF14622:PF04826:PF06632:PF04822:PF01196:PF03062:PF09588:PF05477:PF01963:PF14832,1,45,1,0,44,969,0.02,0.96,1.0,1.0,0.15,0,0,1,0,1013,0,1.0,0.0,0.0,0
PF00075,PF13960:PF01400:PF01764:PF04664:PF06999:PF09741:PF13388:PF08317:PF13304:PF11957,35,70,19,16,51,928,0.27,0.93,0.54,0.54,0.35,0,0,35,0,979,0,0.97,0.0,0.0,0
PF00076,PF04098:PF12171:PF00160:PF01985:PF07535:PF04801:PF07915:PF00620:PF06602:PF10263,174,126,70,104,56,784,0.56,0.84,0.4,0.4,0.38,3,3,171,0,840,1.0,0.83,0.02,0.02,0.12
PF00077,PF08284:PF15913:PF05057:PF12819:PF13961:PF03527:PF16087:PF13230:PF13873:PF14244,9,59,5,4,54,951,0.08,0.94,0.56,0.56,0.2,4,3,6,1,1004,0.75,0.99,0.33,0.33,0.5
PF00078,PF10354:PF13963:PF05585:PF13961:PF07715:PF05380:PF03372:PF03546:PF12819:PF03101,146,69,44,102,25,843,0.64,0.87,0.3,0.3,0.38,2,2,144,0,868,1.0,0.86,0.01,0.01,0.11
PF00079,PF07245:PF07721:PF08016:PF03176:PF08174:PF14521:PF00636:PF01547:PF04679:PF03133,21,63,12,9,51,942,0.19,0.94,0.57,0.57,0.31,0,0,21,0,993,0,0.98,0.0,0.0,0
PF00080,PF08294:PF01667:PF11976:PF10639:PF04135:PF01501:PF01521:PF10127:PF16489:PF14521,13,62,11,2,51,950,0.18,0.95,0.85,0.85,0.37,1,1,12,0,1001,1.0,0.99,0.08,0.08,0.28
PF00081,PF09121:PF08441:PF06459:PF12829:PF09818:PF07928:PF08224:PF16477:PF04129:PF05024,14,41,3,11,38,962,0.07,0.95,0.21,0.21,0.1,0,0,14,0,1000,0,0.99,0.0,0.0,0
PF00082,PF13406:PF12171:PF02204:PF13176:PF00610:PF04181:PF07720:PF13961:PF15913:PF08448,35,92,21,14,71,908,0.23,0.92,0.6,0.6,0.34,2,2,33,0,979,1.0,0.97,0.06,0.06,0.24
PF00083,PF14303:PF01757:PF00167:PF02953:PF14822:PF00296:PF00909:PF00473:PF01746:PF06437,78,67,29,49,38,898,0.43,0.91,0.37,0.37,0.36,1,1,77,0,936,1.0,0.92,0.01,0.01,0.11
PF00084,PF13778:PF09014:PF00354:PF00431:PF11630:PF06446:PF15696:PF13698:PF02488:PF15337,38,54,25,13,29,947,0.46,0.96,0.66,0.66,0.53,0,0,38,0,976,0,0.96,0.0,0.0,0
PF00085,PF12171:PF12879:PF00887:PF01555:PF15913:PF07721:PF02023:PF03154:PF01823:PF06772,70,68,28,42,40,904,0.41,0.92,0.4,0.4,0.36,0,0,70,0,944,0,0.93,0.0,0.0,0
PF00086,PF12171:PF12879:PF15913:PF00887:PF02023:PF01555:PF05380:PF01823:PF16977:PF01390,21,81,13,8,68,925,0.16,0.93,0.62,0.62,0.29,3,3,18,0,993,1.0,0.98,0.14,0.14,0.37
PF00088,PF11835:PF12814:PF07173:PF12862:PF01375:PF07725:PF05572:PF00606:PF08242:PF14214,8,51,5,3,46,960,0.1,0.95,0.62,0.62,0.23,1,1,7,0,1006,1.0,0.99,0.12,0.12,0.35
PF00089,PF07721:PF07245:PF08719:PF08016:PF00176:PF01661:PF00054:PF01547:PF00566:PF13812,87,142,53,34,89,838,0.37,0.88,0.61,0.61,0.41,6,6,81,0,927,1.0,0.92,0.07,0.07,0.25
PF00090,PF05986:PF08685:PF01823:PF15913:PF01421:PF12171:PF14244:PF08686:PF00160:PF04181,35,100,26,9,74,905,0.26,0.92,0.74,0.74,0.41,2,2,33,0,979,1.0,0.97,0.06,0.06,0.24
PF00091,PF16546:PF16692:PF06772:PF13423:PF09713:PF16131:PF08174:PF04278:PF09783:PF00389,35,59,21,14,38,941,0.36,0.95,0.6,0.6,0.44,1,1,34,0,979,1.0,0.97,0.03,0.03,0.17
PF00092,PF02023:PF13176:PF14244:PF15913:PF03732:PF04181:PF13961:PF05380:PF10354:PF00887,53,105,22,31,83,878,0.21,0.89,0.42,0.42,0.24,2,2,51,0,961,1.0,0.95,0.04,0.04,0.19
PF00093,PF04181:PF12171:PF03732:PF02023:PF14244:PF12807:PF00160:PF07915:PF00620:PF15913,18,132,14,4,118,878,0.11,0.88,0.78,0.78,0.26,5,4,14,1,995,0.8,0.99,0.22,0.22,0.42
PF00094,PF01902:PF01547:PF04561:PF06398:PF12820:PF04389:PF06337:PF03856:PF01200:PF10178,26,53,12,14,41,947,0.23,0.95,0.46,0.46,0.3,0,0,26,0,988,0,0.97,0.0,0.0,0
PF00095,PF02961:PF11630:PF06446:PF13698:PF11341:PF14224:PF02025:PF02488:PF02024:PF11415,16,5,1,15,4,994,0.2,0.98,0.06,0.06,0.1,0,0,16,0,998,0,0.98,0.0,0.0,0
PF00097,PF10601:PF04822:PF10639:PF13908:PF04826:PF09588:PF05477:PF14727:PF00411:PF14622,49,39,18,31,21,944,0.46,0.95,0.37,0.37,0.39,0,0,49,0,965,0,0.95,0.0,0.0,0
PF00098,PF00607:PF12171:PF00160:PF01985:PF00620:PF04098:PF02204:PF13174:PF04434:PF06602,64,129,39,25,90,860,0.3,0.89,0.61,0.61,0.38,4,3,61,1,949,0.75,0.94,0.05,0.05,0.18
PF00100,PF01866:PF10269:PF12483:PF02099:PF03067:PF05990:PF15749:PF05859:PF01088:PF13926,29,40,14,15,26,959,0.35,0.96,0.48,0.48,0.39,0,0,29,0,985,0,0.97,0.0,0.0,0
PF00101,PF00584:PF08144:PF08923:PF04241:PF11721:PF01918:PF13908:PF04103:PF04568:PF00398,3,41,3,0,38,973,0.07,0.96,1.0,1.0,0.27,0,0,3,0,1011,0,1.0,0.0,0.0,0
PF00102,PF08719:PF07245:PF16012:PF04679:PF07717:PF14719:PF03176:PF12678:PF16808:PF07721,39,64,18,21,46,929,0.28,0.93,0.46,0.46,0.33,2,2,37,0,975,1.0,0.96,0.05,0.05,0.22
PF00103,PF00379:PF09398:PF08294:PF07762:PF00436:PF10639:PF00929:PF01501:PF09949:PF10300,3,75,2,1,73,938,0.03,0.93,0.67,0.67,0.12,2,1,2,1,1010,0.5,1.0,0.33,0.33,0.41
PF00104,PF02159:PF07717:PF08719:PF12678:PF04679:PF16012:PF05029:PF13676:PF10258:PF02816,27,75,18,9,57,930,0.24,0.93,0.67,0.67,0.37,5,5,22,0,987,1.0,0.98,0.19,0.19,0.43
PF00105,PF06745:PF01595:PF00887:PF13352:PF07535:PF04181:PF02023:PF12171:PF14634:PF11977,26,65,13,13,52,936,0.2,0.94,0.5,0.5,0.29,1,1,25,0,988,1.0,0.98,0.04,0.04,0.19
PF00106,PF01073:PF06941:PF01513:PF12740:PF12146:PF11833:PF06936:PF02585:PF09587:PF05685,115,47,28,87,19,880,0.6,0.9,0.24,0.24,0.34,2,2,113,0,899,1.0,0.89,0.02,0.02,0.12
PF00107,PF16912:PF13823:PF08074:PF07717:PF08719:PF01483:PF04434:PF03828:PF04592:PF02204,57,79,26,31,53,904,0.33,0.92,0.46,0.46,0.34,3,3,54,0,957,1.0,0.95,0.05,0.05,0.22
PF00108,PF08007:PF06459:PF09471:PF02153:PF00474:PF03108:PF04129:PF05731:PF08224:PF15481,24,56,13,11,43,947,0.23,0.95,0.54,0.54,0.33,0,0,24,0,990,0,0.98,0.0,0.0,0
PF00109,PF01375:PF04843:PF07725:PF07173:PF10683:PF13580:PF03921:PF00975:PF08242:PF00606,32,39,17,15,22,960,0.44,0.96,0.53,0.53,0.46,0,0,32,0,982,0,0.97,0.0,0.0,0
PF00110,PF07245:PF14521:PF00929:PF01655:PF07762:PF08613:PF09814:PF00379:PF01101:PF08174,9,72,5,4,67,938,0.07,0.93,0.56,0.56,0.18,4,2,7,2,1003,0.5,0.99,0.22,0.22,0.33
PF00111,PF12849:PF08477:PF00756:PF16670:PF05454:PF03985:PF07228:PF00872:PF13388:PF03530,17,56,11,6,45,952,0.2,0.95,0.65,0.65,0.34,0,0,17,0,997,0,0.98,0.0,0.0,0
PF00112,PF12131:PF11341:PF14224:PF07133:PF11630:PF02488:PF06446:PF13698:PF15696:PF02024,38,5,3,35,2,974,0.6,0.96,0.08,0.08,0.21,0,0,38,0,976,0,0.96,0.0,0.0,0
PF00113,PF14980:PF02425:PF02488:PF16851:PF02024:PF11415:PF04370:PF07589:PF15463:PF11341,8,5,0,8,5,1001,0.0,0.99,0.0,0.0,-0.01,0,0,8,0,1006,0,0.99,0.0,0.0,0
PF00114,PF02907:PF11066:PF07339:PF11068:PF13346:PF11075:PF11080:PF11086:PF11102:PF07305,1,2,0,1,2,1011,0.0,1.0,0.0,0.0,-0.0,0,0,1,0,1013,0,1.0,0.0,0.0,0
PF00115,PF01192:PF13020:PF01741:PF06127:PF01458:PF10716:PF06695:PF15013:PF11255:PF01198,6,20,2,4,18,990,0.1,0.98,0.33,0.33,0.17,0,0,6,0,1008,0,0.99,0.0,0.0,0
PF00116,PF13116:PF08719:PF00620:PF07717:PF00102:PF04679:PF12678:PF04592:PF00354:PF07721,8,116,6,2,110,896,0.05,0.89,0.75,0.75,0.18,3,2,6,1,1005,0.67,0.99,0.25,0.25,0.41
PF00117,PF12505:PF01764:PF08284:PF10551:PF02019:PF01404:PF15481:PF12265:PF09184:PF13960,39,65,20,19,45,930,0.31,0.94,0.51,0.51,0.37,1,1,38,0,975,1.0,0.96,0.03,0.03,0.16
PF00118,PF07818:PF15308:PF08074:PF06098:PF16808:PF10507:PF07717:PF16862:PF11709:PF11569,40,54,18,22,36,938,0.33,0.94,0.45,0.45,0.36,1,1,39,0,974,1.0,0.96,0.03,0.03,0.16
PF00119,PF12697:PF04103:PF12620:PF00398:PF07047:PF07763:PF11721:PF13673:PF01697:PF01182,4,67,2,2,65,945,0.03,0.93,0.5,0.5,0.11,2,0,4,2,1008,0.0,0.99,0.0,0.0,-0.0
PF00120,PF02204:PF12171:PF11341:PF14980:PF02025:PF02425:PF12628:PF04370:PF16851:PF07589,16,42,7,9,35,963,0.17,0.96,0.44,0.44,0.25,0,0,16,0,998,0,0.98,0.0,0.0,0
PF00121,PF09462:PF12807:PF04191:PF11618:PF04181:PF14244:PF05141:PF08614:PF07721:PF05048,8,39,3,5,36,970,0.08,0.96,0.38,0.38,0.16,0,0,8,0,1006,0,0.99,0.0,0.0,0
PF00122,PF15780:PF07725:PF06375:PF12862:PF07173:PF02010:PF11835:PF14237:PF05572:PF00619,64,48,20,44,28,922,0.42,0.93,0.31,0.31,0.32,1,1,63,0,950,1.0,0.94,0.02,0.02,0.12
PF00123,PF04679:PF07717:PF08719:PF08016:PF05029:PF16012:PF00476:PF13952:PF12678:PF13901,3,83,2,1,81,930,0.02,0.92,0.67,0.67,0.12,3,0,3,3,1008,0.0,0.99,0.0,0.0,-0.0
PF00124,PF15243:PF04367:PF00430:PF15071:PF11025:PF05039:PF00236:PF01241:PF10161:PF06351,5,11,1,4,10,999,0.09,0.99,0.2,0.2,0.13,0,0,5,0,1009,0,1.0,0.0,0.0,0
