ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00051,PF16977:PF07204:PF12171:PF00620:PF00354,57,215,40,17,175,2126,0.19,0.92,0.7,0.7,0.33,15,11,46,4,2297,0.73,0.98,0.19,0.19,0.37
PF00052,PF06008:PF00055:PF02488:PF02024:PF11415,31,55,26,5,29,2298,0.47,0.99,0.84,0.84,0.62,0,0,31,0,2327,0,0.99,0.0,0.0,0
PF00053,PF00052:PF00055:PF00054:PF06008:PF12171,76,133,64,12,69,2213,0.48,0.97,0.84,0.84,0.62,20,20,56,0,2282,1.0,0.98,0.26,0.26,0.51
PF00054,PF07721:PF08016:PF01547:PF08719:PF03133,39,149,23,16,126,2193,0.15,0.94,0.59,0.59,0.28,15,7,32,8,2311,0.47,0.98,0.18,0.18,0.28
PF00055,PF13961:PF05585:PF03546:PF04843:PF10579,51,83,19,32,64,2243,0.23,0.96,0.37,0.37,0.27,5,5,46,0,2307,1.0,0.98,0.1,0.1,0.31
PF00056,PF14671:PF05831:PF07470:PF12824:PF05677,47,49,14,33,35,2276,0.29,0.97,0.3,0.3,0.28,1,1,46,0,2311,1.0,0.98,0.02,0.02,0.14
PF00057,PF16915:PF01823:PF11630:PF02488:PF06446,135,39,25,110,14,2209,0.64,0.95,0.19,0.19,0.33,0,0,135,0,2223,0,0.94,0.0,0.0,0
PF00058,PF02488:PF15696:PF09249:PF14025:PF15337,49,14,5,44,9,2300,0.36,0.98,0.1,0.1,0.18,0,0,49,0,2309,0,0.98,0.0,0.0,0
PF00059,PF07721:PF07245:PF01902:PF08016:PF01547,150,101,52,98,49,2159,0.51,0.94,0.35,0.35,0.39,4,4,146,0,2208,1.0,0.94,0.03,0.03,0.16
PF00060,PF08016:PF14719:PF03167:PF02301:PF04679,87,119,32,55,87,2184,0.27,0.94,0.37,0.37,0.28,11,9,78,2,2269,0.82,0.97,0.1,0.1,0.28
PF00061,PF05426:PF01963:PF13468:PF15680:PF04826,41,38,8,33,30,2287,0.21,0.97,0.2,0.2,0.19,1,0,41,1,2316,0.0,0.98,0.0,0.0,-0.0
PF00062,PF07762:PF09814:PF00379:PF00929:PF14521,19,158,15,4,143,2196,0.09,0.94,0.79,0.79,0.26,17,7,12,10,2329,0.41,0.99,0.37,0.37,0.38
PF00063,PF01107:PF14858:PF12820:PF06398:PF01375,143,38,25,118,13,2202,0.66,0.94,0.17,0.17,0.32,2,2,141,0,2215,1.0,0.94,0.01,0.01,0.11
PF00066,PF06446:PF02488:PF13698:PF02024:PF11415,27,4,0,27,4,2327,0.0,0.99,0.0,0.0,-0.0,0,0,27,0,2331,0,0.99,0.0,0.0,0
PF00067,PF11721:PF13673:PF08923:PF04241:PF05088,333,87,57,276,30,1995,0.66,0.87,0.17,0.17,0.29,5,5,328,0,2025,1.0,0.86,0.02,0.02,0.11
PF00068,PF12274:PF15364:PF12697:PF02520:PF07841,16,125,7,9,118,2224,0.06,0.95,0.44,0.44,0.14,2,0,16,2,2340,0.0,0.99,0.0,0.0,-0.0
PF00069,PF12678:PF08719:PF00566:PF05640:PF00169,689,368,266,423,102,1567,0.72,0.78,0.39,0.39,0.41,25,25,664,0,1669,1.0,0.72,0.04,0.04,0.16
PF00070,PF09759:PF12820:PF05295:PF12453:PF15785,7,38,2,5,36,2315,0.05,0.98,0.29,0.29,0.12,1,0,7,1,2350,0.0,1.0,0.0,0.0,-0.0
PF00071,PF01126:PF16054:PF07162:PF10155:PF15311,281,67,49,232,18,2059,0.73,0.89,0.17,0.17,0.32,2,2,279,0,2077,1.0,0.88,0.01,0.01,0.08
PF00072,PF12678:PF00638:PF13676:PF02816:PF12171,113,172,57,56,115,2130,0.33,0.93,0.5,0.5,0.37,19,17,96,2,2243,0.89,0.96,0.15,0.15,0.36
PF00073,PF11835:PF00606:PF14214:PF06869:PF05380,18,90,5,13,85,2255,0.06,0.96,0.28,0.28,0.11,7,0,18,7,2333,0.0,0.99,0.0,0.0,-0.0
PF00074,PF14622:PF04826:PF06632:PF04822:PF01196,3,66,2,1,64,2291,0.03,0.97,0.67,0.67,0.14,2,1,2,1,2354,0.5,1.0,0.33,0.33,0.41
PF00075,PF13960:PF01400:PF01764:PF04664:PF06999,93,187,45,48,142,2123,0.24,0.92,0.48,0.48,0.3,15,12,81,3,2262,0.8,0.96,0.13,0.13,0.31
PF00076,PF04098:PF12171:PF00160:PF01985:PF07535,475,207,135,340,72,1811,0.65,0.83,0.28,0.28,0.35,12,12,463,0,1883,1.0,0.8,0.03,0.03,0.14
PF00077,PF08284:PF15913:PF05057:PF12819:PF13961,25,105,10,15,95,2238,0.1,0.95,0.4,0.4,0.18,19,8,17,11,2322,0.42,0.99,0.32,0.32,0.36
PF00078,PF10354:PF13963:PF05585:PF13961:PF07715,412,92,69,343,23,1923,0.75,0.84,0.17,0.17,0.31,9,9,403,0,1946,1.0,0.83,0.02,0.02,0.13
PF00079,PF07245:PF07721:PF08016:PF03176:PF08174,57,92,22,35,70,2231,0.24,0.96,0.39,0.39,0.28,5,5,52,0,2301,1.0,0.98,0.09,0.09,0.29
PF00080,PF08294:PF01667:PF11976:PF10639:PF04135,38,98,21,17,77,2243,0.21,0.96,0.55,0.55,0.33,9,7,31,2,2318,0.78,0.99,0.18,0.18,0.37
PF00081,PF09121:PF08441:PF06459:PF12829:PF09818,38,50,5,33,45,2275,0.1,0.97,0.13,0.13,0.1,0,0,38,0,2320,0,0.98,0.0,0.0,0
PF00082,PF13406:PF12171:PF02204:PF13176:PF00610,108,202,54,54,148,2102,0.27,0.91,0.5,0.5,0.32,26,20,88,6,2244,0.77,0.96,0.19,0.19,0.37
PF00083,PF14303:PF01757:PF00167:PF02953:PF14822,236,136,80,156,56,2066,0.59,0.91,0.34,0.34,0.4,12,11,225,1,2121,0.92,0.9,0.05,0.05,0.19
PF00084,PF13778:PF09014:PF00354:PF00431:PF11630,100,138,68,32,70,2188,0.49,0.96,0.68,0.68,0.56,1,1,99,0,2258,1.0,0.96,0.01,0.01,0.1
PF00085,PF12171:PF12879:PF00887:PF01555:PF15913,192,148,65,127,83,2083,0.44,0.91,0.34,0.34,0.34,7,7,185,0,2166,1.0,0.92,0.04,0.04,0.18
PF00086,PF12171:PF12879:PF15913:PF00887:PF02023,53,150,28,25,122,2183,0.19,0.94,0.53,0.53,0.29,14,10,43,4,2301,0.71,0.98,0.19,0.19,0.36
PF00088,PF11835:PF12814:PF07173:PF12862:PF01375,28,59,10,18,49,2281,0.17,0.97,0.36,0.36,0.23,3,2,26,1,2329,0.67,0.99,0.07,0.07,0.22
PF00089,PF07721:PF07245:PF08719:PF08016:PF00176,231,257,115,116,142,1985,0.45,0.89,0.5,0.5,0.41,12,11,220,1,2126,0.92,0.91,0.05,0.05,0.2
PF00090,PF05986:PF08685:PF01823:PF15913:PF01421,103,98,57,46,41,2214,0.58,0.96,0.55,0.55,0.55,13,13,90,0,2255,1.0,0.96,0.13,0.13,0.35
PF00091,PF16546:PF16692:PF06772:PF13423:PF09713,111,77,33,78,44,2203,0.43,0.95,0.3,0.3,0.33,5,4,107,1,2246,0.8,0.95,0.04,0.04,0.16
PF00092,PF02023:PF13176:PF14244:PF15913:PF03732,120,188,53,67,135,2103,0.28,0.91,0.44,0.44,0.31,23,21,99,2,2236,0.91,0.96,0.17,0.17,0.39
PF00093,PF04181:PF12171:PF03732:PF02023:PF14244,48,184,27,21,157,2153,0.15,0.92,0.56,0.56,0.26,25,15,33,10,2300,0.6,0.98,0.31,0.31,0.42
PF00094,PF01902:PF01547:PF04561:PF06398:PF12820,71,58,17,54,41,2246,0.29,0.96,0.24,0.24,0.24,4,2,69,2,2285,0.5,0.97,0.03,0.03,0.11
PF00095,PF02961:PF11630:PF06446:PF13698:PF11341,54,10,4,50,6,2298,0.4,0.98,0.07,0.07,0.16,0,0,54,0,2304,0,0.98,0.0,0.0,0
PF00097,PF10601:PF04822:PF10639:PF13908:PF04826,137,66,32,105,34,2187,0.48,0.94,0.23,0.23,0.31,1,1,136,0,2221,1.0,0.94,0.01,0.01,0.08
PF00098,PF00607:PF12171:PF00160:PF01985:PF00620,181,286,97,84,189,1988,0.34,0.88,0.54,0.54,0.37,34,27,154,7,2170,0.79,0.93,0.15,0.15,0.33
PF00100,PF01866:PF10269:PF12483:PF02099:PF03067,91,77,25,66,52,2215,0.32,0.95,0.27,0.27,0.27,1,0,91,1,2266,0.0,0.96,0.0,0.0,-0.0
PF00101,PF00584:PF08144:PF08923:PF04241:PF11721,8,70,7,1,63,2287,0.1,0.97,0.88,0.88,0.29,2,2,6,0,2350,1.0,1.0,0.25,0.25,0.5
PF00102,PF08719:PF07245:PF16012:PF04679:PF07717,110,169,54,56,115,2133,0.32,0.93,0.49,0.49,0.36,15,15,95,0,2248,1.0,0.96,0.14,0.14,0.36
PF00103,PF00379:PF09398:PF08294:PF07762:PF00436,10,116,6,4,110,2238,0.05,0.95,0.6,0.6,0.17,9,3,7,6,2342,0.33,0.99,0.3,0.3,0.31
PF00104,PF02159:PF07717:PF08719:PF12678:PF04679,84,186,52,32,134,2140,0.28,0.93,0.62,0.62,0.39,22,22,62,0,2274,1.0,0.97,0.26,0.26,0.5
PF00105,PF06745:PF01595:PF00887:PF13352:PF07535,86,100,31,55,69,2203,0.31,0.95,0.36,0.36,0.31,3,3,83,0,2272,1.0,0.96,0.03,0.03,0.18
PF00106,PF01073:PF06941:PF01513:PF12740:PF12146,332,122,77,255,45,1981,0.63,0.87,0.23,0.23,0.33,16,16,316,0,2026,1.0,0.87,0.05,0.05,0.2
PF00107,PF16912:PF13823:PF08074:PF07717:PF08719,171,161,67,104,94,2093,0.42,0.92,0.39,0.39,0.36,10,10,161,0,2187,1.0,0.93,0.06,0.06,0.23
PF00108,PF08007:PF06459:PF09471:PF02153:PF00474,78,116,34,44,82,2198,0.29,0.95,0.44,0.44,0.33,6,5,73,1,2279,0.83,0.97,0.06,0.06,0.23
PF00109,PF01375:PF04843:PF07725:PF07173:PF10683,99,53,23,76,30,2229,0.43,0.96,0.23,0.23,0.3,0,0,99,0,2259,0,0.96,0.0,0.0,0
PF00110,PF07245:PF14521:PF00929:PF01655:PF07762,26,135,17,9,118,2214,0.13,0.95,0.65,0.65,0.27,9,7,19,2,2330,0.78,0.99,0.27,0.27,0.45
PF00111,PF12849:PF08477:PF00756:PF16670:PF05454,64,103,33,31,70,2224,0.32,0.96,0.52,0.52,0.39,5,5,59,0,2294,1.0,0.97,0.08,0.08,0.28
PF00112,PF12131:PF11341:PF14224:PF07133:PF11630,108,9,5,103,4,2246,0.56,0.95,0.05,0.05,0.15,0,0,108,0,2250,0,0.95,0.0,0.0,0
PF00113,PF14980:PF02425:PF02488:PF16851:PF02024,29,5,0,29,5,2324,0.0,0.99,0.0,0.0,-0.01,0,0,29,0,2329,0,0.99,0.0,0.0,0
PF00114,PF02907:PF11066:PF07339:PF11068:PF13346,2,3,0,2,3,2353,0.0,1.0,0.0,0.0,-0.0,0,0,2,0,2356,0,1.0,0.0,0.0,0
PF00115,PF01192:PF13020:PF01741:PF06127:PF01458,28,30,4,24,26,2304,0.13,0.98,0.14,0.14,0.13,0,0,28,0,2330,0,0.99,0.0,0.0,0
PF00116,PF13116:PF08719:PF00620:PF07717:PF00102,29,301,22,7,279,2050,0.07,0.88,0.76,0.76,0.21,44,14,15,30,2299,0.32,0.98,0.48,0.48,0.38
PF00117,PF12505:PF01764:PF08284:PF10551:PF02019,121,175,59,62,116,2121,0.34,0.92,0.49,0.49,0.37,18,16,105,2,2235,0.89,0.95,0.13,0.13,0.33
PF00118,PF07818:PF15308:PF08074:PF06098:PF16808,101,48,22,79,26,2231,0.46,0.96,0.22,0.22,0.3,4,4,97,0,2257,1.0,0.96,0.04,0.04,0.19
PF00119,PF12697:PF04103:PF12620:PF00398:PF07047,19,144,8,11,136,2203,0.06,0.94,0.42,0.42,0.14,9,1,18,8,2331,0.11,0.99,0.05,0.05,0.07
PF00120,PF02204:PF12171:PF11341:PF14980:PF02025,41,120,18,23,102,2215,0.15,0.95,0.44,0.44,0.23,1,0,41,1,2316,0.0,0.98,0.0,0.0,-0.0
PF00121,PF09462:PF12807:PF04191:PF11618:PF04181,21,46,6,15,40,2297,0.13,0.98,0.29,0.29,0.18,4,3,18,1,2336,0.75,0.99,0.14,0.14,0.33
PF00122,PF15780:PF07725:PF06375:PF12862:PF07173,187,73,46,141,27,2144,0.63,0.93,0.25,0.25,0.36,6,6,181,0,2171,1.0,0.92,0.03,0.03,0.17
PF00123,PF04679:PF07717:PF08719:PF08016:PF05029,12,196,8,4,188,2158,0.04,0.92,0.67,0.67,0.15,18,3,9,15,2331,0.17,0.99,0.25,0.25,0.2
PF00124,PF15243:PF04367:PF00430:PF15071:PF11025,12,18,0,12,18,2328,0.0,0.99,0.0,0.0,-0.01,0,0,12,0,2346,0,0.99,0.0,0.0,0
PF00125,PF03297:PF13952:PF00488:PF13640:PF05700,92,159,51,41,108,2158,0.32,0.94,0.55,0.55,0.39,12,12,80,0,2266,1.0,0.97,0.13,0.13,0.35
PF00126,PF07114:PF03657:PF09419:PF01730:PF00338,12,71,4,8,67,2279,0.06,0.97,0.33,0.33,0.13,4,2,10,2,2344,0.5,0.99,0.17,0.17,0.29
PF00127,PF06766:PF10104:PF07200:PF02076:PF12298,6,52,2,4,50,2302,0.04,0.98,0.33,0.33,0.11,5,1,5,4,2348,0.2,1.0,0.17,0.17,0.18
PF00128,PF12044:PF01328:PF08409:PF10551:PF12265,72,122,36,36,86,2200,0.3,0.95,0.5,0.5,0.36,5,5,67,0,2286,1.0,0.97,0.07,0.07,0.26
PF00129,PF00969:PF16497:PF16533:PF00474:PF09184,11,91,8,3,83,2264,0.09,0.96,0.73,0.73,0.24,4,1,10,3,2344,0.25,0.99,0.09,0.09,0.15
PF00130,PF00620:PF12013:PF14377:PF07533:PF08719,114,202,73,41,129,2115,0.36,0.93,0.64,0.64,0.45,14,14,100,0,2244,1.0,0.96,0.12,0.12,0.34
PF00131,PF00203:PF06320:PF16064:PF03959:PF03669,3,88,1,2,87,2268,0.01,0.96,0.33,0.33,0.06,6,0,3,6,2349,0.0,1.0,0.0,0.0,-0.0
PF00132,PF08016:PF02301:PF01247:PF00929:PF07245,105,158,47,58,111,2142,0.3,0.93,0.45,0.45,0.33,9,9,96,0,2253,1.0,0.96,0.09,0.09,0.29
PF00133,PF02441:PF08510:PF17065:PF10178:PF05907,102,79,30,72,49,2207,0.38,0.95,0.29,0.29,0.31,5,4,98,1,2255,0.8,0.96,0.04,0.04,0.17
PF00134,PF09184:PF01764:PF10551:PF08007:PF02019,126,170,59,67,111,2121,0.35,0.92,0.47,0.47,0.36,16,15,111,1,2231,0.94,0.95,0.12,0.12,0.32
PF00135,PF02902:PF00235:PF13532:PF10639:PF08294,150,202,73,77,129,2079,0.36,0.91,0.49,0.49,0.37,20,19,131,1,2207,0.95,0.94,0.13,0.13,0.34
PF00136,PF01547:PF11766:PF08174:PF07245:PF14521,60,68,22,38,46,2252,0.32,0.96,0.37,0.37,0.33,2,1,59,1,2297,0.5,0.97,0.02,0.02,0.09
PF00137,PF08719:PF00620:PF07717:PF07721:PF04679,55,262,36,19,226,2077,0.14,0.9,0.65,0.65,0.27,33,19,36,14,2289,0.58,0.98,0.35,0.35,0.44
PF00139,PF07019:PF13495:PF01501:PF04930:PF08592,42,105,23,19,82,2234,0.22,0.96,0.55,0.55,0.33,11,7,35,4,2312,0.64,0.98,0.17,0.17,0.32
PF00140,PF07721:PF01966:PF15913:PF09783:PF01041,10,82,4,6,78,2270,0.05,0.96,0.4,0.4,0.13,6,1,9,5,2343,0.17,0.99,0.1,0.1,0.13
PF00141,PF11807:PF03583:PF02104:PF09419:PF03259,67,61,24,43,37,2254,0.39,0.97,0.36,0.36,0.36,4,4,63,0,2291,1.0,0.97,0.06,0.06,0.24
PF00142,PF00537:PF15172:PF16906:PF15666:PF04839,3,29,1,2,28,2327,0.03,0.99,0.33,0.33,0.1,0,0,3,0,2355,0,1.0,0.0,0.0,0
PF00143,PF12680:PF12280:PF03045:PF08559:PF11968,3,47,0,3,47,2308,0.0,0.98,0.0,0.0,-0.01,2,0,3,2,2353,0.0,1.0,0.0,0.0,-0.0
PF00144,PF07428:PF12435:PF02434:PF10503:PF17050,101,71,30,71,41,2216,0.42,0.95,0.3,0.3,0.33,1,1,100,0,2257,1.0,0.96,0.01,0.01,0.1
PF00145,PF08016:PF03133:PF02301:PF13879:PF01247,47,142,24,23,118,2193,0.17,0.94,0.51,0.51,0.27,10,9,38,1,2310,0.9,0.98,0.19,0.19,0.41
PF00146,PF04277:PF00379:PF09398:PF07762:PF00436,33,109,13,20,96,2229,0.12,0.95,0.39,0.39,0.2,6,4,29,2,2323,0.67,0.99,0.12,0.12,0.28
PF00147,PF07721:PF08719:PF07717:PF03176:PF08016,107,200,55,52,145,2106,0.28,0.92,0.51,0.51,0.34,11,11,96,0,2251,1.0,0.96,0.1,0.1,0.31
PF00148,PF15013:PF09792:PF01741:PF14998:PF13020,4,22,1,3,21,2333,0.05,0.99,0.25,0.25,0.1,1,0,4,1,2353,0.0,1.0,0.0,0.0,-0.0
PF00149,PF00929:PF00379:PF14521:PF16787:PF07762,240,158,76,164,82,2036,0.48,0.9,0.32,0.32,0.34,18,17,223,1,2117,0.94,0.91,0.07,0.07,0.24
PF00150,PF03145:PF05919:PF17050:PF12146:PF01101,86,118,43,43,75,2197,0.36,0.95,0.5,0.5,0.4,8,8,78,0,2272,1.0,0.97,0.09,0.09,0.3
PF00151,PF13388:PF12849:PF10269:PF08477:PF01088,57,110,27,30,83,2218,0.25,0.95,0.47,0.47,0.32,5,4,53,1,2300,0.8,0.98,0.07,0.07,0.23
PF00152,PF09170:PF16900:PF07717:PF08719:PF04679,114,170,49,65,121,2123,0.29,0.92,0.43,0.43,0.31,19,15,99,4,2240,0.79,0.96,0.13,0.13,0.31
PF00153,PF05535:PF01342:PF16016:PF02365:PF11559,235,83,49,186,34,2089,0.59,0.91,0.21,0.21,0.31,4,4,231,0,2123,1.0,0.9,0.02,0.02,0.12
