ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Hit Rate,Consensus MCC
PF10236,PF05602:PF02186:PF01786,4,21,1,3,20,1002,0.05,0.98,0.25,0.1,1,1,3,0,1022,1.0,1.0,0.25,0.5
PF09179,PF11734:PF16822:PF14882,1,1,1,0,0,1025,1.0,1.0,1.0,1.0,0,0,1,0,1025,0,1.0,0.0,0
PF02375,PF02928:PF08429:PF10497,14,14,7,7,7,1005,0.5,0.99,0.5,0.49,6,6,8,0,1012,1.0,0.99,0.43,0.65
PF03734,PF08924:PF00358:PF15225,4,7,0,4,7,1015,0.0,0.99,0.0,-0.01,0,0,4,0,1022,0,1.0,0.0,0
PF02338,PF01754:PF01428:PF08123,40,21,9,31,12,974,0.43,0.96,0.23,0.29,2,1,39,1,985,0.5,0.96,0.03,0.11
PF04015,PF05930:PF09856:PF03831,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF09134,PF13946:PF02572:PF08479,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF10168,PF16840:PF15318:PF00022,2,52,1,1,51,973,0.02,0.95,0.5,0.09,0,0,2,0,1024,0,1.0,0.0,0
PF03954,PF08391:PF09006:PF06023,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF08528,PF04090:PF10104:PF02116,4,7,0,4,7,1015,0.0,0.99,0.0,-0.01,1,0,4,1,1021,0.0,1.0,0.0,-0.0
PF00108,PF02803:PF02036:PF05768,24,27,22,2,5,997,0.81,0.99,0.92,0.86,8,8,16,0,1002,1.0,0.98,0.33,0.57
PF11739,PF11736:PF14376:PF03428,2,3,1,1,2,1022,0.33,1.0,0.5,0.41,0,0,2,0,1024,0,1.0,0.0,0
PF15075,PF10127:PF07326:PF02951,1,2,0,1,2,1023,0.0,1.0,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF02357,PF12656:PF11942:PF01777,5,17,2,3,15,1006,0.12,0.98,0.4,0.21,2,0,5,2,1019,0.0,0.99,0.0,-0.0
PF04476,PF10412:PF11037:PF06945,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF07799,PF15856:PF15775:PF17188,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF15460,PF09715:PF17078:PF08642,1,2,0,1,2,1023,0.0,1.0,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF02156,PF16990:PF02013:PF01341,2,7,2,0,5,1019,0.29,1.0,1.0,0.53,2,1,1,1,1023,0.5,1.0,0.5,0.5
PF16696,PF11464:PF11409:PF13713,0,13,0,0,13,1013,0.0,0.99,0,0,0,0,0,0,1026,0,1.0,0,0
PF11738,PF02217:PF06798:PF04076,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF03446,PF14833:PF00393:PF17042,17,18,15,2,3,1006,0.83,1.0,0.88,0.86,5,5,12,0,1009,1.0,0.99,0.29,0.54
PF06398,PF06462:PF08150:PF00337,8,27,4,4,23,995,0.15,0.97,0.5,0.26,3,1,7,2,1016,0.33,0.99,0.12,0.2
PF03416,PF04831:PF04729:PF07798,16,10,1,15,9,1001,0.1,0.98,0.06,0.07,2,1,15,1,1009,0.5,0.98,0.06,0.17
PF02341,PF16974:PF06799:PF10674,3,6,1,2,5,1018,0.17,0.99,0.33,0.23,0,0,3,0,1023,0,1.0,0.0,0
PF13367,PF11341:PF06695:PF09690,1,1,1,0,0,1025,1.0,1.0,1.0,1.0,0,0,1,0,1025,0,1.0,0.0,0
PF13757,PF15057:PF06668:PF08487,0,26,0,0,26,1000,0.0,0.97,0,0,5,0,0,5,1021,0.0,1.0,0,0
PF06131,PF06007:PF06070:PF06798,3,1,0,3,1,1022,0.0,1.0,0.0,-0.0,0,0,3,0,1023,0,1.0,0.0,0
PF15043,PF03819:PF06805:PF02522,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF15314,PF15863:PF14877:PF08945,0,3,0,0,3,1023,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF07114,PF10244:PF03980:PF05915,4,4,2,2,2,1020,0.5,1.0,0.5,0.5,0,0,4,0,1022,0,1.0,0.0,0
PF06105,PF11815:PF01249:PF15816,11,12,4,7,8,1007,0.33,0.99,0.36,0.34,2,0,11,2,1013,0.0,0.99,0.0,-0.0
PF05387,PF15576:PF15120:PF03823,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14519,PF03379:PF04691:PF02950,0,6,0,0,6,1020,0.0,0.99,0,0,0,0,0,0,1026,0,1.0,0,0
PF06753,PF10285:PF10284:PF07276,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF01386,PF14693:PF04549:PF14766,1,2,1,0,1,1024,0.5,1.0,1.0,0.71,0,0,1,0,1025,0,1.0,0.0,0
PF00574,PF13664:PF04535:PF06749,14,6,3,11,3,1009,0.5,0.99,0.21,0.32,0,0,14,0,1012,0,0.99,0.0,0
PF13635,PF13390:PF01407:PF03814,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14775,PF13166:PF15877:PF01076,4,1,0,4,1,1021,0.0,1.0,0.0,-0.0,0,0,4,0,1022,0,1.0,0.0,0
PF04446,PF14413:PF00794:PF03700,6,13,6,0,7,1013,0.46,0.99,1.0,0.68,3,3,3,0,1020,1.0,1.0,0.5,0.71
PF07440,PF12121:PF08110:PF08023,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF04854,PF16784:PF14541:PF12437,1,19,0,1,19,1006,0.0,0.98,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF09020,PF08843:PF05399:PF03243,1,4,0,1,4,1021,0.0,1.0,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF08661,PF05912:PF10504:PF15014,6,4,0,6,4,1016,0.0,0.99,0.0,-0.0,0,0,6,0,1020,0,0.99,0.0,0
PF15234,PF15851:PF15079:PF01254,1,1,0,1,1,1024,0.0,1.0,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF16040,PF03359:PF05508:PF14909,3,10,0,3,10,1013,0.0,0.99,0.0,-0.01,0,0,3,0,1023,0,1.0,0.0,0
PF00056,PF02866:PF07258:PF01731,17,21,12,5,9,1000,0.57,0.99,0.71,0.63,3,3,14,0,1009,1.0,0.99,0.18,0.42
PF04122,PF08310:PF10139:PF07520,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF15255,PF05041:PF11331:PF15923,0,5,0,0,5,1021,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14838,PF14837:PF02128:PF07504,2,2,2,0,0,1024,1.0,1.0,1.0,1.0,1,1,1,0,1024,1.0,1.0,0.5,0.71
PF00691,PF01475:PF04052:PF07494,5,4,0,5,4,1017,0.0,0.99,0.0,-0.0,0,0,5,0,1021,0,1.0,0.0,0
PF17021,PF10380:PF10368:PF15169,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF03212,PF17007:PF07409:PF06995,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF02017,PF12278:PF12253:PF02163,8,5,1,7,4,1014,0.2,0.99,0.12,0.15,0,0,8,0,1018,0,0.99,0.0,0
PF04366,PF11464:PF16696:PF12210,5,15,1,4,14,1007,0.07,0.98,0.2,0.11,0,0,5,0,1021,0,1.0,0.0,0
PF17191,PF12105:PF05223:PF08848,1,2,1,0,1,1024,0.5,1.0,1.0,0.71,0,0,1,0,1025,0,1.0,0.0,0
PF07876,PF01988:PF01817:PF07950,14,14,3,11,11,1001,0.21,0.98,0.21,0.2,2,2,12,0,1012,1.0,0.99,0.14,0.38
PF00563,PF00990:PF00015:PF02203,6,12,4,2,8,1012,0.33,0.99,0.67,0.47,5,2,4,3,1017,0.4,0.99,0.33,0.36
PF15323,PF00379:PF01906:PF09348,1,24,1,0,23,1002,0.04,0.98,1.0,0.2,1,0,1,1,1024,0.0,1.0,0.0,-0.0
PF04459,PF02217:PF17014:PF13753,0,1,0,0,1,1025,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14710,PF02613:PF02588:PF13090,1,2,1,0,1,1024,0.5,1.0,1.0,0.71,1,1,0,0,1025,1.0,1.0,1.0,1.0
PF11577,PF16574:PF09762:PF17045,5,2,0,5,2,1019,0.0,0.99,0.0,-0.0,0,0,5,0,1021,0,1.0,0.0,0
PF03729,PF03090:PF04717:PF11751,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF00111,PF03450:PF00941:PF01315,17,9,6,11,3,1006,0.67,0.99,0.35,0.48,9,6,11,3,1006,0.67,0.99,0.35,0.48
PF07106,PF00159:PF10780:PF04667,4,5,0,4,5,1017,0.0,0.99,0.0,-0.0,0,0,4,0,1022,0,1.0,0.0,0
PF10302,PF13373:PF16843:PF01020,0,9,0,0,9,1017,0.0,0.99,0,0,0,0,0,0,1026,0,1.0,0,0
PF11825,PF02159:PF12743:PF02155,2,7,2,0,5,1019,0.29,1.0,1.0,0.53,2,2,0,0,1024,1.0,1.0,1.0,1.0
PF09802,PF15849:PF08107:PF09784,2,1,0,2,1,1023,0.0,1.0,0.0,-0.0,0,0,2,0,1024,0,1.0,0.0,0
PF06530,PF05947:PF06798:PF03888,1,0,0,1,0,1025,0,1.0,0.0,0,0,0,1,0,1025,0,1.0,0.0,0
PF00994,PF01507:PF03453:PF03454,18,23,13,5,10,998,0.57,0.99,0.72,0.63,7,7,11,0,1008,1.0,0.99,0.39,0.62
PF00130,PF00609:PF00017:PF00169,40,118,32,8,86,900,0.27,0.91,0.8,0.43,32,22,18,10,976,0.69,0.97,0.55,0.6
PF05498,PF02704:PF06206:PF06749,3,6,0,3,6,1017,0.0,0.99,0.0,-0.0,0,0,3,0,1023,0,1.0,0.0,0
PF07819,PF12612:PF07035:PF14498,5,14,3,2,11,1010,0.21,0.99,0.6,0.35,2,1,4,1,1020,0.5,1.0,0.2,0.31
PF04451,PF04355:PF11751:PF04076,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF13204,PF12904:PF01114:PF15710,0,2,0,0,2,1024,0.0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF00208,PF02812:PF05088:PF14365,11,11,9,2,2,1013,0.82,1.0,0.82,0.82,3,3,8,0,1015,1.0,0.99,0.27,0.52
PF01204,PF07492:PF08583:PF04800,17,21,10,7,11,998,0.48,0.98,0.59,0.52,3,3,14,0,1009,1.0,0.99,0.18,0.42
PF05659,PF12061:PF07725:PF00619,1,25,1,0,24,1001,0.04,0.98,1.0,0.2,5,1,0,4,1021,0.2,1.0,1.0,0.45
PF13180,PF12812:PF00219:PF03572,19,12,7,12,5,1002,0.58,0.98,0.37,0.46,1,0,19,1,1006,0.0,0.98,0.0,-0.0
PF00745,PF05201:PF01488:PF08501,4,14,4,0,10,1012,0.29,0.99,1.0,0.53,10,4,0,6,1016,0.4,0.99,1.0,0.63
PF04739,PF00478:PF00654:PF16561,6,45,6,0,39,981,0.13,0.96,1.0,0.36,7,0,6,7,1013,0.0,0.99,0.0,-0.01
PF15312,PF15482:PF15762:PF03238,0,0,0,0,0,1026,0,1.0,0,0,0,0,0,0,1026,0,1.0,0,0
PF14843,PF01030:PF00757:PF15913,7,14,6,1,8,1011,0.43,0.99,0.86,0.6,9,6,1,3,1016,0.67,1.0,0.86,0.75
PF05136,PF01312:PF04355:PF02979,4,5,0,4,5,1017,0.0,0.99,0.0,-0.0,0,0,4,0,1022,0,1.0,0.0,0
PF00581,PF06617:PF00566:PF12368,43,70,25,18,45,938,0.36,0.94,0.58,0.43,1,1,42,0,983,1.0,0.96,0.02,0.15
PF02793,PF01825:PF16489:PF00002,11,39,11,0,28,987,0.28,0.97,1.0,0.52,18,8,3,10,1005,0.44,0.99,0.73,0.56
PF00967,PF00187:PF00182:PF03427,3,18,3,0,15,1008,0.17,0.99,1.0,0.41,6,1,2,5,1018,0.17,0.99,0.33,0.23
PF01272,PF06429:PF03963:PF07963,11,6,0,11,6,1009,0.0,0.98,0.0,-0.01,1,0,11,1,1014,0.0,0.99,0.0,-0.0
PF02874,PF07497:PF08216:PF14906,26,8,2,24,6,994,0.25,0.97,0.08,0.13,0,0,26,0,1000,0,0.97,0.0,0
PF00882,PF00357:PF01788:PF08441,0,14,0,0,14,1012,0.0,0.99,0,0,1,0,0,1,1025,0.0,1.0,0,0
PF01475,PF15483:PF15976:PF13247,2,1,0,2,1,1023,0.0,1.0,0.0,-0.0,0,0,2,0,1024,0,1.0,0.0,0
PF14821,PF00290:PF00585:PF00291,7,39,7,0,32,987,0.18,0.97,1.0,0.42,8,1,6,7,1012,0.12,0.99,0.14,0.13
PF01463,PF01462:PF01049:PF03736,5,15,5,0,10,1011,0.33,0.99,1.0,0.57,3,3,2,0,1021,1.0,1.0,0.6,0.77
PF01081,PF07582:PF06983:PF03718,2,3,1,1,2,1022,0.33,1.0,0.5,0.41,0,0,2,0,1024,0,1.0,0.0,0
PF00770,PF05355:PF15339:PF15041,1,7,0,1,7,1018,0.0,0.99,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF01294,PF00048:PF04690:PF14798,3,8,1,2,7,1016,0.12,0.99,0.33,0.2,0,0,3,0,1023,0,1.0,0.0,0
PF06089,PF02604:PF02767:PF07419,4,5,0,4,5,1017,0.0,0.99,0.0,-0.0,0,0,4,0,1022,0,1.0,0.0,0
PF12273,PF06912:PF12716:PF10224,2,4,0,2,4,1020,0.0,0.99,0.0,-0.0,0,0,2,0,1024,0,1.0,0.0,0
PF06484,PF05593:PF15636:PF17205,3,6,1,2,5,1018,0.17,0.99,0.33,0.23,2,1,2,1,1022,0.5,1.0,0.33,0.41
PF00226,PF11926:PF16669:PF05154,81,16,12,69,4,941,0.75,0.93,0.15,0.31,1,1,80,0,945,1.0,0.92,0.01,0.11
PF15854,PF12571:PF06670:PF05025,1,2,0,1,2,1023,0.0,1.0,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
PF11306,PF09922:PF08173:PF00361,0,14,0,0,14,1012,0.0,0.99,0,0,0,0,0,0,1026,0,1.0,0,0
PF16690,PF15390:PF14822:PF05512,2,3,0,2,3,1021,0.0,1.0,0.0,-0.0,0,0,2,0,1024,0,1.0,0.0,0
PF05695,PF09262:PF02359:PF10350,4,16,2,2,14,1008,0.12,0.98,0.5,0.24,2,0,4,2,1020,0.0,0.99,0.0,-0.0
PF00696,PF00171:PF04768:PF13840,25,81,17,8,64,937,0.21,0.93,0.68,0.35,8,5,20,3,998,0.62,0.98,0.2,0.35
PF09785,PF08156:PF01798:PF16387,6,23,5,1,18,1002,0.22,0.98,0.83,0.42,15,3,3,12,1008,0.2,0.99,0.5,0.31
PF02718,PF01340:PF06185:PF03038,2,2,0,2,2,1022,0.0,1.0,0.0,-0.0,0,0,2,0,1024,0,1.0,0.0,0
PF02158,PF07204:PF11465:PF03921,1,8,1,0,7,1018,0.12,0.99,1.0,0.35,1,1,0,0,1025,1.0,1.0,1.0,1.0
PF10487,PF12530:PF11229:PF08427,4,7,0,4,7,1015,0.0,0.99,0.0,-0.01,1,0,4,1,1021,0.0,1.0,0.0,-0.0
PF02101,PF08228:PF09784:PF01878,1,5,0,1,5,1020,0.0,0.99,0.0,-0.0,0,0,1,0,1025,0,1.0,0.0,0
