ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00028,PF15974,47,2,2,45,0,956,1.0,0.96,0.04,0.04,0.2,2,2,45,0,956,1.0,0.96,0.04,0.04,0.2
PF00029,PF02076,8,4,2,6,2,993,0.5,0.99,0.25,0.25,0.35,4,2,6,2,993,0.5,0.99,0.25,0.25,0.35
PF00030,PF15327,17,2,0,17,2,984,0.0,0.98,0.0,0.0,-0.01,2,0,17,2,984,0.0,0.98,0.0,0.0,-0.01
PF00031,PF03067,9,19,1,8,18,976,0.05,0.97,0.11,0.11,0.06,19,1,8,18,976,0.05,0.97,0.11,0.11,0.06
PF00032,PF01253,11,26,2,9,24,968,0.08,0.97,0.18,0.18,0.1,26,2,9,24,968,0.08,0.97,0.18,0.18,0.1
PF00033,PF09754,10,6,0,10,6,987,0.0,0.98,0.0,0.0,-0.01,6,0,10,6,987,0.0,0.98,0.0,0.0,-0.01
PF00034,PF04707,17,13,3,14,10,976,0.23,0.98,0.18,0.18,0.19,13,3,14,10,976,0.23,0.98,0.18,0.18,0.19
PF00035,PF12171,54,42,19,35,23,926,0.45,0.94,0.35,0.35,0.37,42,19,35,23,926,0.45,0.94,0.35,0.35,0.37
PF00036,PF13833,37,53,25,12,28,938,0.47,0.96,0.68,0.68,0.54,53,25,12,28,938,0.47,0.96,0.68,0.68,0.54
PF00037,PF05572,16,10,1,15,9,978,0.1,0.98,0.06,0.06,0.07,10,1,15,9,978,0.1,0.98,0.06,0.06,0.07
PF00038,PF15247,22,7,5,17,2,979,0.71,0.98,0.23,0.23,0.4,7,5,17,2,979,0.71,0.98,0.23,0.23,0.4
PF00039,PF07173,3,6,1,2,5,995,0.17,0.99,0.33,0.33,0.23,6,1,2,5,995,0.17,0.99,0.33,0.33,0.23
PF00040,PF08719,20,19,3,17,16,967,0.16,0.97,0.15,0.15,0.14,19,3,17,16,967,0.16,0.97,0.15,0.15,0.14
PF00041,PF01682,89,12,10,79,2,912,0.83,0.92,0.11,0.11,0.29,12,10,79,2,912,0.83,0.92,0.11,0.11,0.29
PF00042,PF00338,23,24,7,16,17,963,0.29,0.97,0.3,0.3,0.28,24,7,16,17,963,0.29,0.97,0.3,0.3,0.28
PF00043,PF14497,48,36,21,27,15,940,0.58,0.96,0.44,0.44,0.48,36,21,27,15,940,0.58,0.96,0.44,0.44,0.48
PF00044,PF10206,28,3,3,25,0,975,1.0,0.98,0.11,0.11,0.32,3,3,25,0,975,1.0,0.98,0.11,0.11,0.32
PF00045,PF04886,26,12,6,20,6,971,0.5,0.97,0.23,0.23,0.33,12,6,20,6,971,0.5,0.97,0.23,0.23,0.33
PF00046,PF13676,94,21,14,80,7,902,0.67,0.91,0.15,0.15,0.29,21,14,80,7,902,0.67,0.91,0.15,0.15,0.29
PF00047,PF13895,36,27,22,14,5,962,0.81,0.98,0.61,0.61,0.7,27,22,14,5,962,0.81,0.98,0.61,0.61,0.7
PF00048,PF13564,13,9,3,10,6,984,0.33,0.98,0.23,0.23,0.27,9,3,10,6,984,0.33,0.98,0.23,0.23,0.27
PF00049,PF06027,8,8,1,7,7,988,0.12,0.99,0.12,0.12,0.12,8,1,7,7,988,0.12,0.99,0.12,0.12,0.12
PF00050,PF07648,19,25,12,7,13,971,0.48,0.98,0.63,0.63,0.54,25,12,7,13,971,0.48,0.98,0.63,0.63,0.54
PF00051,PF16977,34,7,5,29,2,967,0.71,0.97,0.15,0.15,0.32,7,5,29,2,967,0.71,0.97,0.15,0.15,0.32
PF00052,PF06008,13,4,3,10,1,989,0.75,0.99,0.23,0.23,0.41,4,3,10,1,989,0.75,0.99,0.23,0.23,0.41
PF00053,PF00052,38,13,11,27,2,963,0.85,0.97,0.29,0.29,0.49,13,11,27,2,963,0.85,0.97,0.29,0.29,0.49
PF00054,PF07721,15,6,1,14,5,983,0.17,0.98,0.07,0.07,0.1,6,1,14,5,983,0.17,0.98,0.07,0.07,0.1
PF00055,PF13961,24,18,5,19,13,966,0.28,0.97,0.21,0.21,0.22,18,5,19,13,966,0.28,0.97,0.21,0.21,0.22
PF00056,PF14671,24,4,2,22,2,977,0.5,0.98,0.08,0.08,0.2,4,2,22,2,977,0.5,0.98,0.08,0.08,0.2
PF00057,PF16915,74,1,1,73,0,929,1.0,0.93,0.01,0.01,0.11,1,1,73,0,929,1.0,0.93,0.01,0.01,0.11
PF00058,PF02488,21,0,0,21,0,982,0,0.98,0.0,0.0,0,0,0,21,0,982,0,0.98,0.0,0.0,0
PF00059,PF07721,79,6,2,77,4,920,0.33,0.92,0.03,0.03,0.07,6,2,77,4,920,0.33,0.92,0.03,0.03,0.07
PF00060,PF08016,45,28,12,33,16,942,0.43,0.95,0.27,0.27,0.31,28,12,33,16,942,0.43,0.95,0.27,0.27,0.31
PF00061,PF05426,20,4,1,19,3,980,0.25,0.98,0.05,0.05,0.1,4,1,19,3,980,0.25,0.98,0.05,0.05,0.1
PF00062,PF07762,8,16,5,3,11,984,0.31,0.99,0.62,0.62,0.44,16,5,3,11,984,0.31,0.99,0.62,0.62,0.44
PF00063,PF01107,71,5,2,69,3,929,0.4,0.93,0.03,0.03,0.09,5,2,69,3,929,0.4,0.93,0.03,0.03,0.09
PF00066,PF06446,13,0,0,13,0,990,0,0.99,0.0,0.0,0,0,0,13,0,990,0,0.99,0.0,0.0,0
PF00067,PF11721,175,17,16,159,1,827,0.94,0.84,0.09,0.09,0.27,17,16,159,1,827,0.94,0.84,0.09,0.09,0.27
PF00068,PF12274,10,8,1,9,7,986,0.12,0.98,0.1,0.1,0.1,8,1,9,7,986,0.12,0.98,0.1,0.1,0.1
PF00069,PF12678,339,17,12,327,5,659,0.71,0.67,0.04,0.04,0.1,17,12,327,5,659,0.71,0.67,0.04,0.04,0.1
PF00070,PF09759,4,8,0,4,8,991,0.0,0.99,0.0,0.0,-0.01,8,0,4,8,991,0.0,0.99,0.0,0.0,-0.01
PF00071,PF01126,143,10,7,136,3,857,0.7,0.86,0.05,0.05,0.16,10,7,136,3,857,0.7,0.86,0.05,0.05,0.16
PF00072,PF12678,71,17,7,64,10,922,0.41,0.93,0.1,0.1,0.17,17,7,64,10,922,0.41,0.93,0.1,0.1,0.17
PF00073,PF11835,12,1,0,12,1,990,0.0,0.99,0.0,0.0,-0.0,1,0,12,1,990,0.0,0.99,0.0,0.0,-0.0
PF00074,PF14622,2,22,1,1,21,980,0.05,0.98,0.5,0.5,0.15,22,1,1,21,980,0.05,0.98,0.5,0.5,0.15
PF00075,PF13960,45,5,2,43,3,955,0.4,0.95,0.04,0.04,0.12,5,2,43,3,955,0.4,0.95,0.04,0.04,0.12
PF00076,PF04098,239,9,5,234,4,760,0.56,0.76,0.02,0.02,0.07,9,5,234,4,760,0.56,0.76,0.02,0.02,0.07
PF00077,PF08284,13,22,4,9,18,972,0.18,0.97,0.31,0.31,0.22,22,4,9,18,972,0.18,0.97,0.31,0.31,0.22
PF00078,PF10354,212,14,12,200,2,789,0.86,0.8,0.06,0.06,0.19,14,12,200,2,789,0.86,0.8,0.06,0.06,0.19
PF00079,PF07245,29,5,4,25,1,973,0.8,0.97,0.14,0.14,0.33,5,4,25,1,973,0.8,0.97,0.14,0.14,0.33
PF00080,PF08294,19,10,5,14,5,979,0.5,0.98,0.26,0.26,0.35,10,5,14,5,979,0.5,0.98,0.26,0.26,0.35
PF00081,PF09121,22,0,0,22,0,981,0,0.98,0.0,0.0,0,0,0,22,0,981,0,0.98,0.0,0.0,0
PF00082,PF13406,60,1,1,59,0,943,1.0,0.94,0.02,0.02,0.13,1,1,59,0,943,1.0,0.94,0.02,0.02,0.13
PF00083,PF14303,133,32,26,107,6,864,0.81,0.89,0.2,0.2,0.36,32,26,107,6,864,0.81,0.89,0.2,0.2,0.36
PF00084,PF13778,52,1,1,51,0,951,1.0,0.95,0.02,0.02,0.14,1,1,51,0,951,1.0,0.95,0.02,0.02,0.14
PF00085,PF12171,99,42,23,76,19,885,0.55,0.91,0.23,0.23,0.31,42,23,76,19,885,0.55,0.91,0.23,0.23,0.31
PF00086,PF12171,25,42,8,17,34,944,0.19,0.95,0.32,0.32,0.22,42,8,17,34,944,0.19,0.95,0.32,0.32,0.22
PF00088,PF11835,16,1,0,16,1,986,0.0,0.98,0.0,0.0,-0.0,1,0,16,1,986,0.0,0.98,0.0,0.0,-0.0
PF00089,PF07721,126,6,3,123,3,874,0.5,0.87,0.02,0.02,0.09,6,3,123,3,874,0.5,0.87,0.02,0.02,0.09
PF00090,PF05986,57,14,13,44,1,945,0.93,0.96,0.23,0.23,0.45,14,13,44,1,945,0.93,0.96,0.23,0.23,0.45
PF00091,PF16546,56,12,6,50,6,941,0.5,0.94,0.11,0.11,0.21,12,6,50,6,941,0.5,0.94,0.11,0.11,0.21
PF00092,PF02023,54,15,12,42,3,946,0.8,0.96,0.22,0.22,0.41,15,12,42,3,946,0.8,0.96,0.22,0.22,0.41
PF00093,PF04181,24,8,2,22,6,973,0.25,0.97,0.08,0.08,0.13,8,2,22,6,973,0.25,0.97,0.08,0.08,0.13
PF00094,PF01902,36,7,3,33,4,963,0.43,0.96,0.08,0.08,0.18,7,3,33,4,963,0.43,0.96,0.08,0.08,0.18
PF00095,PF02961,30,3,3,27,0,973,1.0,0.97,0.1,0.1,0.31,3,3,27,0,973,1.0,0.97,0.1,0.1,0.31
PF00097,PF10601,68,24,17,51,7,928,0.71,0.94,0.25,0.25,0.4,24,17,51,7,928,0.71,0.94,0.25,0.25,0.4
PF00098,PF00607,100,11,9,91,2,901,0.82,0.91,0.09,0.09,0.25,11,9,91,2,901,0.82,0.91,0.09,0.09,0.25
PF00100,PF01866,55,14,7,48,7,941,0.5,0.95,0.13,0.13,0.23,14,7,48,7,941,0.5,0.95,0.13,0.13,0.23
PF00101,PF00584,5,9,3,2,6,992,0.33,0.99,0.6,0.6,0.44,9,3,2,6,992,0.33,0.99,0.6,0.6,0.44
PF00102,PF08719,54,19,12,42,7,942,0.63,0.95,0.22,0.22,0.36,19,12,42,7,942,0.63,0.95,0.22,0.22,0.36
PF00103,PF00379,4,32,2,2,30,969,0.06,0.97,0.5,0.5,0.17,32,2,2,30,969,0.06,0.97,0.5,0.5,0.17
PF00104,PF02159,44,10,9,35,1,958,0.9,0.96,0.2,0.2,0.42,10,9,35,1,958,0.9,0.96,0.2,0.2,0.42
PF00105,PF06745,45,0,0,45,0,958,0,0.96,0.0,0.0,0,0,0,45,0,958,0,0.96,0.0,0.0,0
PF00106,PF01073,184,21,18,166,3,816,0.86,0.83,0.1,0.1,0.25,21,18,166,3,816,0.86,0.83,0.1,0.1,0.25
PF00107,PF16912,92,0,0,92,0,911,0,0.91,0.0,0.0,0,0,0,92,0,911,0,0.91,0.0,0.0,0
PF00108,PF08007,43,15,7,36,8,952,0.47,0.96,0.16,0.16,0.26,15,7,36,8,952,0.47,0.96,0.16,0.16,0.26
PF00109,PF01375,60,2,0,60,2,941,0.0,0.94,0.0,0.0,-0.01,2,0,60,2,941,0.0,0.94,0.0,0.0,-0.01
PF00110,PF07245,13,5,4,9,1,989,0.8,0.99,0.31,0.31,0.49,5,4,9,1,989,0.8,0.99,0.31,0.31,0.49
PF00111,PF12849,40,11,6,34,5,958,0.55,0.96,0.15,0.15,0.27,11,6,34,5,958,0.55,0.96,0.15,0.15,0.27
PF00112,PF12131,59,2,2,57,0,944,1.0,0.94,0.03,0.03,0.18,2,2,57,0,944,1.0,0.94,0.03,0.03,0.18
PF00113,PF14980,15,0,0,15,0,988,0,0.99,0.0,0.0,0,0,0,15,0,988,0,0.99,0.0,0.0,0
PF00114,PF02907,0,1,0,0,1,1002,0.0,1.0,0,0,0,1,0,0,1,1002,0.0,1.0,0,0,0
PF00115,PF01192,17,5,2,15,3,983,0.4,0.98,0.12,0.12,0.21,5,2,15,3,983,0.4,0.98,0.12,0.12,0.21
PF00116,PF13116,15,9,8,7,1,987,0.89,0.99,0.53,0.53,0.69,9,8,7,1,987,0.89,0.99,0.53,0.53,0.69
PF00117,PF12505,65,5,4,61,1,937,0.8,0.94,0.06,0.06,0.21,5,4,61,1,937,0.8,0.94,0.06,0.06,0.21
PF00118,PF07818,50,10,5,45,5,948,0.5,0.95,0.1,0.1,0.21,10,5,45,5,948,0.5,0.95,0.1,0.1,0.21
PF00119,PF12697,9,65,2,7,63,931,0.03,0.93,0.22,0.22,0.06,65,2,7,63,931,0.03,0.93,0.22,0.22,0.06
PF00120,PF02204,21,34,8,13,26,956,0.24,0.96,0.38,0.38,0.28,34,8,13,26,956,0.24,0.96,0.38,0.38,0.28
PF00121,PF09462,13,2,1,12,1,989,0.5,0.99,0.08,0.08,0.19,2,1,12,1,989,0.5,0.99,0.08,0.08,0.19
PF00122,PF15780,105,10,8,97,2,896,0.8,0.9,0.08,0.08,0.23,10,8,97,2,896,0.8,0.9,0.08,0.08,0.23
PF00123,PF04679,7,17,3,4,14,982,0.18,0.98,0.43,0.43,0.27,17,3,4,14,982,0.18,0.98,0.43,0.43,0.27
PF00124,PF15243,2,0,0,2,0,1001,0,1.0,0.0,0.0,0,0,0,2,0,1001,0,1.0,0.0,0.0,0
PF00125,PF03297,46,7,4,42,3,954,0.57,0.96,0.09,0.09,0.21,7,4,42,3,954,0.57,0.96,0.09,0.09,0.21
PF00126,PF07114,6,3,0,6,3,994,0.0,0.99,0.0,0.0,-0.0,3,0,6,3,994,0.0,0.99,0.0,0.0,-0.0
PF00127,PF06766,3,2,0,3,2,998,0.0,1.0,0.0,0.0,-0.0,2,0,3,2,998,0.0,1.0,0.0,0.0,-0.0
PF00128,PF12044,39,4,0,39,4,960,0.0,0.96,0.0,0.0,-0.01,4,0,39,4,960,0.0,0.96,0.0,0.0,-0.01
PF00129,PF00969,6,3,1,5,2,995,0.33,0.99,0.17,0.17,0.23,3,1,5,2,995,0.33,0.99,0.17,0.17,0.23
PF00130,PF00620,60,81,32,28,49,894,0.4,0.92,0.53,0.53,0.42,81,32,28,49,894,0.4,0.92,0.53,0.53,0.42
PF00131,PF00203,1,18,0,1,18,984,0.0,0.98,0.0,0.0,-0.0,18,0,1,18,984,0.0,0.98,0.0,0.0,-0.0
PF00132,PF08016,59,28,9,50,19,925,0.32,0.93,0.15,0.15,0.19,28,9,50,19,925,0.32,0.93,0.15,0.15,0.19
PF00133,PF02441,50,21,6,44,15,938,0.29,0.94,0.12,0.12,0.16,21,6,44,15,938,0.29,0.94,0.12,0.12,0.16
PF00134,PF09184,69,9,3,66,6,928,0.33,0.93,0.04,0.04,0.1,9,3,66,6,928,0.33,0.93,0.04,0.04,0.1
PF00135,PF02902,81,67,26,55,41,881,0.39,0.9,0.32,0.32,0.3,67,26,55,41,881,0.39,0.9,0.32,0.32,0.3
PF00136,PF01547,36,20,8,28,12,955,0.4,0.96,0.22,0.22,0.28,20,8,28,12,955,0.4,0.96,0.22,0.22,0.28
PF00137,PF08719,23,19,7,16,12,968,0.37,0.97,0.3,0.3,0.32,19,7,16,12,968,0.37,0.97,0.3,0.3,0.32
PF00139,PF07019,23,17,7,16,10,970,0.41,0.97,0.3,0.3,0.34,17,7,16,10,970,0.41,0.97,0.3,0.3,0.34
PF00140,PF07721,7,6,0,7,6,990,0.0,0.99,0.0,0.0,-0.01,6,0,7,6,990,0.0,0.99,0.0,0.0,-0.01
PF00141,PF11807,37,12,7,30,5,961,0.58,0.97,0.19,0.19,0.32,12,7,30,5,961,0.58,0.97,0.19,0.19,0.32
PF00142,PF00537,2,1,0,2,1,1000,0.0,1.0,0.0,0.0,-0.0,1,0,2,1,1000,0.0,1.0,0.0,0.0,-0.0
PF00143,PF12680,1,7,0,1,7,995,0.0,0.99,0.0,0.0,-0.0,7,0,1,7,995,0.0,0.99,0.0,0.0,-0.0
PF00144,PF07428,68,0,0,68,0,935,0,0.93,0.0,0.0,0,0,0,68,0,935,0,0.93,0.0,0.0,0
PF00145,PF08016,27,28,8,19,20,956,0.29,0.96,0.3,0.3,0.27,28,8,19,20,956,0.29,0.96,0.3,0.3,0.27
PF00146,PF04277,22,2,2,20,0,981,1.0,0.98,0.09,0.09,0.3,2,2,20,0,981,1.0,0.98,0.09,0.09,0.3
PF00147,PF07721,50,6,1,49,5,948,0.17,0.95,0.02,0.02,0.04,6,1,49,5,948,0.17,0.95,0.02,0.02,0.04
PF00148,PF15013,1,1,0,1,1,1001,0.0,1.0,0.0,0.0,-0.0,1,0,1,1,1001,0.0,1.0,0.0,0.0,-0.0
PF00149,PF00929,120,50,28,92,22,861,0.56,0.89,0.23,0.23,0.31,50,28,92,22,861,0.56,0.89,0.23,0.23,0.31
PF00150,PF03145,49,15,8,41,7,947,0.53,0.95,0.16,0.16,0.28,15,8,41,7,947,0.53,0.95,0.16,0.16,0.28
PF00151,PF13388,33,0,0,33,0,970,0,0.97,0.0,0.0,0,0,0,33,0,970,0,0.97,0.0,0.0,0
PF00152,PF09170,69,2,1,68,1,933,0.5,0.93,0.01,0.01,0.08,2,1,68,1,933,0.5,0.93,0.01,0.01,0.08
PF00153,PF05535,124,0,0,124,0,879,0,0.88,0.0,0.0,0,0,0,124,0,879,0,0.88,0.0,0.0,0
PF00154,PF08294,15,10,2,13,8,980,0.2,0.98,0.13,0.13,0.15,10,2,13,8,980,0.2,0.98,0.13,0.13,0.15
PF00155,PF13673,99,23,15,84,8,896,0.65,0.91,0.15,0.15,0.28,23,15,84,8,896,0.65,0.91,0.15,0.15,0.28
PF00156,PF01329,32,16,4,28,12,959,0.25,0.96,0.12,0.12,0.16,16,4,28,12,959,0.25,0.96,0.12,0.12,0.16
PF00157,PF04617,8,1,1,7,0,995,1.0,0.99,0.12,0.12,0.35,1,1,7,0,995,1.0,0.99,0.12,0.12,0.35
PF00158,PF13304,11,5,2,9,3,989,0.4,0.99,0.18,0.18,0.26,5,2,9,3,989,0.4,0.99,0.18,0.18,0.26
PF00159,PF11771,2,0,0,2,0,1001,0,1.0,0.0,0.0,0,0,0,2,0,1001,0,1.0,0.0,0.0,0
PF00160,PF10544,73,12,5,68,7,923,0.42,0.93,0.07,0.07,0.15,12,5,68,7,923,0.42,0.93,0.07,0.07,0.15
PF00161,PF08557,13,6,3,10,3,987,0.5,0.99,0.23,0.23,0.33,6,3,10,3,987,0.5,0.99,0.23,0.23,0.33
PF00162,PF02390,21,16,7,14,9,973,0.44,0.98,0.33,0.33,0.37,16,7,14,9,973,0.44,0.98,0.33,0.33,0.37
PF00163,PF02488,15,0,0,15,0,988,0,0.99,0.0,0.0,0,0,0,15,0,988,0,0.99,0.0,0.0,0
PF00164,PF06624,10,5,2,8,3,990,0.4,0.99,0.2,0.2,0.28,5,2,8,3,990,0.4,0.99,0.2,0.2,0.28
PF00165,PF16495,6,9,2,4,7,990,0.22,0.99,0.33,0.33,0.27,9,2,4,7,990,0.22,0.99,0.33,0.33,0.27
PF00166,PF10551,16,55,8,8,47,940,0.15,0.95,0.5,0.5,0.25,55,8,8,47,940,0.15,0.95,0.5,0.5,0.25
PF00167,PF06687,9,7,2,7,5,989,0.29,0.99,0.22,0.22,0.25,7,2,7,5,989,0.29,0.99,0.22,0.22,0.25
PF00168,PF01902,130,7,4,126,3,870,0.57,0.87,0.03,0.03,0.11,7,4,126,3,870,0.57,0.87,0.03,0.03,0.11
PF00169,PF00620,136,81,56,80,25,842,0.69,0.9,0.41,0.41,0.48,81,56,80,25,842,0.69,0.9,0.41,0.41,0.48
PF00170,PF15247,33,7,4,29,3,967,0.57,0.97,0.12,0.12,0.25,7,4,29,3,967,0.57,0.97,0.12,0.12,0.25
PF00171,PF00379,105,32,16,89,16,882,0.5,0.9,0.15,0.15,0.23,32,16,89,16,882,0.5,0.9,0.15,0.15,0.23
PF00172,PF15292,136,0,0,136,0,867,0,0.86,0.0,0.0,0,0,0,136,0,867,0,0.86,0.0,0.0,0
PF00173,PF05141,87,9,5,82,4,912,0.56,0.91,0.06,0.06,0.16,9,5,82,4,912,0.56,0.91,0.06,0.06,0.16
PF00174,PF04909,20,38,9,11,29,954,0.24,0.96,0.45,0.45,0.31,38,9,11,29,954,0.24,0.96,0.45,0.45,0.31
PF00175,PF08608,62,12,8,54,4,937,0.67,0.94,0.13,0.13,0.28,12,8,54,4,937,0.67,0.94,0.13,0.13,0.28
PF00176,PF08719,112,19,13,99,6,885,0.68,0.9,0.12,0.12,0.25,19,13,99,6,885,0.68,0.9,0.12,0.12,0.25
PF00177,PF14521,25,7,3,22,4,974,0.43,0.97,0.12,0.12,0.22,7,3,22,4,974,0.43,0.97,0.12,0.12,0.22
PF00178,PF00660,30,1,0,30,1,972,0.0,0.97,0.0,0.0,-0.01,1,0,30,1,972,0.0,0.97,0.0,0.0,-0.01
PF00179,PF15247,96,7,6,90,1,906,0.86,0.91,0.06,0.06,0.22,7,6,90,1,906,0.86,0.91,0.06,0.06,0.22
PF00180,PF13673,35,23,9,26,14,954,0.39,0.96,0.26,0.26,0.3,23,9,26,14,954,0.39,0.96,0.26,0.26,0.3
PF00181,PF08007,17,15,3,14,12,974,0.2,0.97,0.18,0.18,0.17,15,3,14,12,974,0.2,0.97,0.18,0.18,0.17
PF00182,PF00187,14,13,6,8,7,982,0.46,0.99,0.43,0.43,0.44,13,6,8,7,982,0.46,0.99,0.43,0.43,0.44
PF00183,PF00986,31,13,3,28,10,962,0.23,0.96,0.1,0.1,0.13,13,3,28,10,962,0.23,0.96,0.1,0.1,0.13
PF00184,PF01165,2,4,0,2,4,997,0.0,0.99,0.0,0.0,-0.0,4,0,2,4,997,0.0,0.99,0.0,0.0,-0.0
PF00185,PF02748,20,2,2,18,0,983,1.0,0.98,0.1,0.1,0.31,2,2,18,0,983,1.0,0.98,0.1,0.1,0.31
PF00186,PF08773,9,1,0,9,1,993,0.0,0.99,0.0,0.0,-0.0,1,0,9,1,993,0.0,0.99,0.0,0.0,-0.0
PF00187,PF00182,13,14,6,7,8,982,0.43,0.99,0.46,0.46,0.44,14,6,7,8,982,0.43,0.99,0.46,0.46,0.44
PF00188,PF03407,53,16,9,44,7,943,0.56,0.95,0.17,0.17,0.29,16,9,44,7,943,0.56,0.95,0.17,0.17,0.29
PF00189,PF11341,10,2,0,10,2,991,0.0,0.99,0.0,0.0,-0.0,2,0,10,2,991,0.0,0.99,0.0,0.0,-0.0
PF00190,PF03176,17,12,1,16,11,975,0.08,0.97,0.06,0.06,0.06,12,1,16,11,975,0.08,0.97,0.06,0.06,0.06
PF00191,PF01342,23,8,5,18,3,977,0.62,0.98,0.22,0.22,0.36,8,5,18,3,977,0.62,0.98,0.22,0.22,0.36
PF00193,PF08205,10,29,2,8,27,966,0.07,0.97,0.2,0.2,0.1,29,2,8,27,966,0.07,0.97,0.2,0.2,0.1
PF00194,PF13908,27,2,1,26,1,975,0.5,0.97,0.04,0.04,0.13,2,1,26,1,975,0.5,0.97,0.04,0.04,0.13
PF00195,PF09121,23,0,0,23,0,980,0,0.98,0.0,0.0,0,0,0,23,0,980,0,0.98,0.0,0.0,0
PF00196,PF00486,8,10,4,4,6,989,0.4,0.99,0.5,0.5,0.44,10,4,4,6,989,0.4,0.99,0.5,0.5,0.44
PF00197,PF13911,1,17,0,1,17,985,0.0,0.98,0.0,0.0,-0.0,17,0,1,17,985,0.0,0.98,0.0,0.0,-0.0
PF00198,PF11341,21,2,0,21,2,980,0.0,0.98,0.0,0.0,-0.01,2,0,21,2,980,0.0,0.98,0.0,0.0,-0.01
PF00199,PF00457,19,5,0,19,5,979,0.0,0.98,0.0,0.0,-0.01,5,0,19,5,979,0.0,0.98,0.0,0.0,-0.01
