ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Hit Rate,Consensus MCC
PF00463,PF01274:PF10317:PF08925:PF05189:PF11693,18,50,11,7,39,2301,0.22,0.98,0.61,0.36,2,0,18,2,2338,0.0,0.99,0.0,-0.0
PF04864,PF04863:PF03979:PF04546:PF15722:PF00879,7,14,2,5,12,2339,0.14,0.99,0.29,0.2,0,0,7,0,2351,0,1.0,0.0,0
PF15030,PF03344:PF06513:PF05715:PF09444:PF05762,1,13,0,1,13,2344,0.0,0.99,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF05291,PF03491:PF02234:PF00301:PF00209:PF04367,24,83,12,12,71,2263,0.14,0.96,0.5,0.26,3,3,21,0,2334,1.0,0.99,0.12,0.35
PF01159,PF03868:PF01733:PF01281:PF14693:PF06736,37,65,24,13,41,2280,0.37,0.98,0.65,0.48,6,6,31,0,2321,1.0,0.99,0.16,0.4
PF04922,PF06172:PF02089:PF10266:PF05724:PF08584,16,47,5,11,42,2300,0.11,0.98,0.31,0.17,0,0,16,0,2342,0,0.99,0.0,0
PF11698,PF10155:PF09822:PF14764:PF01755:PF14441,21,45,4,17,41,2296,0.09,0.98,0.19,0.12,4,1,20,3,2334,0.25,0.99,0.05,0.11
PF15388,PF03298:PF05308:PF15390:PF14798:PF14822,3,19,1,2,18,2337,0.05,0.99,0.33,0.13,0,0,3,0,2355,0,1.0,0.0,0
PF12773,PF13287:PF16700:PF15808:PF00710:PF16553,4,42,4,0,38,2316,0.1,0.98,1.0,0.31,1,1,3,0,2354,1.0,1.0,0.25,0.5
PF03522,PF08403:PF00324:PF07875:PF10791:PF03726,41,114,40,1,74,2243,0.35,0.97,0.98,0.58,3,3,38,0,2317,1.0,0.98,0.07,0.27
PF03250,PF10189:PF15996:PF06830:PF10699:PF05450,10,45,2,8,43,2305,0.04,0.98,0.2,0.09,0,0,10,0,2348,0,1.0,0.0,0
PF03450,PF00941:PF01315:PF02738:PF01799:PF00111,36,72,36,0,36,2286,0.5,0.98,1.0,0.7,33,32,4,1,2321,0.97,1.0,0.89,0.93
PF16928,PF11811:PF07439:PF10460:PF09719:PF02066,0,1,0,0,1,2357,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF16040,PF03359:PF05508:PF14909:PF04109:PF05178,10,46,1,9,45,2303,0.02,0.98,0.1,0.04,4,1,9,3,2345,0.25,0.99,0.1,0.16
PF15172,PF14672:PF02448:PF15559:PF15173:PF10716,1,4,0,1,4,2353,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF05678,PF07939:PF03195:PF02234:PF04367:PF04949,14,40,9,5,31,2313,0.23,0.98,0.64,0.37,3,2,12,1,2343,0.67,0.99,0.14,0.31
PF04869,PF14932:PF09822:PF14779:PF14764:PF03800,28,28,8,20,20,2310,0.29,0.98,0.29,0.28,1,1,27,0,2330,1.0,0.99,0.04,0.19
PF13300,PF00930:PF02897:PF11379:PF12144:PF04576,15,66,11,4,55,2288,0.17,0.97,0.73,0.34,4,2,13,2,2341,0.5,0.99,0.13,0.26
PF01491,PF01230:PF01198:PF01997:PF05724:PF01177,7,98,5,2,93,2258,0.05,0.96,0.71,0.18,9,2,5,7,2344,0.22,0.99,0.29,0.25
PF03692,PF15062:PF08692:PF13270:PF15621:PF09216,1,8,0,1,8,2349,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF16118,PF15730:PF15763:PF10951:PF06070:PF07980,1,5,0,1,5,2352,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF14767,PF14766:PF14768:PF08961:PF14577:PF14576,0,7,0,0,7,2351,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF03103,PF15973:PF02520:PF01269:PF08643:PF01277,14,41,4,10,37,2307,0.1,0.98,0.29,0.16,1,1,13,0,2344,1.0,0.99,0.07,0.27
PF01571,PF08669:PF16350:PF10170:PF01266:PF16901,53,149,53,0,96,2209,0.36,0.96,1.0,0.58,25,25,28,0,2305,1.0,0.99,0.47,0.68
PF13878,PF13880:PF02421:PF10444:PF11958:PF15374,7,25,5,2,20,2331,0.2,0.99,0.71,0.37,0,0,7,0,2351,0,1.0,0.0,0
PF03562,PF08479:PF11304:PF05857:PF04865:PF11751,1,1,0,1,1,2356,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF12101,PF03428:PF03241:PF03831:PF01580:PF12477,0,7,0,0,7,2351,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF01475,PF15483:PF15976:PF13247:PF17206:PF08334,6,8,0,6,8,2344,0.0,0.99,0.0,-0.0,0,0,6,0,2352,0,1.0,0.0,0
PF08155,PF06858:PF02421:PF10998:PF05553:PF06428,28,61,28,0,33,2297,0.46,0.99,1.0,0.67,2,2,26,0,2330,1.0,0.99,0.07,0.27
PF14613,PF13320:PF15491:PF08579:PF13020:PF15232,1,13,0,1,13,2344,0.0,0.99,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF02375,PF02928:PF08429:PF10497:PF02373:PF01388,38,128,35,3,93,2227,0.27,0.96,0.92,0.49,27,22,16,5,2315,0.81,0.99,0.58,0.68
PF15880,PF00737:PF07281:PF00537:PF15559:PF15172,9,16,1,8,15,2334,0.06,0.99,0.11,0.08,0,0,9,0,2349,0,1.0,0.0,0
PF07139,PF07223:PF00363:PF02186:PF11708:PF04004,8,60,3,5,57,2293,0.05,0.97,0.38,0.13,2,0,8,2,2348,0.0,1.0,0.0,-0.0
PF07546,PF00147:PF16034:PF00386:PF12455:PF09992,7,131,6,1,125,2226,0.05,0.95,0.86,0.19,7,1,6,6,2345,0.14,0.99,0.14,0.14
PF10167,PF10037:PF14857:PF14822:PF03036:PF05308,9,36,3,6,33,2316,0.08,0.98,0.33,0.16,0,0,9,0,2349,0,1.0,0.0,0
PF02124,PF10570:PF09291:PF02439:PF07010:PF02480,0,7,0,0,7,2351,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF13645,PF15102:PF02827:PF03317:PF04837:PF05115,0,20,0,0,20,2338,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF10926,PF04166:PF15334:PF10073:PF06826:PF15725,0,12,0,0,12,2346,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF02882,PF01268:PF00763:PF17135:PF01014:PF01357,44,66,38,6,28,2286,0.58,0.99,0.86,0.7,9,9,35,0,2314,1.0,0.99,0.2,0.45
PF03105,PF00939:PF03124:PF03009:PF16387:PF02656,56,117,43,13,74,2228,0.37,0.96,0.77,0.52,12,11,45,1,2301,0.92,0.98,0.2,0.42
PF12554,PF03760:PF04852:PF13805:PF15245:PF09340,16,45,2,14,43,2299,0.04,0.98,0.12,0.06,0,0,16,0,2342,0,0.99,0.0,0
PF04703,PF11751:PF05100:PF02413:PF05974:PF08805,2,4,1,1,3,2353,0.25,1.0,0.5,0.35,0,0,2,0,2356,0,1.0,0.0,0
PF15673,PF08228:PF03907:PF05551:PF17056:PF04359,2,8,0,2,8,2348,0.0,1.0,0.0,-0.0,0,0,2,0,2356,0,1.0,0.0,0
PF08913,PF09141:PF01608:PF16511:PF05902:PF04382,10,59,10,0,49,2299,0.17,0.98,1.0,0.41,16,9,1,7,2341,0.56,1.0,0.9,0.71
PF07762,PF04859:PF06830:PF04833:PF08268:PF04646,29,34,9,20,25,2304,0.26,0.98,0.31,0.28,2,0,29,2,2327,0.0,0.99,0.0,-0.0
PF14638,PF14636:PF14637:PF11597:PF06333:PF04589,10,25,10,0,15,2333,0.4,0.99,1.0,0.63,2,2,8,0,2348,1.0,1.0,0.2,0.45
PF14238,PF13390:PF03845:PF09829:PF12615:PF12602,0,15,0,0,15,2343,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF06716,PF14539:PF15340:PF08026:PF02565:PF08730,0,10,0,0,10,2348,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF14572,PF13793:PF03951:PF00156:PF06414:PF06830,37,99,36,1,63,2258,0.36,0.97,0.97,0.59,7,7,30,0,2321,1.0,0.99,0.19,0.43
PF04762,PF16940:PF02219:PF07034:PF15871:PF15539,19,34,6,13,28,2311,0.18,0.98,0.32,0.23,0,0,19,0,2339,0,0.99,0.0,0
PF10908,PF10566:PF08497:PF02465:PF13722:PF06798,0,6,0,0,6,2352,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF00993,PF16196:PF00969:PF16497:PF14517:PF10420,4,16,4,0,12,2342,0.25,0.99,1.0,0.5,0,0,4,0,2354,0,1.0,0.0,0
PF04937,PF14372:PF02892:PF10683:PF14291:PF05699,45,167,38,7,129,2184,0.23,0.94,0.84,0.42,34,18,27,16,2297,0.53,0.98,0.4,0.45
PF10579,PF13441:PF06547:PF16669:PF07721:PF15419,14,24,4,10,20,2324,0.17,0.99,0.29,0.21,2,2,12,0,2344,1.0,0.99,0.14,0.38
PF12886,PF12884:PF14438:PF12885:PF15016:PF16794,8,42,8,0,34,2316,0.19,0.99,1.0,0.43,1,1,7,0,2350,1.0,1.0,0.12,0.35
PF00385,PF17218:PF13907:PF09337:PF01393:PF03078,122,58,46,76,12,2224,0.79,0.96,0.38,0.53,6,6,116,0,2236,1.0,0.95,0.05,0.22
PF00253,PF00124:PF00499:PF00115:PF00119:PF00507,31,47,13,18,34,2293,0.28,0.98,0.42,0.33,8,5,26,3,2324,0.62,0.99,0.16,0.31
PF05228,PF16697:PF09967:PF03135:PF02472:PF09444,3,24,0,3,24,2331,0.0,0.99,0.0,-0.0,0,0,3,0,2355,0,1.0,0.0,0
PF06203,PF00320:PF16563:PF09949:PF12126:PF13919,26,97,14,12,83,2249,0.14,0.96,0.54,0.26,9,7,19,2,2330,0.78,0.99,0.27,0.45
PF04542,PF04539:PF04545:PF00140:PF08281:PF03979,40,44,32,8,12,2306,0.73,0.99,0.8,0.76,8,8,32,0,2318,1.0,0.99,0.2,0.44
PF01484,PF09006:PF03523:PF15067:PF14616:PF08209,75,41,13,62,28,2255,0.32,0.96,0.17,0.22,0,0,75,0,2283,0,0.97,0.0,0
PF10962,PF12608:PF16639:PF03118:PF11769:PF01719,0,33,0,0,33,2325,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF10212,PF16704:PF03470:PF15908:PF04388:PF15905,7,23,4,3,19,2332,0.17,0.99,0.57,0.31,1,1,6,0,2351,1.0,1.0,0.14,0.38
PF04176,PF04716:PF06658:PF02284:PF05915:PF01470,16,49,8,8,41,2301,0.16,0.98,0.5,0.28,2,2,14,0,2342,1.0,0.99,0.12,0.35
PF04202,PF16469:PF02637:PF07837:PF16757:PF05793,0,58,0,0,58,2300,0.0,0.98,0,0,1,0,0,1,2357,0.0,1.0,0,0
PF03094,PF00244:PF03759:PF11955:PF14009:PF00375,24,104,16,8,88,2246,0.15,0.96,0.67,0.31,6,5,19,1,2333,0.83,0.99,0.21,0.41
PF09637,PF00220:PF06449:PF00126:PF15671:PF14852,13,31,2,11,29,2316,0.06,0.98,0.15,0.09,1,0,13,1,2344,0.0,0.99,0.0,-0.0
PF07413,PF17031:PF08879:PF03127:PF03759:PF05770,0,61,0,0,61,2297,0.0,0.97,0,0,3,0,0,3,2355,0.0,1.0,0,0
PF01241,PF06351:PF00537:PF00236:PF15370:PF01716,3,21,1,2,20,2335,0.05,0.99,0.33,0.12,0,0,3,0,2355,0,1.0,0.0,0
PF03297,PF00876:PF12223:PF06708:PF11927:PF05078,15,65,7,8,58,2285,0.11,0.97,0.47,0.21,2,0,15,2,2341,0.0,0.99,0.0,-0.0
PF01286,PF09775:PF05181:PF04432:PF08564:PF07111,11,36,11,0,25,2322,0.31,0.99,1.0,0.55,0,0,11,0,2347,0,1.0,0.0,0
PF11834,PF08412:PF11601:PF16526:PF11933:PF13545,22,34,10,12,24,2312,0.29,0.98,0.45,0.36,4,4,18,0,2336,1.0,0.99,0.18,0.42
PF02093,PF00607:PF01140:PF01141:PF02337:PF14893,9,29,8,1,21,2328,0.28,0.99,0.89,0.49,6,6,3,0,2349,1.0,1.0,0.67,0.82
PF17014,PF04355:PF04451:PF06890:PF01752:PF11751,0,9,0,0,9,2349,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF08587,PF13240:PF08332:PF12605:PF12063:PF11629,16,34,5,11,29,2313,0.15,0.98,0.31,0.21,5,4,12,1,2341,0.8,0.99,0.25,0.45
PF02009,PF08027:PF01387:PF06217:PF01959:PF00871,0,15,0,0,15,2343,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF06165,PF17167:PF08302:PF09511:PF16761:PF12381,6,30,6,0,24,2328,0.2,0.99,1.0,0.44,3,2,4,1,2351,0.67,1.0,0.33,0.47
PF13936,PF11427:PF16087:PF09339:PF02796:PF01498,10,115,9,1,106,2242,0.08,0.95,0.9,0.26,13,5,5,8,2340,0.38,0.99,0.5,0.44
PF16279,PF08832:PF08815:PF07469:PF08778:PF11413,10,18,10,0,8,2340,0.56,1.0,1.0,0.74,6,6,4,0,2348,1.0,1.0,0.6,0.77
PF08016,PF02010:PF01477:PF00151:PF00305:PF00059,53,196,35,18,161,2144,0.18,0.92,0.66,0.32,31,14,39,17,2288,0.45,0.98,0.26,0.33
PF01250,PF10276:PF09805:PF10018:PF01126:PF01871,30,66,14,16,52,2276,0.21,0.97,0.47,0.3,2,1,29,1,2327,0.5,0.99,0.03,0.13
PF00021,PF02988:PF03821:PF01457:PF02513:PF01630,13,37,7,6,30,2315,0.19,0.98,0.54,0.31,0,0,13,0,2345,0,0.99,0.0,0
PF02868,PF16485:PF01447:PF09051:PF09049:PF14232,3,3,3,0,0,2355,1.0,1.0,1.0,1.0,0,0,3,0,2355,0,1.0,0.0,0
PF16661,PF10996:PF07521:PF13299:PF07289:PF11718,52,83,48,4,35,2271,0.58,0.98,0.92,0.72,30,19,33,11,2295,0.63,0.98,0.37,0.47
PF10206,PF02950:PF09232:PF17124:PF00451:PF02827,10,7,1,9,6,2342,0.14,0.99,0.1,0.12,0,0,10,0,2348,0,1.0,0.0,0
PF01197,PF15724:PF05825:PF06377:PF05912:PF11947,8,17,1,7,16,2334,0.06,0.99,0.12,0.08,0,0,8,0,2350,0,1.0,0.0,0
PF01351,PF10498:PF08617:PF09696:PF04176:PF10259,32,51,14,18,37,2289,0.27,0.98,0.44,0.34,6,5,27,1,2325,0.83,0.99,0.16,0.36
PF15223,PF08782:PF02437:PF16566:PF12478:PF09469,0,39,0,0,39,2319,0.0,0.98,0,0,6,0,0,6,2352,0.0,1.0,0,0
PF00317,PF02867:PF03477:PF03989:PF08343:PF07047,21,51,21,0,30,2307,0.41,0.99,1.0,0.64,7,7,14,0,2337,1.0,0.99,0.33,0.58
PF10602,PF05470:PF08375:PF09440:PF01894:PF00903,28,103,18,10,85,2245,0.17,0.96,0.64,0.32,10,6,22,4,2326,0.6,0.99,0.21,0.35
PF14603,PF15442:PF15257:PF15670:PF15275:PF04988,9,21,1,8,20,2329,0.05,0.99,0.11,0.07,1,1,8,0,2349,1.0,1.0,0.11,0.33
PF06462,PF06398:PF00337:PF06816:PF01558:PF01855,20,84,8,12,76,2262,0.1,0.96,0.4,0.18,10,3,17,7,2331,0.3,0.99,0.15,0.21
PF01261,PF12296:PF06244:PF04667:PF00810:PF02284,39,55,8,31,47,2272,0.15,0.97,0.21,0.16,4,2,37,2,2317,0.5,0.98,0.05,0.16
PF06232,PF07333:PF00321:PF01716:PF00537:PF11264,5,12,0,5,12,2341,0.0,0.99,0.0,-0.0,0,0,5,0,2353,0,1.0,0.0,0
PF11852,PF03714:PF02806:PF02922:PF00128:PF16657,3,77,3,0,74,2281,0.04,0.97,1.0,0.19,25,2,1,23,2332,0.08,0.99,0.67,0.23
PF09483,PF17152:PF00381:PF01752:PF13588:PF07157,0,12,0,0,12,2346,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF08108,PF04825:PF08416:PF16742:PF08919:PF12497,1,62,0,1,62,2295,0.0,0.97,0.0,-0.0,4,0,1,4,2353,0.0,1.0,0.0,-0.0
PF10623,PF04076:PF04740:PF15337:PF05065:PF07404,0,16,0,0,16,2342,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF10351,PF10344:PF10359:PF10305:PF10293:PF10347,16,11,10,6,1,2341,0.91,1.0,0.62,0.75,6,6,10,0,2342,1.0,1.0,0.38,0.61
PF03940,PF11573:PF07942:PF16185:PF10673:PF10867,0,33,0,0,33,2325,0.0,0.99,0,0,1,0,0,1,2357,0.0,1.0,0,0
PF09184,PF09302:PF09816:PF09808:PF08733:PF05182,16,58,3,13,55,2287,0.05,0.97,0.19,0.09,5,3,13,2,2340,0.6,0.99,0.19,0.33
PF12550,PF16787:PF10979:PF11496:PF15066:PF08647,8,49,7,1,42,2308,0.14,0.98,0.88,0.35,1,0,8,1,2349,0.0,1.0,0.0,-0.0
PF05400,PF09087:PF06024:PF10438:PF07243:PF14449,2,5,2,0,3,2353,0.4,1.0,1.0,0.63,2,2,0,0,2356,1.0,1.0,1.0,1.0
PF00203,PF00252:PF09439:PF07106:PF06388:PF04176,31,70,13,18,57,2270,0.19,0.97,0.42,0.26,4,2,29,2,2325,0.5,0.99,0.06,0.18
PF14228,PF14222:PF14225:PF16206:PF09324:PF16213,9,52,9,0,43,2306,0.17,0.98,1.0,0.41,11,4,5,7,2342,0.36,0.99,0.44,0.4
PF03472,PF09614:PF15529:PF13722:PF03793:PF04917,1,7,0,1,7,2350,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF02594,PF12716:PF06108:PF10244:PF10252:PF09056,18,26,4,14,22,2318,0.15,0.98,0.22,0.18,1,0,18,1,2339,0.0,0.99,0.0,-0.0
PF00389,PF01842:PF02826:PF10369:PF00351:PF01817,91,109,42,49,67,2200,0.39,0.95,0.46,0.4,9,7,84,2,2265,0.78,0.96,0.08,0.24
PF13036,PF13946:PF05943:PF11794:PF05857:PF07157,1,2,0,1,2,2355,0.0,1.0,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF15737,PF10407:PF09322:PF15082:PF15392:PF15407,3,3,0,3,3,2352,0.0,1.0,0.0,-0.0,0,0,3,0,2355,0,1.0,0.0,0
PF16808,PF16579:PF12063:PF14593:PF12605:PF11629,4,44,3,1,41,2313,0.07,0.98,0.75,0.22,6,3,1,3,2351,0.5,1.0,0.75,0.61
PF02743,PF08473:PF13757:PF08399:PF06668:PF08487,24,51,11,13,40,2294,0.22,0.98,0.46,0.3,4,2,22,2,2332,0.5,0.99,0.08,0.2
PF09280,PF09055:PF09668:PF16843:PF05162:PF04758,20,53,9,11,44,2294,0.17,0.98,0.45,0.27,3,2,18,1,2337,0.67,0.99,0.1,0.26
PF02391,PF05176:PF13023:PF08315:PF01680:PF14943,17,70,11,6,59,2282,0.16,0.97,0.65,0.31,3,2,15,1,2340,0.67,0.99,0.12,0.28
PF02361,PF06695:PF17056:PF12046:PF02427:PF02531,7,7,1,6,6,2345,0.14,0.99,0.14,0.14,0,0,7,0,2351,0,1.0,0.0,0
PF02880,PF02879:PF00408:PF02878:PF08722:PF12696,61,69,61,0,8,2289,0.88,1.0,1.0,0.94,40,40,21,0,2297,1.0,0.99,0.66,0.81
PF00734,PF02013:PF16990:PF03442:PF02156:PF01341,64,31,23,41,8,2286,0.74,0.98,0.36,0.51,6,6,58,0,2294,1.0,0.98,0.09,0.3
PF16649,PF15211:PF15972:PF11630:PF15713:PF08792,3,5,0,3,5,2350,0.0,1.0,0.0,-0.0,0,0,3,0,2355,0,1.0,0.0,0
PF16839,PF05912:PF15724:PF09117:PF06679:PF06377,1,14,0,1,14,2343,0.0,0.99,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF13972,PF09122:PF06617:PF11127:PF02556:PF12368,1,31,0,1,31,2326,0.0,0.99,0.0,-0.0,0,0,1,0,2357,0,1.0,0.0,0
PF01019,PF03091:PF07969:PF10165:PF02046:PF06553,63,79,27,36,52,2243,0.34,0.96,0.43,0.36,5,4,59,1,2294,0.8,0.97,0.06,0.22
PF16096,PF16097:PF12235:PF16098:PF05266:PF09005,2,24,2,0,22,2334,0.08,0.99,1.0,0.29,1,1,1,0,2356,1.0,1.0,0.5,0.71
PF05637,PF01786:PF02636:PF14159:PF03350:PF03634,35,46,11,24,35,2288,0.24,0.97,0.31,0.26,0,0,35,0,2323,0,0.99,0.0,0
PF16566,PF04818:PF09750:PF01805:PF12230:PF08312,20,122,16,4,106,2232,0.13,0.95,0.8,0.31,21,5,15,16,2322,0.24,0.99,0.25,0.24
PF04341,PF01458:PF07522:PF08609:PF03118:PF00847,0,89,0,0,89,2269,0.0,0.96,0,0,6,0,0,6,2352,0.0,1.0,0,0
PF02337,PF00607:PF02093:PF12384:PF01141:PF01140,10,24,10,0,14,2334,0.42,0.99,1.0,0.64,7,6,4,1,2347,0.86,1.0,0.6,0.72
PF07989,PF03801:PF16830:PF04423:PF16531:PF12455,29,37,3,26,34,2295,0.08,0.97,0.1,0.08,2,1,28,1,2328,0.5,0.99,0.03,0.13
PF01126,PF09805:PF10276:PF10248:PF08536:PF01250,19,53,8,11,45,2294,0.15,0.98,0.42,0.24,2,0,19,2,2337,0.0,0.99,0.0,-0.0
PF16980,PF05944:PF04849:PF15270:PF12448:PF13600,0,10,0,0,10,2348,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF16973,PF15143:PF03831:PF05280:PF13612:PF02543,0,17,0,0,17,2341,0.0,0.99,0,0,0,0,0,0,2358,0,1.0,0,0
PF09203,PF01301:PF15636:PF05593:PF12248:PF17205,3,89,1,2,88,2267,0.01,0.96,0.33,0.06,5,0,3,5,2350,0.0,1.0,0.0,-0.0
PF15730,PF10951:PF11124:PF14251:PF04451:PF03749,4,12,0,4,12,2342,0.0,0.99,0.0,-0.0,0,0,4,0,2354,0,1.0,0.0,0
PF00282,PF05637:PF00494:PF02517:PF01370:PF03006,83,184,50,33,134,2141,0.27,0.93,0.6,0.37,21,17,66,4,2271,0.81,0.97,0.2,0.4
PF01666,PF04562:PF12628:PF04370:PF16008:PF15032,0,0,0,0,0,2358,0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF04622,PF07444:PF13095:PF11317:PF10716:PF15699,9,6,0,9,6,2343,0.0,0.99,0.0,-0.0,0,0,9,0,2349,0,1.0,0.0,0
PF05966,PF13116:PF04811:PF03326:PF01321:PF06892,0,84,0,0,84,2274,0.0,0.96,0,0,1,0,0,1,2357,0.0,1.0,0,0
PF04563,PF04561:PF06883:PF00562:PF10385:PF04560,44,46,34,10,12,2302,0.74,0.99,0.77,0.75,15,13,31,2,2312,0.87,0.99,0.3,0.5
PF12373,PF09991:PF09085:PF08848:PF15289:PF03703,0,3,0,0,3,2355,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF03815,PF08305:PF14200:PF02010:PF00754:PF02140,24,130,19,5,111,2223,0.15,0.95,0.79,0.33,14,5,19,9,2325,0.36,0.99,0.21,0.27
PF09759,PF14764:PF09822:PF06662:PF15296:PF02449,17,43,7,10,36,2305,0.16,0.98,0.41,0.25,3,2,15,1,2340,0.67,0.99,0.12,0.28
PF11785,PF11786:PF11787:PF12498:PF08601:PF03957,11,18,11,0,7,2340,0.61,1.0,1.0,0.78,3,3,8,0,2347,1.0,1.0,0.27,0.52
PF03795,PF01828:PF07543:PF09424:PF04199:PF12680,17,55,13,4,42,2299,0.24,0.98,0.76,0.42,8,5,12,3,2338,0.62,0.99,0.29,0.43
PF07751,PF14866:PF04532:PF00770:PF09252:PF15085,0,6,0,0,6,2352,0.0,1.0,0,0,0,0,0,0,2358,0,1.0,0,0
PF01523,PF03548:PF02614:PF13247:PF09677:PF13630,19,6,1,18,5,2334,0.17,0.99,0.05,0.09,0,0,19,0,2339,0,0.99,0.0,0
PF10816,PF00932:PF06748:PF14372:PF13949:PF00662,0,71,0,0,71,2287,0.0,0.97,0,0,7,0,0,7,2351,0.0,1.0,0,0
