ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00022,PF00654,19,11,7,12,4,289,0.64,0.95,0.37,0.37,0.46,11,7,12,4,289,0.64,0.95,0.37,0.37,0.46
PF00023,PF13606,18,7,4,14,3,291,0.57,0.95,0.22,0.22,0.33,7,4,14,3,291,0.57,0.95,0.22,0.22,0.33
PF00024,PF04181,9,5,3,6,2,301,0.6,0.97,0.33,0.33,0.44,5,3,6,2,301,0.6,0.97,0.33,0.33,0.44
PF00025,PF10523,17,1,1,16,0,295,1.0,0.95,0.06,0.06,0.24,1,1,16,0,295,1.0,0.95,0.06,0.06,0.24
PF00026,PF08016,11,6,2,9,4,297,0.33,0.96,0.18,0.18,0.23,6,2,9,4,297,0.33,0.96,0.18,0.18,0.23
PF00027,PF10536,16,4,4,12,0,296,1.0,0.96,0.25,0.25,0.49,4,4,12,0,296,1.0,0.96,0.25,0.25,0.49
PF00028,PF15974,12,1,1,11,0,300,1.0,0.96,0.08,0.08,0.28,1,1,11,0,300,1.0,0.96,0.08,0.08,0.28
PF00029,PF02076,4,2,0,4,2,306,0.0,0.98,0.0,0.0,-0.01,2,0,4,2,306,0.0,0.98,0.0,0.0,-0.01
PF00030,PF15327,7,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00031,PF03067,4,8,3,1,5,303,0.38,0.98,0.75,0.75,0.52,8,3,1,5,303,0.38,0.98,0.75,0.75,0.52
PF00032,PF01253,4,9,2,2,7,301,0.22,0.97,0.5,0.5,0.32,9,2,2,7,301,0.22,0.97,0.5,0.5,0.32
PF00033,PF09754,4,0,0,4,0,308,0,0.99,0.0,0.0,0,0,0,4,0,308,0,0.99,0.0,0.0,0
PF00034,PF04707,5,4,0,5,4,303,0.0,0.97,0.0,0.0,-0.01,4,0,5,4,303,0.0,0.97,0.0,0.0,-0.01
PF00035,PF12171,9,10,4,5,6,297,0.4,0.96,0.44,0.44,0.4,10,4,5,6,297,0.4,0.96,0.44,0.44,0.4
PF00036,PF13833,7,10,5,2,5,300,0.5,0.98,0.71,0.71,0.59,10,5,2,5,300,0.5,0.98,0.71,0.71,0.59
PF00037,PF05572,3,5,2,1,3,306,0.4,0.99,0.67,0.67,0.51,5,2,1,3,306,0.4,0.99,0.67,0.67,0.51
PF00038,PF15247,12,1,0,12,1,299,0.0,0.96,0.0,0.0,-0.01,1,0,12,1,299,0.0,0.96,0.0,0.0,-0.01
PF00039,PF07173,1,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01
PF00040,PF08719,5,7,1,4,6,301,0.14,0.97,0.2,0.2,0.15,7,1,4,6,301,0.14,0.97,0.2,0.2,0.15
PF00041,PF01682,18,2,1,17,1,293,0.5,0.94,0.06,0.06,0.15,2,1,17,1,293,0.5,0.94,0.06,0.06,0.15
PF00042,PF00338,7,5,3,4,2,303,0.6,0.98,0.43,0.43,0.5,5,3,4,2,303,0.6,0.98,0.43,0.43,0.5
PF00043,PF14497,9,6,5,4,1,302,0.83,0.98,0.56,0.56,0.67,6,5,4,1,302,0.83,0.98,0.56,0.56,0.67
PF00044,PF10206,2,2,1,1,1,309,0.5,0.99,0.5,0.5,0.5,2,1,1,1,309,0.5,0.99,0.5,0.5,0.5
PF00045,PF04886,7,3,3,4,0,305,1.0,0.99,0.43,0.43,0.65,3,3,4,0,305,1.0,0.99,0.43,0.43,0.65
PF00046,PF13676,23,6,5,18,1,288,0.83,0.94,0.22,0.22,0.41,6,5,18,1,288,0.83,0.94,0.22,0.22,0.41
PF00047,PF13895,7,8,5,2,3,302,0.62,0.98,0.71,0.71,0.66,8,5,2,3,302,0.62,0.98,0.71,0.71,0.66
PF00048,PF13564,4,2,1,3,1,307,0.5,0.99,0.25,0.25,0.35,2,1,3,1,307,0.5,0.99,0.25,0.25,0.35
PF00049,PF06027,2,2,1,1,1,309,0.5,0.99,0.5,0.5,0.5,2,1,1,1,309,0.5,0.99,0.5,0.5,0.5
PF00050,PF07648,2,5,2,0,3,307,0.4,0.99,1.0,1.0,0.63,5,2,0,3,307,0.4,0.99,1.0,1.0,0.63
PF00051,PF16977,4,3,2,2,1,307,0.67,0.99,0.5,0.5,0.57,3,2,2,1,307,0.67,0.99,0.5,0.5,0.57
PF00052,PF06008,5,0,0,5,0,307,0,0.98,0.0,0.0,0,0,0,5,0,307,0,0.98,0.0,0.0,0
PF00053,PF00052,7,5,5,2,0,305,1.0,0.99,0.71,0.71,0.84,5,5,2,0,305,1.0,0.99,0.71,0.71,0.84
PF00054,PF07721,7,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00055,PF13961,7,2,1,6,1,304,0.5,0.98,0.14,0.14,0.26,2,1,6,1,304,0.5,0.98,0.14,0.14,0.26
PF00056,PF14671,6,2,1,5,1,305,0.5,0.98,0.17,0.17,0.28,2,1,5,1,305,0.5,0.98,0.17,0.17,0.28
PF00057,PF16915,16,0,0,16,0,296,0,0.95,0.0,0.0,0,0,0,16,0,296,0,0.95,0.0,0.0,0
PF00058,PF02488,8,0,0,8,0,304,0,0.97,0.0,0.0,0,0,0,8,0,304,0,0.97,0.0,0.0,0
PF00059,PF07721,14,1,0,14,1,297,0.0,0.95,0.0,0.0,-0.01,1,0,14,1,297,0.0,0.95,0.0,0.0,-0.01
PF00060,PF08016,6,6,2,4,4,302,0.33,0.97,0.33,0.33,0.32,6,2,4,4,302,0.33,0.97,0.33,0.33,0.32
PF00061,PF05426,6,3,1,5,2,304,0.33,0.98,0.17,0.17,0.23,3,1,5,2,304,0.33,0.98,0.17,0.17,0.23
PF00062,PF07762,4,3,1,3,2,306,0.33,0.98,0.25,0.25,0.28,3,1,3,2,306,0.33,0.98,0.25,0.25,0.28
PF00063,PF01107,20,2,1,19,1,291,0.5,0.94,0.05,0.05,0.14,2,1,19,1,291,0.5,0.94,0.05,0.05,0.14
PF00066,PF06446,5,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01
PF00067,PF11721,37,1,1,36,0,275,1.0,0.88,0.03,0.03,0.15,1,1,36,0,275,1.0,0.88,0.03,0.03,0.15
PF00068,PF12274,2,0,0,2,0,310,0,0.99,0.0,0.0,0,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00069,PF12678,86,7,6,80,1,225,0.86,0.74,0.07,0.07,0.2,7,6,80,1,225,0.86,0.74,0.07,0.07,0.2
PF00070,PF09759,1,1,1,0,0,311,1.0,1.0,1.0,1.0,1.0,1,1,0,0,311,1.0,1.0,1.0,1.0,1.0
PF00071,PF01126,30,1,1,29,0,282,1.0,0.91,0.03,0.03,0.17,1,1,29,0,282,1.0,0.91,0.03,0.03,0.17
PF00072,PF12678,10,7,5,5,2,300,0.71,0.98,0.5,0.5,0.59,7,5,5,2,300,0.71,0.98,0.5,0.5,0.59
PF00073,PF11835,2,0,0,2,0,310,0,0.99,0.0,0.0,0,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00074,PF14622,0,5,0,0,5,307,0.0,0.98,0,0,0,5,0,0,5,307,0.0,0.98,0,0,0
PF00075,PF13960,13,0,0,13,0,299,0,0.96,0.0,0.0,0,0,0,13,0,299,0,0.96,0.0,0.0,0
PF00076,PF04098,53,1,1,52,0,259,1.0,0.83,0.02,0.02,0.13,1,1,52,0,259,1.0,0.83,0.02,0.02,0.13
PF00077,PF08284,3,5,1,2,4,305,0.2,0.98,0.33,0.33,0.25,5,1,2,4,305,0.2,0.98,0.33,0.33,0.25
PF00078,PF10354,46,2,1,45,1,265,0.5,0.85,0.02,0.02,0.08,2,1,45,1,265,0.5,0.85,0.02,0.02,0.08
PF00079,PF07245,7,3,1,6,2,303,0.33,0.97,0.14,0.14,0.21,3,1,6,2,303,0.33,0.97,0.14,0.14,0.21
PF00080,PF08294,5,5,2,3,3,304,0.4,0.98,0.4,0.4,0.39,5,2,3,3,304,0.4,0.98,0.4,0.4,0.39
PF00081,PF09121,2,0,0,2,0,310,0,0.99,0.0,0.0,0,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00082,PF13406,10,0,0,10,0,302,0,0.97,0.0,0.0,0,0,0,10,0,302,0,0.97,0.0,0.0,0
PF00083,PF14303,25,6,5,20,1,286,0.83,0.93,0.2,0.2,0.39,6,5,20,1,286,0.83,0.93,0.2,0.2,0.39
PF00084,PF13778,10,2,2,8,0,302,1.0,0.97,0.2,0.2,0.44,2,2,8,0,302,1.0,0.97,0.2,0.2,0.44
PF00085,PF12171,22,10,4,18,6,284,0.4,0.92,0.18,0.18,0.23,10,4,18,6,284,0.4,0.92,0.18,0.18,0.23
PF00086,PF12171,6,10,3,3,7,299,0.3,0.97,0.5,0.5,0.37,10,3,3,7,299,0.3,0.97,0.5,0.5,0.37
PF00088,PF11835,4,0,0,4,0,308,0,0.99,0.0,0.0,0,0,0,4,0,308,0,0.99,0.0,0.0,0
PF00089,PF07721,18,1,1,17,0,294,1.0,0.95,0.06,0.06,0.23,1,1,17,0,294,1.0,0.95,0.06,0.06,0.23
PF00090,PF05986,10,6,6,4,0,302,1.0,0.99,0.6,0.6,0.77,6,6,4,0,302,1.0,0.99,0.6,0.6,0.77
PF00091,PF16546,17,3,3,14,0,295,1.0,0.96,0.18,0.18,0.41,3,3,14,0,295,1.0,0.96,0.18,0.18,0.41
PF00092,PF02023,12,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4
PF00093,PF04181,6,5,2,4,3,303,0.4,0.98,0.33,0.33,0.35,5,2,4,3,303,0.4,0.98,0.33,0.33,0.35
PF00094,PF01902,8,2,0,8,2,302,0.0,0.97,0.0,0.0,-0.01,2,0,8,2,302,0.0,0.97,0.0,0.0,-0.01
PF00095,PF02961,8,2,1,7,1,303,0.5,0.97,0.12,0.12,0.24,2,1,7,1,303,0.5,0.97,0.12,0.12,0.24
PF00097,PF10601,16,4,2,14,2,294,0.5,0.95,0.12,0.12,0.23,4,2,14,2,294,0.5,0.95,0.12,0.12,0.23
PF00098,PF00607,16,4,3,13,1,295,0.75,0.96,0.19,0.19,0.36,4,3,13,1,295,0.75,0.96,0.19,0.19,0.36
PF00100,PF01866,7,5,1,6,4,301,0.2,0.97,0.14,0.14,0.15,5,1,6,4,301,0.2,0.97,0.14,0.14,0.15
PF00101,PF00584,0,5,0,0,5,307,0.0,0.98,0,0,0,5,0,0,5,307,0.0,0.98,0,0,0
PF00102,PF08719,17,7,5,12,2,293,0.71,0.96,0.29,0.29,0.44,7,5,12,2,293,0.71,0.96,0.29,0.29,0.44
PF00103,PF00379,3,6,1,2,5,304,0.17,0.98,0.33,0.33,0.23,6,1,2,5,304,0.17,0.98,0.33,0.33,0.23
PF00104,PF02159,12,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4,2,2,10,0,300,1.0,0.97,0.17,0.17,0.4
PF00105,PF06745,14,0,0,14,0,298,0,0.96,0.0,0.0,0,0,0,14,0,298,0,0.96,0.0,0.0,0
PF00106,PF01073,27,4,4,23,0,285,1.0,0.93,0.15,0.15,0.37,4,4,23,0,285,1.0,0.93,0.15,0.15,0.37
PF00107,PF16912,19,0,0,19,0,293,0,0.94,0.0,0.0,0,0,0,19,0,293,0,0.94,0.0,0.0,0
PF00108,PF08007,11,3,3,8,0,301,1.0,0.97,0.27,0.27,0.52,3,3,8,0,301,1.0,0.97,0.27,0.27,0.52
PF00109,PF01375,6,4,2,4,2,304,0.5,0.98,0.33,0.33,0.4,4,2,4,2,304,0.5,0.98,0.33,0.33,0.4
PF00110,PF07245,4,3,1,3,2,306,0.33,0.98,0.25,0.25,0.28,3,1,3,2,306,0.33,0.98,0.25,0.25,0.28
PF00111,PF12849,7,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43
PF00112,PF12131,10,0,0,10,0,302,0,0.97,0.0,0.0,0,0,0,10,0,302,0,0.97,0.0,0.0,0
PF00113,PF14980,6,1,0,6,1,305,0.0,0.98,0.0,0.0,-0.01,1,0,6,1,305,0.0,0.98,0.0,0.0,-0.01
PF00114,PF02907,1,0,0,1,0,311,0,1.0,0.0,0.0,0,0,0,1,0,311,0,1.0,0.0,0.0,0
PF00115,PF01192,5,2,0,5,2,305,0.0,0.98,0.0,0.0,-0.01,2,0,5,2,305,0.0,0.98,0.0,0.0,-0.01
PF00116,PF13116,5,2,2,3,0,307,1.0,0.99,0.4,0.4,0.63,2,2,3,0,307,1.0,0.99,0.4,0.4,0.63
PF00117,PF12505,14,0,0,14,0,298,0,0.96,0.0,0.0,0,0,0,14,0,298,0,0.96,0.0,0.0,0
PF00118,PF07818,8,3,2,6,1,303,0.67,0.98,0.25,0.25,0.4,3,2,6,1,303,0.67,0.98,0.25,0.25,0.4
PF00119,PF12697,5,8,3,2,5,302,0.38,0.98,0.6,0.6,0.46,8,3,2,5,302,0.38,0.98,0.6,0.6,0.46
PF00120,PF02204,4,5,1,3,4,304,0.2,0.98,0.25,0.25,0.21,5,1,3,4,304,0.2,0.98,0.25,0.25,0.21
PF00121,PF09462,0,3,0,0,3,309,0.0,0.99,0,0,0,3,0,0,3,309,0.0,0.99,0,0,0
PF00122,PF15780,16,2,2,14,0,296,1.0,0.96,0.12,0.12,0.35,2,2,14,0,296,1.0,0.96,0.12,0.12,0.35
PF00123,PF04679,2,6,1,1,5,305,0.17,0.98,0.5,0.5,0.28,6,1,1,5,305,0.17,0.98,0.5,0.5,0.28
PF00124,PF15243,5,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01,1,0,5,1,306,0.0,0.98,0.0,0.0,-0.01
PF00125,PF03297,14,3,1,13,2,296,0.33,0.95,0.07,0.07,0.14,3,1,13,2,296,0.33,0.95,0.07,0.07,0.14
PF00126,PF07114,1,2,0,1,2,309,0.0,0.99,0.0,0.0,-0.0,2,0,1,2,309,0.0,0.99,0.0,0.0,-0.0
PF00127,PF06766,1,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0
PF00128,PF12044,8,2,2,6,0,304,1.0,0.98,0.25,0.25,0.5,2,2,6,0,304,1.0,0.98,0.25,0.25,0.5
PF00129,PF00969,1,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01
PF00130,PF00620,14,19,10,4,9,289,0.53,0.96,0.71,0.71,0.59,19,10,4,9,289,0.53,0.96,0.71,0.71,0.59
PF00131,PF00203,1,5,0,1,5,306,0.0,0.98,0.0,0.0,-0.01,5,0,1,5,306,0.0,0.98,0.0,0.0,-0.01
PF00132,PF08016,11,6,2,9,4,297,0.33,0.96,0.18,0.18,0.23,6,2,9,4,297,0.33,0.96,0.18,0.18,0.23
PF00133,PF02441,14,5,5,9,0,298,1.0,0.97,0.36,0.36,0.59,5,5,9,0,298,1.0,0.97,0.36,0.36,0.59
PF00134,PF09184,14,3,2,12,1,297,0.67,0.96,0.14,0.14,0.3,3,2,12,1,297,0.67,0.96,0.14,0.14,0.3
PF00135,PF02902,17,14,7,10,7,288,0.5,0.95,0.41,0.41,0.43,14,7,10,7,288,0.5,0.95,0.41,0.41,0.43
PF00136,PF01547,6,3,2,4,1,305,0.67,0.98,0.33,0.33,0.46,3,2,4,1,305,0.67,0.98,0.33,0.33,0.46
PF00137,PF08719,10,7,4,6,3,299,0.57,0.97,0.4,0.4,0.46,7,4,6,3,299,0.57,0.97,0.4,0.4,0.46
PF00139,PF07019,5,4,2,3,2,305,0.5,0.98,0.4,0.4,0.44,4,2,3,2,305,0.5,0.98,0.4,0.4,0.44
PF00140,PF07721,0,1,0,0,1,311,0.0,1.0,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00141,PF11807,9,3,2,7,1,302,0.67,0.97,0.22,0.22,0.38,3,2,7,1,302,0.67,0.97,0.22,0.22,0.38
PF00142,PF00537,0,1,0,0,1,311,0.0,1.0,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00143,PF12680,1,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0
PF00144,PF07428,9,0,0,9,0,303,0,0.97,0.0,0.0,0,0,0,9,0,303,0,0.97,0.0,0.0,0
PF00145,PF08016,5,6,1,4,5,302,0.17,0.97,0.2,0.2,0.17,6,1,4,5,302,0.17,0.97,0.2,0.2,0.17
PF00146,PF04277,4,1,1,3,0,308,1.0,0.99,0.25,0.25,0.5,1,1,3,0,308,1.0,0.99,0.25,0.25,0.5
PF00147,PF07721,12,1,0,12,1,299,0.0,0.96,0.0,0.0,-0.01,1,0,12,1,299,0.0,0.96,0.0,0.0,-0.01
PF00148,PF15013,0,2,0,0,2,310,0.0,0.99,0,0,0,2,0,0,2,310,0.0,0.99,0,0,0
PF00149,PF00929,32,8,6,26,2,278,0.75,0.91,0.19,0.19,0.35,8,6,26,2,278,0.75,0.91,0.19,0.19,0.35
PF00150,PF03145,11,4,2,9,2,299,0.5,0.96,0.18,0.18,0.29,4,2,9,2,299,0.5,0.96,0.18,0.18,0.29
PF00151,PF13388,6,0,0,6,0,306,0,0.98,0.0,0.0,0,0,0,6,0,306,0,0.98,0.0,0.0,0
PF00152,PF09170,10,0,0,10,0,302,0,0.97,0.0,0.0,0,0,0,10,0,302,0,0.97,0.0,0.0,0
PF00153,PF05535,27,0,0,27,0,285,0,0.91,0.0,0.0,0,0,0,27,0,285,0,0.91,0.0,0.0,0
PF00154,PF08294,3,5,1,2,4,305,0.2,0.98,0.33,0.33,0.25,5,1,2,4,305,0.2,0.98,0.33,0.33,0.25
PF00155,PF13673,20,3,2,18,1,291,0.67,0.94,0.1,0.1,0.24,3,2,18,1,291,0.67,0.94,0.1,0.1,0.24
PF00156,PF01329,5,3,2,3,1,306,0.67,0.99,0.4,0.4,0.51,3,2,3,1,306,0.67,0.99,0.4,0.4,0.51
PF00157,PF04617,2,1,0,2,1,309,0.0,0.99,0.0,0.0,-0.0,1,0,2,1,309,0.0,0.99,0.0,0.0,-0.0
PF00158,PF13304,3,2,0,3,2,307,0.0,0.98,0.0,0.0,-0.01,2,0,3,2,307,0.0,0.98,0.0,0.0,-0.01
PF00159,PF11771,1,0,0,1,0,311,0,1.0,0.0,0.0,0,0,0,1,0,311,0,1.0,0.0,0.0,0
PF00160,PF10544,13,1,1,12,0,299,1.0,0.96,0.08,0.08,0.27,1,1,12,0,299,1.0,0.96,0.08,0.08,0.27
PF00161,PF08557,0,1,0,0,1,311,0.0,1.0,0,0,0,1,0,0,1,311,0.0,1.0,0,0,0
PF00162,PF02390,4,3,2,2,1,307,0.67,0.99,0.5,0.5,0.57,3,2,2,1,307,0.67,0.99,0.5,0.5,0.57
PF00163,PF02488,2,0,0,2,0,310,0,0.99,0.0,0.0,0,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00164,PF06624,5,5,3,2,2,305,0.6,0.99,0.6,0.6,0.59,5,3,2,2,305,0.6,0.99,0.6,0.6,0.59
PF00165,PF16495,0,0,0,0,0,312,0,1.0,0,0,0,0,0,0,0,312,0,1.0,0,0,0
PF00166,PF10551,4,7,1,3,6,302,0.14,0.97,0.25,0.25,0.18,7,1,3,6,302,0.14,0.97,0.25,0.25,0.18
PF00167,PF06687,1,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01,3,0,1,3,308,0.0,0.99,0.0,0.0,-0.01
PF00168,PF01902,30,2,2,28,0,282,1.0,0.91,0.07,0.07,0.25,2,2,28,0,282,1.0,0.91,0.07,0.07,0.25
PF00169,PF00620,29,19,11,18,8,275,0.58,0.92,0.38,0.38,0.43,19,11,18,8,275,0.58,0.92,0.38,0.38,0.43
PF00170,PF15247,11,1,0,11,1,300,0.0,0.96,0.0,0.0,-0.01,1,0,11,1,300,0.0,0.96,0.0,0.0,-0.01
PF00171,PF00379,21,6,3,18,3,288,0.5,0.93,0.14,0.14,0.24,6,3,18,3,288,0.5,0.93,0.14,0.14,0.24
PF00172,PF15292,21,0,0,21,0,291,0,0.93,0.0,0.0,0,0,0,21,0,291,0,0.93,0.0,0.0,0
PF00173,PF05141,15,2,2,13,0,297,1.0,0.96,0.13,0.13,0.36,2,2,13,0,297,1.0,0.96,0.13,0.13,0.36
PF00174,PF04909,3,7,3,0,4,305,0.43,0.99,1.0,1.0,0.65,7,3,0,4,305,0.43,0.99,1.0,1.0,0.65
PF00175,PF08608,12,2,1,11,1,299,0.5,0.96,0.08,0.08,0.19,2,1,11,1,299,0.5,0.96,0.08,0.08,0.19
PF00176,PF08719,31,7,5,26,2,279,0.71,0.91,0.16,0.16,0.31,7,5,26,2,279,0.71,0.91,0.16,0.16,0.31
PF00177,PF14521,6,3,0,6,3,303,0.0,0.97,0.0,0.0,-0.01,3,0,6,3,303,0.0,0.97,0.0,0.0,-0.01
PF00178,PF00660,7,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00179,PF15247,23,1,0,23,1,288,0.0,0.92,0.0,0.0,-0.02,1,0,23,1,288,0.0,0.92,0.0,0.0,-0.02
PF00180,PF13673,7,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43
PF00181,PF08007,7,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43,3,2,5,1,304,0.67,0.98,0.29,0.29,0.43
PF00182,PF00187,2,2,0,2,2,308,0.0,0.99,0.0,0.0,-0.01,2,0,2,2,308,0.0,0.99,0.0,0.0,-0.01
PF00183,PF00986,7,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01,1,0,7,1,304,0.0,0.97,0.0,0.0,-0.01
PF00184,PF01165,1,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0,1,0,1,1,310,0.0,0.99,0.0,0.0,-0.0
PF00185,PF02748,3,0,0,3,0,309,0,0.99,0.0,0.0,0,0,0,3,0,309,0,0.99,0.0,0.0,0
PF00186,PF08773,3,0,0,3,0,309,0,0.99,0.0,0.0,0,0,0,3,0,309,0,0.99,0.0,0.0,0
PF00187,PF00182,2,2,0,2,2,308,0.0,0.99,0.0,0.0,-0.01,2,0,2,2,308,0.0,0.99,0.0,0.0,-0.01
PF00188,PF03407,9,3,2,7,1,302,0.67,0.97,0.22,0.22,0.38,3,2,7,1,302,0.67,0.97,0.22,0.22,0.38
PF00189,PF11341,10,0,0,10,0,302,0,0.97,0.0,0.0,0,0,0,10,0,302,0,0.97,0.0,0.0,0
PF00190,PF03176,3,2,0,3,2,307,0.0,0.98,0.0,0.0,-0.01,2,0,3,2,307,0.0,0.98,0.0,0.0,-0.01
PF00191,PF01342,4,1,1,3,0,308,1.0,0.99,0.25,0.25,0.5,1,1,3,0,308,1.0,0.99,0.25,0.25,0.5
PF00193,PF08205,3,9,2,1,7,302,0.22,0.97,0.67,0.67,0.38,9,2,1,7,302,0.22,0.97,0.67,0.67,0.38
PF00194,PF13908,8,2,1,7,1,303,0.5,0.97,0.12,0.12,0.24,2,1,7,1,303,0.5,0.97,0.12,0.12,0.24
PF00195,PF09121,2,0,0,2,0,310,0,0.99,0.0,0.0,0,0,0,2,0,310,0,0.99,0.0,0.0,0
PF00196,PF00486,3,2,2,1,0,309,1.0,1.0,0.67,0.67,0.82,2,2,1,0,309,1.0,1.0,0.67,0.67,0.82
PF00197,PF13911,0,4,0,0,4,308,0.0,0.99,0,0,0,4,0,0,4,308,0.0,0.99,0,0,0
PF00198,PF11341,4,0,0,4,0,308,0,0.99,0.0,0.0,0,0,0,4,0,308,0,0.99,0.0,0.0,0
PF00199,PF00457,3,2,2,1,0,309,1.0,1.0,0.67,0.67,0.82,2,2,1,0,309,1.0,1.0,0.67,0.67,0.82
PF00200,PF15337,7,4,2,5,2,303,0.5,0.98,0.29,0.29,0.37,4,2,5,2,303,0.5,0.98,0.29,0.29,0.37
PF00201,PF12762,13,3,1,12,2,297,0.33,0.96,0.08,0.08,0.14,3,1,12,2,297,0.33,0.96,0.08,0.08,0.14
PF00202,PF00929,8,8,5,3,3,301,0.62,0.98,0.62,0.62,0.62,8,5,3,3,301,0.62,0.98,0.62,0.62,0.62
