ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Hit Rate,Consensus MCC
PF12121,PF08023:PF16048:PF08018:PF16047:PF07440,0,0,0,0,0,1018,0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF00335,PF15320:PF04893:PF05347:PF08583:PF01192,53,50,19,34,31,934,0.38,0.94,0.36,0.34,4,4,49,0,965,1.0,0.95,0.08,0.27
PF14475,PF08528:PF10332:PF10361:PF10104:PF02631,0,14,0,0,14,1004,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF06819,PF05565:PF01967:PF01938:PF16678:PF10938,0,27,0,0,27,991,0.0,0.97,0,0,1,0,0,1,1017,0.0,1.0,0,0
PF16403,PF08305:PF08919:PF13402:PF05345:PF15273,8,16,4,4,12,998,0.25,0.98,0.5,0.35,2,2,6,0,1010,1.0,0.99,0.25,0.5
PF01668,PF17010:PF01316:PF08404:PF08497:PF15023,2,2,0,2,2,1014,0.0,1.0,0.0,-0.0,0,0,2,0,1016,0,1.0,0.0,0
PF05353,PF10645:PF15367:PF15667:PF09663:PF06056,1,7,0,1,7,1010,0.0,0.99,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF15912,PF11526:PF07001:PF15624:PF13945:PF04357,2,16,0,2,16,1000,0.0,0.98,0.0,-0.01,0,0,2,0,1016,0,1.0,0.0,0
PF12343,PF04892:PF03974:PF14980:PF03544:PF15578,1,5,0,1,5,1012,0.0,0.99,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF06729,PF15119:PF02977:PF15041:PF15772:PF09252,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF08499,PF08629:PF00233:PF00158:PF13188:PF08778,2,34,2,0,32,984,0.06,0.97,1.0,0.24,1,1,1,0,1016,1.0,1.0,0.5,0.71
PF04328,PF12081:PF04355:PF08479:PF08334:PF11751,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF16338,PF17137:PF16863:PF00088:PF03423:PF15181,1,31,1,0,30,987,0.03,0.97,1.0,0.18,3,1,0,2,1015,0.33,1.0,1.0,0.58
PF03829,PF03608:PF08220:PF03612:PF00455:PF09677,2,5,2,0,3,1013,0.4,1.0,1.0,0.63,2,2,0,0,1016,1.0,1.0,1.0,1.0
PF15455,PF10912:PF17006:PF12840:PF02601:PF09365,1,5,1,0,4,1013,0.2,1.0,1.0,0.45,0,0,1,0,1017,0,1.0,0.0,0
PF01277,PF07172:PF00468:PF16009:PF04839:PF10542,1,7,0,1,7,1010,0.0,0.99,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF11721,PF12819:PF08917:PF12799:PF14786:PF00139,18,66,12,6,54,946,0.18,0.94,0.67,0.33,5,4,14,1,999,0.8,0.99,0.22,0.42
PF05157,PF03922:PF05466:PF03888:PF10566:PF10908,1,0,0,1,0,1017,0,1.0,0.0,0,0,0,1,0,1017,0,1.0,0.0,0
PF00989,PF08447:PF16279:PF12114:PF08832:PF08446,37,32,19,18,13,968,0.59,0.97,0.51,0.54,6,6,31,0,981,1.0,0.97,0.16,0.4
PF07890,PF15063:PF06271:PF15364:PF10280:PF01279,5,10,1,4,9,1004,0.1,0.99,0.2,0.14,0,0,5,0,1013,0,1.0,0.0,0
PF12708,PF06964:PF14498:PF11915:PF00295:PF09286,13,56,10,3,46,959,0.18,0.95,0.77,0.36,10,3,10,7,998,0.3,0.98,0.23,0.25
PF01418,PF01380:PF00585:PF06835:PF08220:PF07831,2,20,2,0,18,998,0.1,0.98,1.0,0.31,1,1,1,0,1016,1.0,1.0,0.5,0.71
PF09008,PF15518:PF11304:PF09327:PF04865:PF04453,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF15190,PF01668:PF06573:PF03050:PF15776:PF01706,1,7,1,0,6,1011,0.14,0.99,1.0,0.38,0,0,1,0,1017,0,1.0,0.0,0
PF00828,PF10218:PF01632:PF01185:PF07896:PF09754,26,17,6,20,11,981,0.35,0.97,0.23,0.27,1,1,25,0,992,1.0,0.98,0.04,0.19
PF02209,PF16182:PF04810:PF06165:PF16923:PF04815,13,39,6,7,33,972,0.15,0.96,0.46,0.25,4,3,10,1,1004,0.75,0.99,0.23,0.41
PF14238,PF13390:PF03845:PF09829:PF12615:PF12602,0,8,0,0,8,1010,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF01119,PF10699:PF10257:PF15996:PF03250:PF09239,24,23,5,19,18,976,0.22,0.96,0.21,0.19,0,0,24,0,994,0,0.98,0.0,0
PF07815,PF09431:PF11555:PF12026:PF08824:PF08397,8,18,4,4,14,996,0.22,0.98,0.5,0.33,2,2,6,0,1010,1.0,0.99,0.25,0.5
PF02873,PF02913:PF04030:PF09265:PF09129:PF09330,6,54,3,3,51,961,0.06,0.95,0.5,0.15,4,3,3,1,1011,0.75,1.0,0.5,0.61
PF15823,PF07157:PF11751:PF06403:PF16861:PF15150,0,4,0,0,4,1014,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF01397,PF03936:PF05827:PF16401:PF04043:PF06974,16,41,16,0,25,977,0.39,0.98,1.0,0.62,4,0,16,4,998,0.0,0.98,0.0,-0.01
PF00573,PF14374:PF03386:PF04063:PF01176:PF01922,18,29,13,5,16,984,0.45,0.98,0.72,0.56,2,2,16,0,1000,1.0,0.98,0.11,0.33
PF12376,PF15120:PF15046:PF15576:PF07458:PF04360,0,5,0,0,5,1013,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF01627,PF06376:PF04520:PF04716:PF01987:PF06127,8,23,3,5,20,990,0.13,0.98,0.38,0.21,1,1,7,0,1010,1.0,0.99,0.12,0.35
PF08535,PF02305:PF06890:PF04687:PF09829:PF03814,1,2,0,1,2,1015,0.0,1.0,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF12602,PF11751:PF06798:PF08299:PF06890:PF03428,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF05135,PF04860:PF02565:PF10974:PF17049:PF01312,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF12827,PF00796:PF05836:PF17049:PF15207:PF15186,0,3,0,0,3,1015,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF01410,PF01391:PF00386:PF02210:PF00054:PF12287,15,96,11,4,85,918,0.11,0.91,0.73,0.27,15,6,9,9,994,0.4,0.98,0.4,0.39
PF06980,PF01514:PF04738:PF15190:PF14251:PF08002,0,3,0,0,3,1015,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF03641,PF00436:PF03358:PF04667:PF01261:PF04520,10,55,4,6,51,957,0.07,0.94,0.4,0.15,2,1,9,1,1007,0.5,0.99,0.1,0.22
PF06827,PF10458:PF13603:PF11551:PF08264:PF00133,9,57,5,4,52,957,0.09,0.94,0.56,0.21,13,3,6,10,999,0.23,0.98,0.33,0.27
PF12418,PF12806:PF08028:PF09317:PF14749:PF06331,3,21,3,0,18,997,0.14,0.98,1.0,0.37,3,3,0,0,1015,1.0,1.0,1.0,1.0
PF13825,PF16500:PF07655:PF02097:PF12897:PF01455,0,4,0,0,4,1014,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF12235,PF16098:PF16096:PF16097:PF16551:PF05266,7,5,5,2,0,1011,1.0,1.0,0.71,0.84,1,1,6,0,1011,1.0,0.99,0.14,0.38
PF16759,PF01660:PF15392:PF09247:PF07916:PF08605,7,9,1,6,8,1003,0.11,0.99,0.14,0.12,0,0,7,0,1011,0,0.99,0.0,0
PF08649,PF11093:PF03823:PF15003:PF02202:PF05387,2,4,1,1,3,1013,0.25,1.0,0.5,0.35,0,0,2,0,1016,0,1.0,0.0,0
PF10523,PF03131:PF09494:PF02731:PF08383:PF09789,10,33,4,6,29,979,0.12,0.97,0.4,0.21,2,1,9,1,1007,0.5,0.99,0.1,0.22
PF01679,PF04729:PF10276:PF03095:PF06487:PF01250,12,34,5,7,29,977,0.15,0.96,0.42,0.23,0,0,12,0,1006,0,0.99,0.0,0
PF04979,PF09696:PF01185:PF04667:PF07896:PF08561,21,24,11,10,13,984,0.46,0.98,0.52,0.48,1,1,20,0,997,1.0,0.98,0.05,0.22
PF02800,PF00044:PF02672:PF00121:PF01066:PF00120,28,68,24,4,44,946,0.35,0.95,0.86,0.53,9,9,19,0,990,1.0,0.98,0.32,0.56
PF06757,PF10325:PF16984:PF01147:PF10327:PF08925,2,13,0,2,13,1003,0.0,0.99,0.0,-0.01,0,0,2,0,1016,0,1.0,0.0,0
PF01644,PF06165:PF12449:PF14663:PF17167:PF05285,15,29,8,7,21,982,0.28,0.97,0.53,0.37,1,1,14,0,1003,1.0,0.99,0.07,0.26
PF13933,PF15831:PF06907:PF16594:PF11093:PF03760,0,4,0,0,4,1014,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF04135,PF15014:PF05754:PF02972:PF02087:PF08591,6,3,0,6,3,1009,0.0,0.99,0.0,-0.0,0,0,6,0,1012,0,0.99,0.0,0
PF13656,PF00411:PF01121:PF10256:PF10780:PF01467,15,67,11,4,56,947,0.16,0.94,0.73,0.33,7,6,9,1,1002,0.86,0.99,0.4,0.58
PF00790,PF12210:PF03127:PF04366:PF11464:PF09311,28,34,16,12,18,972,0.47,0.97,0.57,0.5,3,3,25,0,990,1.0,0.98,0.11,0.32
PF01822,PF11790:PF09362:PF02485:PF12529:PF07250,50,33,19,31,14,954,0.58,0.96,0.38,0.45,3,3,47,0,968,1.0,0.95,0.06,0.24
PF00318,PF16122:PF04161:PF01866:PF13774:PF02183,25,48,16,9,32,961,0.33,0.96,0.64,0.44,4,4,21,0,993,1.0,0.98,0.16,0.4
PF01783,PF08583:PF06645:PF00159:PF03501:PF01279,8,28,4,4,24,986,0.14,0.97,0.5,0.26,2,1,7,1,1009,0.5,0.99,0.12,0.25
PF03383,PF11581:PF01739:PF06681:PF06852:PF14494,0,4,0,0,4,1014,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF13000,PF01227:PF13334:PF12260:PF00852:PF07262,7,32,2,5,30,981,0.06,0.97,0.29,0.12,3,1,6,2,1009,0.33,0.99,0.14,0.21
PF04199,PF11807:PF14027:PF12296:PF12680:PF12311,22,31,14,8,17,979,0.45,0.98,0.64,0.52,3,3,19,0,996,1.0,0.98,0.14,0.37
PF10583,PF06994:PF00904:PF15362:PF03032:PF00879,0,4,0,0,4,1014,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF07052,PF11623:PF11282:PF10217:PF16007:PF10273,12,8,3,9,5,1001,0.38,0.99,0.25,0.3,0,0,12,0,1006,0,0.99,0.0,0
PF15888,PF12478:PF08291:PF04417:PF05894:PF15082,0,9,0,0,9,1009,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF08268,PF07734:PF10442:PF12014:PF03478:PF07723,12,44,10,2,34,972,0.23,0.96,0.83,0.42,3,3,9,0,1006,1.0,0.99,0.25,0.5
PF11380,PF17101:PF17103:PF17102:PF00066:PF05572,7,26,7,0,19,992,0.27,0.98,1.0,0.51,4,4,3,0,1011,1.0,1.0,0.57,0.75
PF01758,PF07542:PF11735:PF03583:PF15019:PF02915,11,22,2,9,20,987,0.09,0.97,0.18,0.12,0,0,11,0,1007,0,0.99,0.0,0
PF13339,PF13864:PF11489:PF10330:PF15929:PF04090,15,8,5,10,3,1000,0.62,0.99,0.33,0.45,0,0,15,0,1003,0,0.99,0.0,0
PF08100,PF00891:PF16864:PF02545:PF14365:PF06414,7,49,7,0,42,969,0.14,0.96,1.0,0.37,4,1,6,3,1008,0.25,0.99,0.14,0.18
PF11460,PF06989:PF13270:PF11255:PF12855:PF06485,0,8,0,0,8,1010,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF02457,PF15212:PF15117:PF16824:PF01455:PF02530,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF01933,PF11264:PF12900:PF15370:PF08787:PF06912,5,14,3,2,11,1002,0.21,0.99,0.6,0.35,0,0,5,0,1013,0,1.0,0.0,0
PF15030,PF03344:PF06513:PF05715:PF09444:PF05762,1,8,0,1,8,1009,0.0,0.99,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF01766,PF04099:PF07672:PF09445:PF15011:PF14934,1,29,0,1,29,988,0.0,0.97,0.0,-0.01,1,0,1,1,1016,0.0,1.0,0.0,-0.0
PF04999,PF03865:PF04559:PF06506:PF02951:PF07499,1,7,0,1,7,1010,0.0,0.99,0.0,-0.0,1,0,1,1,1016,0.0,1.0,0.0,-0.0
PF04607,PF13328:PF13291:PF02824:PF14923:PF02187,10,41,7,3,34,974,0.17,0.96,0.7,0.33,4,4,6,0,1008,1.0,0.99,0.4,0.63
PF13423,PF15870:PF00929:PF02878:PF00476:PF13355,16,77,12,4,65,937,0.16,0.93,0.75,0.32,10,3,13,7,995,0.3,0.98,0.19,0.23
PF10393,PF16754:PF12034:PF06668:PF05587:PF13757,3,7,2,1,5,1010,0.29,0.99,0.67,0.43,0,0,3,0,1015,0,1.0,0.0,0
PF04121,PF10226:PF03004:PF14922:PF05132:PF05090,13,34,5,8,29,976,0.15,0.96,0.38,0.22,4,3,10,1,1004,0.75,0.99,0.23,0.41
PF01710,PF01022:PF12760:PF09339:PF04967:PF11654,1,14,0,1,14,1003,0.0,0.99,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF00807,PF09051:PF09049:PF09050:PF09367:PF15689,0,0,0,0,0,1018,0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF16381,PF08752:PF14806:PF09066:PF02296:PF14797,5,22,5,0,17,996,0.23,0.98,1.0,0.47,1,1,4,0,1013,1.0,1.0,0.2,0.45
PF07068,PF08401:PF06651:PF05797:PF15856:PF17188,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF01183,PF09631:PF03980:PF07281:PF08787:PF01097,11,23,3,8,20,987,0.13,0.97,0.27,0.18,0,0,11,0,1007,0,0.99,0.0,0
PF01346,PF03704:PF16546:PF07219:PF15867:PF14280,4,17,2,2,15,999,0.12,0.98,0.5,0.24,1,1,3,0,1014,1.0,1.0,0.25,0.5
PF15715,PF15109:PF06541:PF15364:PF04856:PF14986,0,0,0,0,0,1018,0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF14990,PF04816:PF15766:PF16039:PF16842:PF01813,0,9,0,0,9,1009,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF12505,PF07173:PF10355:PF10348:PF10644:PF06662,5,23,2,3,21,992,0.09,0.98,0.4,0.18,1,1,4,0,1013,1.0,1.0,0.2,0.45
PF01484,PF09006:PF03523:PF15067:PF14616:PF08209,37,20,4,33,16,965,0.2,0.95,0.11,0.12,0,0,37,0,981,0,0.96,0.0,0
PF07517,PF01043:PF08216:PF10350:PF03190:PF10441,5,25,3,2,22,991,0.12,0.98,0.6,0.26,2,2,3,0,1013,1.0,1.0,0.4,0.63
PF03126,PF02201:PF08766:PF10360:PF02213:PF02229,16,53,12,4,41,961,0.23,0.96,0.75,0.4,9,5,11,4,998,0.56,0.99,0.31,0.41
PF10539,PF14738:PF07202:PF02213:PF16768:PF14662,9,25,3,6,22,987,0.12,0.97,0.33,0.19,1,1,8,0,1009,1.0,0.99,0.11,0.33
PF09860,PF02217:PF08093:PF08744:PF05939:PF01430,0,5,0,0,5,1013,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF14783,PF14782:PF14781:PF14944:PF09303:PF05110,6,17,6,0,11,1001,0.35,0.99,1.0,0.59,1,1,5,0,1012,1.0,1.0,0.17,0.41
PF07896,PF07816:PF04716:PF01097:PF05915:PF10218,5,17,1,4,16,997,0.06,0.98,0.2,0.1,0,0,5,0,1013,0,1.0,0.0,0
PF11378,PF03913:PF15080:PF14987:PF15208:PF02530,0,6,0,0,6,1012,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF10343,PF01509:PF01472:PF11720:PF03091:PF13508,15,40,9,6,31,972,0.23,0.96,0.6,0.35,4,3,12,1,1002,0.75,0.99,0.2,0.38
PF01426,PF01448:PF12047:PF00145:PF00320:PF13919,40,70,23,17,47,931,0.33,0.94,0.57,0.4,9,9,31,0,978,1.0,0.97,0.23,0.47
PF03965,PF05024:PF14076:PF12862:PF03420:PF00211,1,72,1,0,71,946,0.01,0.93,1.0,0.11,2,0,1,2,1015,0.0,1.0,0.0,-0.0
PF03906,PF08278:PF11387:PF09867:PF11363:PF10459,0,6,0,0,6,1012,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF16869,PF16858:PF06278:PF00926:PF01228:PF01643,0,16,0,0,16,1002,0.0,0.98,0,0,1,0,0,1,1017,0.0,1.0,0,0
PF03929,PF02975:PF04196:PF13751:PF16586:PF16967,3,6,0,3,6,1009,0.0,0.99,0.0,-0.0,0,0,3,0,1015,0,1.0,0.0,0
PF02203,PF00015:PF00563:PF08918:PF02768:PF17154,4,23,4,0,19,995,0.17,0.98,1.0,0.41,2,1,3,1,1013,0.5,1.0,0.25,0.35
PF02907,PF10801:PF02121:PF02862:PF07516:PF12166,1,28,0,1,28,989,0.0,0.97,0.0,-0.01,3,0,1,3,1014,0.0,1.0,0.0,-0.0
PF12230,PF09750:PF01805:PF16566:PF12057:PF08312,13,53,13,0,40,965,0.25,0.96,1.0,0.49,5,3,10,2,1003,0.6,0.99,0.23,0.37
PF05452,PF06853:PF07905:PF04353:PF15943:PF03719,0,23,0,0,23,995,0.0,0.98,0,0,0,0,0,0,1018,0,1.0,0,0
PF06250,PF12161:PF06122:PF16325:PF02253:PF11019,2,4,2,0,2,1014,0.5,1.0,1.0,0.71,0,0,2,0,1016,0,1.0,0.0,0
PF10184,PF04832:PF12400:PF15998:PF04800:PF11315,11,28,5,6,23,984,0.18,0.97,0.45,0.27,2,2,9,0,1007,1.0,0.99,0.18,0.42
PF13395,PF13635:PF03845:PF13390:PF11070:PF03336,0,8,0,0,8,1010,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF08017,PF15485:PF14251:PF03525:PF08744:PF01668,7,4,1,6,3,1008,0.25,0.99,0.14,0.18,0,0,7,0,1011,0,0.99,0.0,0
PF03625,PF14519:PF08092:PF08843:PF07464:PF14866,1,2,0,1,2,1015,0.0,1.0,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF11728,PF10559:PF05608:PF03492:PF16065:PF08819,0,21,0,0,21,997,0.0,0.98,0,0,2,0,0,2,1016,0.0,1.0,0,0
PF08106,PF06684:PF04062:PF07059:PF13966:PF14111,0,117,0,0,117,901,0.0,0.89,0,0,9,0,0,9,1009,0.0,0.99,0,0
PF15758,PF00796:PF06681:PF01312:PF15141:PF17049,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF05345,PF12509:PF15912:PF15273:PF15326:PF11597,3,11,0,3,11,1004,0.0,0.99,0.0,-0.01,0,0,3,0,1015,0,1.0,0.0,0
PF06485,PF17078:PF11652:PF08653:PF03618:PF15863,4,5,1,3,4,1010,0.2,0.99,0.25,0.22,0,0,4,0,1014,0,1.0,0.0,0
PF00391,PF02896:PF01326:PF05524:PF02738:PF04898,12,41,8,4,33,973,0.2,0.96,0.67,0.35,7,2,10,5,1001,0.29,0.99,0.17,0.21
PF08018,PF16048:PF08023:PF16047:PF12121:PF07440,0,0,0,0,0,1018,0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF15169,PF03745:PF09461:PF14290:PF17061:PF15750,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF03650,PF06093:PF04178:PF05995:PF05724:PF00810,15,32,4,11,28,975,0.12,0.96,0.27,0.16,2,1,14,1,1002,0.5,0.99,0.07,0.18
PF08143,PF11627:PF12196:PF08081:PF12220:PF08080,1,6,1,0,5,1012,0.17,1.0,1.0,0.41,1,1,0,0,1017,1.0,1.0,1.0,1.0
PF00469,PF11697:PF04868:PF14512:PF13247:PF02973,1,3,0,1,3,1014,0.0,1.0,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF00764,PF00988:PF08252:PF00185:PF01808:PF15473,12,42,7,5,35,971,0.17,0.96,0.58,0.3,2,2,10,0,1006,1.0,0.99,0.17,0.41
PF03605,PF06890:PF09829:PF08479:PF14251:PF03994,1,3,0,1,3,1014,0.0,1.0,0.0,-0.0,0,0,1,0,1017,0,1.0,0.0,0
PF06109,PF17062:PF08591:PF14986:PF15055:PF15036,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF07044,PF15633:PF04693:PF09253:PF13700:PF16647,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF08252,PF06508:PF06418:PF00697:PF00218:PF00977,0,36,0,0,36,982,0.0,0.96,0,0,2,0,0,2,1016,0.0,1.0,0,0
PF03079,PF05995:PF01774:PF11779:PF07350:PF01674,17,25,7,10,18,983,0.28,0.97,0.41,0.33,3,2,15,1,1000,0.67,0.98,0.12,0.28
PF04316,PF08404:PF17193:PF08021:PF01668:PF04754,0,3,0,0,3,1015,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF12537,PF12430:PF14958:PF01237:PF13851:PF04437,1,50,1,0,49,968,0.02,0.95,1.0,0.14,0,0,1,0,1017,0,1.0,0.0,0
PF17024,PF08873:PF03457:PF00377:PF08247:PF02907,0,8,0,0,8,1010,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF09422,PF09305:PF01447:PF09772:PF15397:PF05045,0,12,0,0,12,1006,0.0,0.99,0,0,0,0,0,0,1018,0,1.0,0,0
PF13627,PF09257:PF10079:PF01110:PF08856:PF07243,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF07923,PF11882:PF16742:PF14022:PF16794:PF14421,7,14,7,0,7,1004,0.5,0.99,1.0,0.7,0,0,7,0,1011,0,0.99,0.0,0
PF16487,PF16488:PF02171:PF16486:PF05831:PF08699,23,55,23,0,32,963,0.42,0.97,1.0,0.64,33,23,0,10,985,0.7,0.99,1.0,0.83
PF14467,PF08299:PF14882:PF07411:PF07157:PF11775,0,2,0,0,2,1016,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
PF02820,PF17208:PF12140:PF12618:PF01530:PF14949,22,22,14,8,8,988,0.64,0.98,0.64,0.63,2,2,20,0,996,1.0,0.98,0.09,0.3
PF10458,PF06827:PF13603:PF09334:PF09635:PF08264,7,64,7,0,57,954,0.11,0.94,1.0,0.32,10,3,4,7,1004,0.3,0.99,0.43,0.35
PF04086,PF00448:PF02881:PF02978:PF13442:PF14853,11,47,10,1,37,970,0.21,0.96,0.91,0.43,25,5,6,20,987,0.2,0.97,0.45,0.29
PF12236,PF06122:PF05065:PF10099:PF06651:PF11742,0,1,0,0,1,1017,0.0,1.0,0,0,0,0,0,0,1018,0,1.0,0,0
